cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"422","14419","322850","2606321","Bank of Commerce","Stilwell","OK","74960","6/30/2018","8/15/2018","NM","24 West Division Street","PEOPLES COMMERCIAL BANCORP, INC.","3","0","0","4","1","Adair","","","1/1/1931","1/1/1934","7/10/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.bc-ok.bank","2174","182","1992","150","224","0","125","","99","1396","661","297","438","670","-52","0","618","0","618","0","618","88","727","0","670"
"10523","0","476539","0","Bank of Commerce & Trust Co.","Crowley","LA","70526","6/30/2018","8/15/2018","NM","326 North Avenue G","","5","0","0","2","0","Acadia","29180","Lafayette, LA","1/1/1926","1/1/1934","10/27/2016","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","https://www.bankofcommerceandtrust.com","4077","253","3824","150","620","1","264","","355","3044","1986","292","766","1250","0","202","1048","0","1048","0","1048","129","0","0","1048"
"4796","14415","431350","4419301","Bank of Commerce and Trust Company","Wellington","KS","67152","6/30/2018","8/15/2018","NM","201 West Harvey Avenue","TRI-COUNTY FINANCIAL CORPORATION","4","0","0","2","1","Sumner","48620","Wichita, KS","10/6/1906","1/1/1934","6/30/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","bankofcommerce.ws","1094","184","910","0","174","0","97","","77","790","484","61","245","294","-15","7","272","0","272","0","272","0","204","0","286.55"
"9875","11655","464853","1063833","Bank of Cordell","Cordell","OK","73632","6/30/2018","8/15/2018","NM","808 North Glenn English","ROCKY FINANCIAL CORPORATION","1","0","0","4","1","Washita","","","5/29/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://bankofcordell.com","998","147","851","12","67","0","32","","35","575","328","41","206","331","0","0","331","0","331","0","331","1","244","0","331"
"8531","13335","926959","1104530","Bank of Coushatta","Coushatta","LA","71019","6/30/2018","8/15/2018","NM","1525 Ringgold Avenue","COUSHATTA BANCSHARES, INC.","1","0","0","7","1","Red River","","","8/1/1897","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.bankofcoushatta.com","4191","549","3642","16","208","0","107","","101","2314","1366","178","770","1520","-53","0","1467","0","1467","0","1467","-77","923","0","1520"
"1937","9611","765354","0","Bank of Crocker","Waynesville","MO","65583","6/30/2018","8/15/2018","NM","200 Ichord Ave","","4","0","0","8","1","Pulaski","","","7/5/1911","1/1/1934","4/7/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","http://www.bankofcrocker.com","2302","320","1982","0","252","0","89","0","163","1713","1015","203","495","521","0","0","521","0","521","0","521","1","200","0","521"
"1468","10545","324854","1135374","Bank of Crockett","Bells","TN","38006","6/30/2018","8/15/2018","SM","104 Main Street","SECURITY BANCORP OF TENNESSEE, INC.","5","0","0","2","0","Crockett","27180","Jackson, TN","4/22/1887","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.bankofcrockett.com","2736","322","2414","0","287","0","123","","164","1424","714","224","486","1277","0","199","1078","0","1078","0","1078","7","0","0","1078"
"4075","53088","271752","0","Bank of Cushing","Cushing","OK","74023","6/30/2018","8/15/2018","SM","224 East Broadway","","2","0","0","7","0","Payne","","","1/1/1897","1/1/1934","8/2/2011","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.bankofcushing.net","2253","126","2127","-55","515","0","209","","306","1949","1140","207","602","748","4","27","725","0","725","0","725","-55","0","0","721.16"
"17543","0","441630","1082898","Bank of Dade","Trenton","GA","30752","6/30/2018","8/15/2018","NM","12634 North Main Street","TRI-STATES BANKSHARES, INC.","3","0","0","8","1","Dade","16860","Chattanooga, TN-GA","1/12/1956","1/12/1956","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.bankofdade.com","2056","94","1962","0","238","0","124","","114","1440","923","151","366","760","12","0","772","0","772","0","772","-206","1004","0","760"
"876","0","193537","1085536","Bank of Dawson","Dawson","GA","39842","6/30/2018","8/15/2018","NM","201-209 Main Street","DAWSON BANCSHARES, INC.","1","0","0","2","1","Terrell","10500","Albany, GA","7/1/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.bankofdawson.com","2804","311","2493","150","354","0","274","","80","1610","887","108","615","1087","0","0","1087","0","1087","0","1087","110","122","0","1087"
"2477","14441","588245","1416738","Bank of Deerfield","Deerfield","WI","53531","6/30/2018","8/15/2018","NM","15 South Main Street","DEERFIELD FINANCIAL CORPORATION","2","0","0","4","1","Dane","31540","Madison, WI","1/1/1887","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.bankofdeerfield.com","3249","536","2713","60","650","0","35","","615","1972","1136","142","694","1331","0","0","1331","0","1331","0","1331","34","800","0","1331"
"99","0","455945","0","Bank of Delight","Delight","AR","71940","6/30/2018","8/15/2018","NM","503 E Antioch Street","","4","0","0","2","1","Pike","","","6/16/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.bankofdelight.com","2612","532","2080","25","185","0","35","","150","1248","776","82","390","992","3","-16","1011","0","1011","0","1011","-8","2158","0","1008"
"17569","0","823553","0","Bank of Denton","Denton","KS","66017","6/30/2018","8/15/2018","NM","510 Main Street","","1","0","0","2","0","Doniphan","41140","St. Joseph, MO-KS","10/1/1894","3/8/1956","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.bankofdenton.com","312","50","262","0","22","0","17","","5","191","111","14","66","93","-2","10","81","0","81","0","81","2","0","0","82.78"
"26542","0","638355","2127022","Bank of DeSoto, National Association","De Soto","TX","75115","6/30/2018","8/15/2018","N","2011 North Hampton Road","D BANCORP, INC.","1","0","0","4","1","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/27/1986","1/27/1986","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.bankdesoto.com","5629","547","5082","200","315","0","222","","93","3203","2012","182","1009","1994","0","0","1994","0","1994","0","1994","231","1750","0","1994"
"17327","11810","638131","1085899","Bank of Dickson","Dickson","TN","37055","6/30/2018","8/15/2018","NM","466 Highway 46","DICKSON FINANCIAL CORPORATION","4","0","0","5","0","Dickson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","5/26/1954","5/26/1954","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.bankofdickson.com","4050","393","3657","50","337","5","206","","126","2791","1496","388","907","1153","0","157","996","0","996","0","996","17","385","0","996"
"14912","0","920359","2467942","Bank of Dixon County","Ponca","NE","68770","6/30/2018","8/15/2018","NM","117 East Third Street","KINGSBURY BDC FINANCIAL SERVICES, INC.","3","0","0","2","0","Dixon","43580","Sioux City, IA-NE-SD","1/1/1881","12/10/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","http://www.bankofdc.com","1949","269","1680","75","167","0","82","","85","1001","673","96","232","771","-2","219","550","0","550","0","550","76","175","0","551.58"
"19515","0","545154","2332143","Bank of Doniphan","Doniphan","NE","68832","6/30/2018","8/15/2018","NM","118-120 W. Plum Street","DONIPHAN BANCSHARES, INC.","3","0","0","2","0","Hall","24260","Grand Island, NE","11/17/1965","11/17/1965","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.bankofdoniphan.com","2207","140","2067","36","235","0","49","","186","1661","995","206","460","605","-3","96","506","0","506","0","506","-1","230","0","508.52"
"9068","13957","546535","2631435","Bank of Dudley","Dudley","GA","31022","6/30/2018","8/15/2018","NM","1448 Second Street","HOGAN INVESTMENTS I, INC.","5","0","0","4","0","Laurens","","","11/1/1905","1/1/1934","4/16/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.bankofdudley.com","4919","254","4665","206","871","0","295","","576","3776","2233","476","1067","1554","10","338","1226","0","1226","0","1226","96","800","0","1218.1"
"15813","14771","1015832","2037569","Bank of Early","Blakely","GA","39823","6/30/2018","8/15/2018","NM","12347 Columbia Street","ONE SOUTH FINANCIAL, INC.","4","0","0","2","1","Early","","","1/9/1939","4/28/1941","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.bankofearly.com","3078","355","2723","204","327","0","175","","152","2546","1531","214","801","300","0","0","300","0","300","0","300","143","0","0","300"
"16243","0","14865","2615154","Bank of Eastern Oregon","Heppner","OR","97836","6/30/2018","8/15/2018","NM","279 N Main Street","BEO BANCORP","14","0","1","2","0","Morrow","","","3/3/1945","3/3/1945","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","www.beobank.com","9774","396","9378","850","1431","0","318","","1113","7552","4399","1225","1928","2407","0","607","1800","0","1800","0","1800","-17","704","0","1800"
"877","14607","204237","2453936","Bank of Eastman","Eastman","GA","31023","6/30/2018","8/15/2018","NM","130 Oak Street","MAGNOLIA BANKSHARES, INC.","4","0","0","4","1","Dodge","","","1/2/1919","1/1/1934","2/4/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","WWW.BANKOFEASTMAN.COM","4149","365","3784","535","751","0","400","","351","3365","1039","354","1972","635","0","0","635","0","635","0","635","526","0","0","635"
"26554","12613","956376","0","Bank of Easton","North Easton","MA","2356","6/30/2018","8/15/2018","SM","275 Washington Street","","2","0","0","5","0","Bristol","39300","Providence-Warwick, RI-MA","1/1/1889","2/4/1986","9/4/2013","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.bankofeaston.com","2048","367","1681","23","196","0","77","","119","1251","689","142","420","603","-16","136","451","0","451","0","451","2","0","0","463.64"
"296","10546","903240","2155397","Bank of Edmonson County","Brownsville","KY","42210","6/30/2018","8/15/2018","NM","109 N Main Street","EDMONSON BANCSHARES, INC","3","0","0","8","1","Edmonson","14540","Bowling Green, KY","1/1/1925","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","http://www.bankofedmonson.com","4710","730","3980","0","502","0","172","","330","2702","1379","330","993","1780","-2","0","1778","0","1778","0","1778","-8","1200","0","1780"
"16154","16154","485054","2510183","Bank of Elgin","Elgin","NE","68636","6/30/2018","8/15/2018","SM","101 North 2nd Street","ANTELOPE BANCSHARES, INC.","1","0","0","2","1","Antelope","","","8/27/1935","5/11/1944","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","www.bankofelgin.com","1166","70","1096","20","119","0","43","","76","575","397","27","151","620","0","0","620","0","620","0","620","-1","475","0","620"
"13303","12297","244149","2795083","Bank of England","England","AR","72046","6/30/2018","8/15/2018","NM","123 South Main Street","MHBC INVESTMENTS LIMITED PARTNERSHIP I LLLP","148","0","1","5","0","Lonoke","30780","Little Rock-North Little Rock-Conway, AR","8/8/1898","1/1/1934","12/29/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.bankofengland-ar.com","6435","1300","5135","69","53535","0","285","","53250","55355","43032","5183","7140","3246","0","713","2533","0","2533","0","2533","20","0","0","2533"
"8532","0","399731","4125152","Bank of Erath","Erath","LA","70533","6/30/2018","8/15/2018","NM","105 West Edwards","BANK OF ERATH HOLDING COMPANY","3","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.bankoferath.com","2137","145","1992","0","229","0","132","0","97","1708","978","217","513","513","0","103","410","0","410","0","410","57","35","0","410"
"19351","10118","550354","1051193","Bank of Estes Park","Estes Park","CO","80517","6/30/2018","8/15/2018","NM","255 Park Lane","FIRST NATIONAL FINANCIAL CORPORATION","3","0","0","4","1","Larimer","22660","Fort Collins, CO","1/18/1965","1/18/1965","6/27/2012","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","www.bankofestespark.com","2370","31","2339","111","252","0","38","0","214","1629","1022","176","431","851","0","0","851","0","851","0","851","1","511","0","851"
"4094","0","343051","1064184","Bank of Eufaula","Eufaula","OK","74432","6/30/2018","8/15/2018","SM","102 North Main","S N B BANCSHARES, INC.","2","0","0","7","0","Mcintosh","","","3/7/1911","1/1/1934","7/21/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","WWW.BANKOFEUFAULA.COM","1666","102","1564","6","295","0","44","","251","1340","886","131","323","513","0","137","376","0","376","0","376","77","0","0","376"
"49","0","560438","0","Bank of Evergreen","Evergreen","AL","36401","6/30/2018","8/15/2018","NM","146 West Front Street","","1","0","0","8","0","Conecuh","","","9/1/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.thebankofevergreen.com","1361","160","1201","250","107","0","111","","-4","909","543","93","273","149","0","47","102","0","102","0","102","281","20","0","102"
"11732","0","976534","1491717","Bank of Farmington","Farmington","IL","61531","6/30/2018","8/15/2018","NM","16 North Main Street","FARMINGTON BANCORP, INC.","4","0","0","2","0","Fulton","","","1/1/1903","1/1/1934","4/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.bankoffarmington.com","3179","538","2641","210","228","0","77","","151","1964","1235","151","578","695","0","163","532","0","532","0","532","164","658","0","532"
"58630","0","3620539","5110641","Bank of Feather River","Yuba City","CA","95991","6/30/2018","8/15/2018","NM","855 Harter Parkway, # 100","FEATHER RIVER BANCORP, INC.","2","0","0","2","0","Sutter","49700","Yuba City, CA","11/6/2007","11/6/2007","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","https://bofr.bank","3069","359","2710","30","236","0","112","","124","1852","1150","149","553","1064","0","312","752","0","752","0","752","0","0","0","752"
"1484","0","166531","1136447","Bank of Frankewing","Frankewing","TN","38459","6/30/2018","8/15/2018","NM","2324 Highway 64 East","FRANKEWING BANCSHARES, INC.","3","0","0","4","0","Giles","","","12/13/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","http://www.bankoffrankewing.com","5887","863","5024","0","833","0","359","","474","3653","2015","393","1245","2204","2","560","1646","0","1646","0","1646","-736","0","0","1644.42"
"10594","0","68831","3674215","Bank of Franklin","Meadville","MS","39653","6/30/2018","8/15/2018","NM","9 Main Street","FRANKLIN BANCSHARES, INC.","5","0","0","4","0","Franklin","","","1/12/1912","1/1/1934","11/8/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.bankoffranklin.com","3075","245","2830","83","676","0","413","0","263","2706","1553","435","718","717","-6","128","583","0","583","0","583","52","140","0","587.92"
"35543","0","2913702","2913711","Bank of Franklin County","Washington","MO","63090","6/30/2018","8/15/2018","NM","900 East Eighth Street","FRANKLIN BANCORP, INC.","5","0","0","4","0","Franklin","41180","St. Louis, MO-IL","8/28/2000","8/28/2000","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankoffranklincounty.com","4726","668","4058","340","600","0","144","0","456","3748","2155","320","1273","570","1","65","506","0","505","1","506","150","500","0","505.11"
"8693","12552","167453","1127249","Bank of Galesville","Galesville","WI","54630","6/30/2018","8/15/2018","NM","16893 South Main Street","GALE BANK HOLDING COMPANY, INC.","3","0","0","2","1","Trempealeau","","","1/1/1883","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.bankofgalesville.com","2141","162","1979","0","512","0","75","","437","1758","1003","111","644","733","0","1","732","0","732","0","732","-58","326","0","732"
"5775","13001","590949","2749433","Bank of Geneva","Geneva","IN","46740","6/30/2018","8/15/2018","SM","215 East Line Street","LIMBERLOST BANCSHARES, INC.","6","0","0","2","1","Adams","","","10/12/1892","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.bankofgeneva.com","7292","929","6363","225","311","1","127","0","183","3210","1964","374","872","3239","0","0","3239","0","3239","0","3239","8","1425","0","3239"
"58626","0","3636446","5170805","Bank of George","Las Vegas","NV","89148","6/30/2018","8/15/2018","NM","9115 West Russell Road","GBANK FINANCIAL HOLDINGS INC.","2","0","0","4","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","9/24/2007","9/24/2007","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","1","http://www.bankofgeorge.com","4952","316","4636","72","2357","0","120","","2237","4422","2619","544","1259","2499","0","536","1963","0","1963","0","1963","0","0","0","1963"
"22838","0","932633","1204618","Bank of Gibson City","Gibson City","IL","60936","6/30/2018","8/15/2018","NM","804 South Sangamon Avenue","LONGVIEW CAPITAL CORPORATION","1","0","0","2","0","Ford","16580","Champaign-Urbana, IL","4/9/1979","4/9/1979","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.bankofgc.com","1376","176","1200","27","105","0","45","","60","751","413","64","274","527","0","121","406","0","406","0","406","8","234","0","406"
"2379","15442","141958","1098808","Bank of Gleason","Gleason","TN","38229","6/30/2018","8/15/2018","NM","203 Main Street","BANCSHARES OF GLEASON, INC.","2","0","0","7","0","Weakley","","","1/1/1901","1/1/1934","6/12/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.bankofgleason.com","2019","268","1751","30","134","0","107","","27","1441","963","100","378","414","336","93","657","0","657","0","657","18","486","0","361.32"
"16527","0","993353","3556656","Bank of Glen Ullin","Glen Ullin","ND","58631","6/30/2018","8/15/2018","NM","106 South Avenue West","TRINITY INVESTMENTS, INC.","1","0","0","2","1","Morton","13900","Bismarck, ND","1/2/1947","1/2/1947","3/31/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.bankofglenullin.com","1371","143","1228","30","39","0","5","","34","533","312","37","184","704","0","0","704","0","704","0","704","0","610","0","704"
"57915","17987","3286999","4446521","Bank of Grand Lake","Grove","OK","74344","6/30/2018","8/15/2018","NM","201 East 18th Street","TOWNSEND HOLDING COMPANY","2","0","0","4","1","Delaware","","","6/9/2005","6/9/2005","10/31/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.bankofgrandlake.com","3716","753","2963","0","236","0","65","","171","2041","1122","199","720","1158","0","0","1158","0","1158","0","1158","101","1000","0","1158"
"9392","0","1351","0","Bank of Grandin","Grandin","MO","63943","6/30/2018","8/15/2018","NM","403 5th Street","","5","0","0","4","1","Carter","","","1/13/1913","1/1/1934","9/9/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankofgrandin.net","3561","681","2880","175","246","0","161","","85","1835","1157","242","436","1116","0","0","1116","0","1116","0","1116","72","564","0","1116"
"5636","0","400945","3143953","Bank of Gravett","Gravette","AR","72736","6/30/2018","8/15/2018","NM","211 Main St Se","GRAVETT BANCSHARES, INC.","4","0","0","8","1","Benton","22220","Fayetteville-Springdale-Rogers, AR-MO","3/1/1898","1/1/1934","5/6/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.bankofgravett.com","2639","280","2359","16","429","0","187","","242","2015","1184","243","588","757","-602","0","155","0","155","0","155","-349","106","0","757"
"17995","0","857259","1472006","Bank of Greeley","Greeley","KS","66033","6/30/2018","8/15/2018","NM","118 W Brown St","GREELEY BANCSHARES, INC.","1","0","0","2","1","Anderson","","","1/1/1888","5/4/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","659","64","595","0","74","0","48","","26","392","309","14","69","277","0","6","271","0","271","0","271","1","74","0","271"
"15113","13511","465524","1250679","Bank of Greeleyville","Greeleyville","SC","29056","6/30/2018","8/15/2018","NM","73 Main Street","SOUTHEASTERN BANCORP, INC.","2","0","0","4","1","Williamsburg","","","4/25/1935","4/25/1935","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.bog1.com","1935","147","1788","0","475","0","282","","193","1536","726","119","691","727","0","32","695","0","695","0","695","-9","340","0","695"
"20884","14461","711472","4272869","Bank of Guam","Hagatna","GU","96910","6/30/2018","8/15/2018","NM","111 Chalan Santo Papa","BANKGUAM HOLDING COMPANY","1","0","1","4","0","Guam","","","12/11/1972","12/11/1972","2/23/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","West","22","0","https://www.bankofguam.com","44513","1089","43424","4838","18851","1080","1492","0","16279","47613","17934","9039","20640","9824","-412","1898","7514","0","7514","0","7514","3311","2065","2668","7843.6"
"8144","0","603232","1084801","Bank of Gueydan","Gueydan","LA","70542","6/30/2018","8/15/2018","SM","111 Main Street","GUEYDAN BANCSHARES, INC.","1","0","0","2","0","Vermilion","29180","Lafayette, LA","5/14/1927","1/1/1934","1/1/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://bankofgueydan.com/","1114","78","1036","75","80","0","63","0","17","725","395","60","270","316","0","35","281","0","281","0","281","137","0","0","281"
"10315","10625","145059","1135374","Bank of Halls","Halls","TN","38040","6/30/2018","8/15/2018","SM","101 Main Street","SECURITY BANCORP OF TENNESSEE, INC.","2","0","0","2","0","Lauderdale","","","10/13/1899","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.bankofhalls.com","1504","198","1306","15","141","0","84","","57","830","404","131","295","602","0","101","501","0","501","0","501","-2","0","0","501"
"9127","0","854351","1966215","Bank of Hamilton","Hamilton","ND","58238","6/30/2018","8/15/2018","NM","1 Wall Street","WALL STREET HOLDING COMPANY","1","0","0","2","0","Pembina","","","1/8/1886","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","0","1","bankofhamilton.com","202","7","195","0","18","0","7","","11","166","74","40","52","47","0","18","29","0","29","0","29","-42","0","0","29"
"10057","0","37","0","Bank of Hancock County","Sparta","GA","31087","6/30/2018","8/15/2018","NM","12855 Broad Street","","1","0","0","7","0","Hancock","","","9/1/1904","1/1/1934","8/31/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.bankofhancock.com","1657","149","1508","40","279","0","62","","217","1286","731","106","449","461","24","65","420","0","420","0","420","70","120","0","399.12"
"13962","0","7456","1063301","Bank of Hartington","Hartington","NE","68739","6/30/2018","8/15/2018","SM","229 North Broadway","CEDAR BANCORP","2","0","0","2","1","Cedar","","","1/1/1917","2/28/1934","5/30/2008","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","www.bankofhartington.com","2089","221","1868","25","175","0","39","","136","1416","908","127","381","602","0","18","584","0","584","0","584","59","272","0","584"
"18053","12557","795968","1025309","Bank of Hawaii","Honolulu","HI","96813","6/30/2018","8/15/2018","SM","111 South King Street","BANK OF HAWAII CORPORATION","64","0","1","5","0","Honolulu","46520","Urban Honolulu, HI","1/1/1897","7/10/1959","8/20/2010","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","5","0","www.boh.com","270346","28279","242067","7625","85064","23206","14363","2185","45310","183887","107920","27484","48483","135619","-1846","24411","109362","0","109362","0","109362","6783","85000","3761","110875.72"
"17769","53483","746755","1052293","Bank of Hays","Hays","KS","67601","6/30/2018","8/15/2018","NM","1000 West 27th Street","HANSTON INSURANCE AGENCY, INC.","4","0","0","2","0","Ellis","","","8/21/1907","6/12/1957","12/31/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.bankofhays.com","5024","609","4415","180","293","0","91","0","202","2582","1493","216","873","1946","640","536","2050","0","2050","0","2050","-1","1872","0","1544.4"
"17813","0","856458","0","Bank of Hazelton","Hazelton","ND","58544","6/30/2018","8/15/2018","NM","363 Main St","","1","0","0","2","1","Emmons","","","8/22/1903","12/1/1957","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.bankofhazelton.net","784","87","697","0","20","0","7","","13","450","291","63","96","267","0","0","267","0","267","0","267","0","150","0","267"
"149","0","628039","3140961","Bank of Hazlehurst","Hazlehurst","GA","31539","6/30/2018","8/15/2018","NM","22 South Tallahassee Street","HAZLEHURST INVESTORS, INC.","2","0","0","2","1","Jeff Davis","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","https://www.bankofhazlehurst.com","2331","141","2190","456","325","0","330","","-5","1721","713","147","861","338","-2","0","336","0","336","0","336","551","0","0","338"
"15821","0","973056","1098349","Bank of Hillsboro","Hillsboro","MO","63050","6/30/2018","8/15/2018","SM","10625 Highway 21","HILLSBORO BANCSHARES, INC.","1","0","0","4","0","Jefferson","41180","St. Louis, MO-IL","4/14/1892","5/26/1941","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://WWW.BANKOFHILLSBORO.COM","1421","119","1302","0","79","0","28","0","51","926","438","132","356","455","-20","73","362","0","362","0","362","0","0","0","378.6"
