,Tot Dom Deposits to Tot Assets,Return On Assets,Assets per Emp,Yield on Earning Assets,Net Loans Lease to Tot Assets,RE to Ave Equity,Efficiency Ratio,Core Capital Ratio,Noncurr Assets Other RE,Cost of Funding Earnings Assets,Number Employees,Return on Equity
115,82.13563731,1.200103654,6.115909091,5.329166974,89.20735786,11.16324428,59.79794739999999,11.34627872,0.214418432,1.118093813,44.0,11.16324428
116,80.84337232,0.8062075190000001,6.2282424239999985,4.546290353,75.59114882,3.52229373,75.9664293,13.0153312,0.036490668,0.60567704,33.0,6.227600292999999
117,86.49858938,0.984330843,9.155728814,3.672379878,65.38482899,4.793473423,61.29649309,13.32310394,0.570912349,0.54157939,59.0,7.616484862
118,84.83081879,0.6791957340000001,5.0847142860000005,4.560665982,85.15344778,7.470257932000001,74.24975799,9.490329679,1.39587372,0.7372348790000001,42.0,7.470257932000001
119,84.24007208,1.253393365,5.7716,5.055117705,77.92986347,8.446713886,60.02190581,15.36438843,0.0,0.792720509,35.0,8.446713886
124,87.53202775,1.252811278,3.33695,5.370599189,69.00612835,-1.961751226,68.75,11.45860075,2.509776892,0.629992517,20.0,11.15242135
125,87.62018157,1.452120041,4.4793333330000005,3.880315248,27.17368656,13.63373873,60.95025984,10.90298927,0.084834053,0.130797143,15.0,13.63373873
127,78.40053602,1.77075195,4.58935,4.832353179,85.57929409,18.69229149,72.10953347,9.964367618999999,0.020518519,0.768451225,120.0,18.69229149
128,88.08840666,1.693991703,7.280557604,4.857435601000001,80.06508085,14.72908039,47.19824768,11.72939734,0.497948896,0.790327977,217.0,14.72908039
129,74.51644193,0.225417338,5.842111111,4.89280062,87.25346621,2.003723312,95.64187589,12.22219039,1.896194298,1.006292597,18.0,2.003723312
130,78.73349626,1.150874539,4.082715867,3.578300235,39.21309887,6.704473557999999,66.73005705,9.832990001,0.195134561,0.58767219,271.0,12.0946801
131,81.69396173,1.381759673,4.283,4.945081725,54.90588484,0.442033353,63.01169591,11.19328336,1.300823855,0.537722392,21.0,12.3769339
132,87.9878,1.340764367,5.382092308,3.984246365,70.57106759,7.146809577000001,47.91331088,10.65982951,0.13492036300000002,0.32870334100000004,65.0,11.54034005
