,Tot Dom Deposits to Tot Assets,Return On Assets,Assets per Emp,Yield on Earning Assets,Net Loans Lease to Tot Assets,RE to Ave Equity,Efficiency Ratio,Core Capital Ratio,Noncurr Assets Other RE,Cost of Funding Earnings Assets,Number Employees,Return on Equity
491,84.44735095,1.258548215,4.656909091,5.160630404,81.33955413,10.52452316,58.01056338,11.75785571,2.211767462,0.685560518,11.0,10.86512262
492,82.56270939,1.768837411,4.1824875,4.367497135,70.85040601,11.01911899,57.66203172,11.92268661,0.201211002,0.276501275,320.0,14.67067638
495,89.80777958,0.275834182,3.41535,4.383696298,67.76757873,1.45327714,86.72859987,10.82922564,0.873995345,0.447968965,20.0,2.644964395
496,87.76176024,0.8644329690000001,5.4071794870000005,3.846556162,51.35716995,5.027659449,65.98845202,10.70377347,1.2732359640000002,0.396180878,39.0,8.688576523
498,91.0852014,1.579555191,3.772597222,5.643572151,82.65489071,2.641014429,63.05644791,7.586731768,0.168613577,0.651496989,72.0,18.53957149
499,90.66300831,1.16753936,3.756769231,4.593579264,71.50715973,1.075427108,73.18224740000002,7.889381792000001,0.012968044,0.48515467,39.0,15.00308965
501,84.16823003,0.973527823,4.326302326,4.26128131,53.97433761,4.759506094,69.95136934,16.01830788,2.008804984,0.551752456,43.0,6.334290976
503,85.82068249999998,1.062983306,6.084473684,4.139923757,40.9316206,7.989821097999999,71.36105859999998,10.83969205,0.678171359,0.5439315889999999,19.0,10.05223427
504,87.30515905,1.443921844,6.862949367000001,4.587530554,76.61299991,12.85740515,48.12057715,11.66897655,0.028773104,0.6762368679999999,79.0,12.85740515
505,81.97205701,1.715306157,5.414965517000001,4.517302915,67.95534725,7.615117673999999,56.41431739,11.50731129,0.823388566,0.597534125,29.0,15.94415263
506,91.39926586,1.307925227,3.5585625,4.157373157,52.68278975,7.3046694410000015,71.77914109999998,9.249956086000001,0.581344293,0.470500487,16.0,17.0134073
507,90.22871223,0.314172487,4.4102,4.165358223,65.61153689,1.529636711,84.96732026,9.551422647999999,1.127688843,0.539352157,15.0,3.615504954
508,85.89140455,1.030505721,4.664611111,3.643957507,52.58149423,10.39978395,68.12433012,11.21251785,0.124658084,0.361455681,54.0,10.39978395
509,86.47147147,0.740995903,5.6610000000000005,3.0501802380000003,37.99240417,5.59057276,70.66048035,11.55366747,0.849231585,0.114552224,40.0,6.765062835
510,76.58503961,0.795310979,4.225652174,3.857003765,41.44047742,7.713422259,77.8158948,11.33799875,0.324107418,0.550042276,23.0,7.713422259
511,91.11773472,0.8603479820000001,4.081916667,4.276953963,62.19872201,5.858195406,74.22096317,9.089265264,0.62960619,0.337014244,60.0,9.577684553
512,81.31126213,1.668755729,3.9584,4.272379428,75.14462914,7.073706708,61.67716085,12.88519999,0.933457963,0.604334113,40.0,13.54022829
513,68.67871125,0.8437588690000001,4.483344828,4.451309183999999,80.7479022,1.943572598,73.6472532,8.980415973,0.7260589,0.6638349610000001,29.0,8.160037625
514,73.69284682,0.936790004,7.64014,4.144855838,77.11944196,7.339510992,62.47623227,9.322608652000001,0.8882036190000001,0.675394257,300.0,7.339510992
515,89.62305871,0.796765235,5.125466667,4.29814871,65.47306262,8.067925729,72.4595843,10.38584758,0.102754871,0.279531886,15.0,8.067925729
517,90.80098935,0.911423695,5.484521739,4.543277889,57.5382103,10.68939946,72.16532553,8.875754057,0.259227549,0.21592169100000005,23.0,10.68939946
518,83.01012505,1.07955173,5.860051282000001,4.442584255,72.34337671,0.991844675,73.77210216,9.607262015,1.112268205,0.7589646440000001,39.0,11.66598261
519,91.72853186,0.885578815,4.75,3.746928988,59.0378578,11.62079511,74.43554261,8.257941611,0.445060018,0.104561803,57.0,11.62079511
520,77.22464057,1.20832775,7.812275617999999,4.112492063,81.40287506,12.2933171,56.86848201,9.18125689,0.231786162,0.87365826,566.0,14.52827969
521,72.32254517,0.839042726,5.307140741,2.920105027,50.65069564,8.326158085,75.31575037,10.27425308,0.470505148,0.850871334,135.0,8.326158085
523,74.52330894,0.7243518609999999,8.054847826,4.34540231,59.86322037,3.140871425,74.70235509,12.01474506,1.090620555,0.81952249,46.0,6.067896284
524,84.33588604,1.109440524,6.260552,4.021578678,82.28175407,2.491635587,62.79236666,11.25667155,0.18094251100000006,0.5060736229999999,250.0,9.400943212
525,67.25910046,1.679071992,6.677057143,4.796800017,75.4100395,12.09353583,44.07722885,12.99373117,0.208175544,1.060214142,70.0,12.09353583
526,87.94329708,1.087476286,4.6906,4.2443851310000005,77.95882372,10.12294347,64.27054326,10.68338649,1.015419526,0.467938634,205.0,10.12294347
527,84.1054961,0.48463319,5.403446809,4.574265127,85.09737677,5.798168913,81.22581959,8.492866967000001,1.027712807,0.8289107459999999,47.0,5.798168913
528,77.74390477,1.040262287,4.960098485,4.059122834,80.25195003,6.321039202000001,69.97413002,10.35174093,0.093778685,0.888443861,132.0,9.844003711000001
529,86.75117007,1.650136897,3.96628169,5.036732306,78.13043756,9.038595987999999,55.78844748,11.08562273,0.791353877,0.268400916,142.0,14.70340426
530,80.1246629,0.938360366,5.069367089,4.357618058,79.40552587,9.123464425,67.46549665,10.14927442,0.6855523370000001,0.663395338,316.0,9.123464425
531,83.41922415,0.895847487,5.1585393260000005,3.77103542,58.59053386,6.714805293,62.04659783,10.51650057,0.670427566,0.584936555,89.0,7.939642859
533,84.25265861,1.250521571,3.700855782,4.345940324,71.12144314,7.43967232,68.48134922,9.860809515,1.285527267,0.36878105,735.0,12.86239359
536,87.01460820000001,1.502158614,5.939034483,5.207995605,77.69694366,12.9461585,58.12013348,8.89572564,0.13934692699999998,0.919208664,29.0,15.36600121
537,88.74628698,1.374480972,3.729763158,5.127219174,79.56904276,5.710626225,66.55713219,10.04544376,0.366892211,0.529102564,76.0,13.06216215
539,81.30996775,0.708193395,4.978054545,4.9771760060000005,86.48102764,8.282416045,71.98604061,9.042711896,1.436486689,1.144384213,55.0,8.282416045
540,78.78855726,1.215171925,12.78719863,4.394967549,84.23401829,12.05866473,53.62385928,10.02695278,1.261000005,1.116196914,146.0,12.05866473
541,90.38410879,1.385030354,4.38921875,4.418184086,68.14851732,15.59152774,69.07413299,9.734205298,0.442846463,0.134073335,32.0,15.59152774
542,87.61890606,1.5048088819999998,3.166117647,5.345904208,77.5221091,12.17061011,65.15270164,11.85156402,0.0,0.436736683,34.0,12.17061011
543,86.82930312,1.375028916,3.27564,4.806839468,73.88226188,-0.481968312,65.16598916,9.283660573999999,1.864016239,0.608468376,325.0,14.28802834
545,88.20159275,0.809494119,3.77712,3.038118235,42.245944,4.898035558,70.22428461,12.11496781,0.726479434,0.399407785,25.0,7.026021042999999
546,82.34976135,0.661904476,4.069775,5.133256521,85.42486993,2.356353956,76.92087156,11.35586619,1.1542407140000002,0.936507579,40.0,5.78474282
547,85.83367264,1.563551861,4.601723118,4.123871959,74.50838016,7.273976396,57.67997411,8.242896541,0.375911081,0.486305656,372.0,17.71708952
548,67.33843457,1.048144243,7.842099778,3.910451524,69.89326753,3.203545882,58.19691184,8.620615502,0.62415407,0.958334773,451.0,9.540626038
549,76.73209609999998,0.923880683,10.4642,4.229725267,86.09449361,9.185814124,56.32107023,10.2428702,0.599185795,1.26971115,10.0,9.185814124
550,87.16314974,1.246408544,3.753,3.937176312,59.28202422,10.72921734,66.23020327,12.06332165,0.521265835,0.352961045,103.0,10.72921734
555,80.49008812,1.036339946,4.932535519,3.864721194,68.35276861,8.046426867000001,70.1326681,12.86874167,0.175814875,0.620953281,183.0,8.046426867000001
557,77.96844159999998,1.143009629,3.311321429,4.942692312,62.92697132,8.025187222000001,72.96325879,14.38031959,0.883333154,0.413760425,28.0,8.025187222000001
558,91.81767273,0.43160216,3.154766667,4.79100248,91.85676701,3.189023219,85.11875909,7.802816308,0.449055926,0.537991498,30.0,5.642118002
559,76.05325354,0.487495014,5.846070423,4.1247617,87.15665513,5.354052978,83.46260793,8.785464253999999,0.8605756609999999,0.881251608,71.0,5.354052978
560,84.51317913,0.299441077,4.6475,4.549499739,74.49345526,2.438392934,79.80946527,12.23237769,0.858884705,0.509949795,36.0,2.438392934
561,86.12754346,0.869191973,3.1273,4.76558209,71.7360023,6.642496005,74.38679245,9.551826678,1.080804528,0.511250186,30.0,9.37355708
562,73.64281017,0.57912156,3.842970443,4.095165275,77.82676578,5.648027212000001,88.97928994,9.296508654,0.218619372,0.7499862429999999,406.0,5.648027212000001
563,78.93690064,0.650554678,6.778938005,4.4582634180000005,84.34376971,2.206982437,66.99122491,8.443702917000001,0.981277828,0.961629093,371.0,7.6580021989999985
564,83.03875898,0.539296077,3.981090909,4.522932566000001,70.22591645,5.70079336,82.53358925,10.42001718,1.4919011080000002,0.616121571,33.0,5.70079336
566,85.6126615,1.746232402,4.27871875,5.079078563,75.04217822,12.00589855,70.36520121,13.11660843,0.15045391800000002,0.365039104,32.0,13.11797611
570,76.45610342,0.478024691,4.577909091,4.649200854,68.54856326,4.371647876,81.74273859,11.0323629,1.967948845,0.8492082740000001,11.0,4.371647876
572,82.37852291,2.146524159,5.422833333,5.5788845270000005,68.77554784,7.8493149560000015,56.05599513,17.512285199999994,2.080708117,0.428641568,12.0,12.5734397
573,87.9855318,0.857664917,3.959741935,4.757047587,80.09726929,7.281139087000001,72.44750181,11.65965109,0.462721585,0.546220134,31.0,7.281139087000001
574,80.31383117,0.665829349,3.173241379,4.209623148,54.00765018,3.305831338,82.48730964,13.41206924,1.777797096,0.461863675,29.0,5.114992767
575,90.38795355,1.187472053,2.861450549,5.232833294,79.16410642,13.15472088,67.43626062,9.394160106000001,1.136363636,0.654755444,91.0,13.15472088
576,87.12681198,1.192168133,4.530018132,4.336576475,94.00901811,12.8469939,69.37042275,9.315326062,0.158287319,0.358211237,1103.0,12.8469939
577,80.30699364,2.258243794,7.864285714,4.789293109,83.6058129,13.89071758,43.65719134,14.99730366,0.0,0.5721544820000001,14.0,16.05003292
578,89.45161628,1.473513452,12.27242857,4.660706833,70.69272585,14.52588673,45.4787234,10.52841706,0.843237454,1.03278439,35.0,14.52588673
580,63.41599484,0.871949657,21.08126087,3.4624105110000003,87.42643202,13.51023249,46.84857919,6.628874132999999,0.026055148,1.207254438,138.0,13.51023249
582,80.20430197,1.6869886630000002,5.017083333,5.360576752,86.08753426,4.59264699,50.4313205,15.329844,1.023170833,0.398491484,12.0,11.41340985
585,88.60992237,1.424402129,3.744460606,4.998197135,82.61528949,3.00833529,63.0390793,11.24353356,0.913349174,0.383264364,165.0,12.69370744
587,78.79071540000002,0.023541967,4.400421277,5.150405996,74.48542161,0.221048997,83.74362773,10.40571742,0.456145882,0.467724304,235.0,0.221048997
593,89.1188293,0.696394567,4.373463768,3.491471659,66.00147795,3.631688896,77.87814091,7.903798722,0.419526194,0.290664841,69.0,8.331994215
594,83.32194407,0.6855228729999999,7.037073529,4.148861922,82.93011174,6.94831871,74.98081351,8.603360288,0.294448937,0.860006259,68.0,8.033676522999999
595,86.5739274,1.245873452,9.65617037,4.090256169,76.12342290000002,2.640276746,62.63531683,10.41500626,0.152963026,0.607541427,135.0,11.26863212
596,75.38267729,0.791536894,10.64031915,4.259363828,85.97546466,8.130556367,70.09592326,9.888404435,0.075385677,0.880280037,47.0,8.130556367
598,83.44023371,0.486806801,4.113383333,3.62000965,43.63763812,4.7231620780000005,77.92939138,10.22956101,0.54091725,0.34526871200000003,60.0,4.7231620780000005
599,78.02331542,1.4699073809999998,10.84046591,4.602136433,83.13159553,17.74600395,44.67028525,8.508346852999999,0.296028873,0.951647246,88.0,17.74600395
601,89.76130211,1.326420921,5.189211538,4.872617176,84.24393805,5.093377962,64.41830546,10.21792599,0.164542561,0.986700808,52.0,12.93109838
603,81.91013271,1.56311161,4.069157895,4.645614035,83.66789973,8.830543237,58.41584158,11.84421772,0.35957265200000005,0.710175439,19.0,13.59767455
604,89.80852893,0.949391266,4.353240223,4.362515974,63.52488996,5.690995428,71.66141185,9.462682091,0.548875172,0.53276847,179.0,9.412337605
605,73.98887969,1.334876603,5.871085586,3.578652833,45.6568724,8.698868672,50.67756179,11.15191292,1.014745497,0.703061631,222.0,11.99304872
606,88.25252084,0.7354081170000001,3.612078125,4.896012948,81.17081147,2.567190347,78.23954569,8.3302403,1.410631864,0.655685641,128.0,6.410289668
607,78.04357076,1.569200361,7.656806452,3.992659071,77.88937526,5.076672384,51.3434424,13.08834818,0.0,0.7981774620000001,31.0,12.42627852
608,90.15239382,0.728724921,3.8135,3.503805499,50.21431957,2.411362011,75.43962485,10.57258951,1.111436092,0.299130858,26.0,7.52017983
612,78.61253409,0.995396571,8.9175,3.591178841,53.39042231,5.813687484,51.13814757,15.42211513,1.679537172,0.999255933,22.0,6.7218611510000015
613,78.25412637,1.017733951,11.19009388,3.843145538,82.14207683,8.156963071,58.91612323,12.76005648,0.506935252,0.919962651,245.0,8.156963071
614,90.9365449,0.659297864,4.580666667,3.465378631,43.90700044,7.248764415,79.00386432,9.15305791,1.058797846,0.202606328,30.0,7.248764415
615,87.98148766,1.103530095,4.024934307,4.244050631,70.50466436,8.188898057000001,67.91201934,9.379778391,0.799759165,0.391407156,137.0,12.19324918
616,78.86797374,1.199629569,3.833833333,4.946037728,81.32395774,7.209803769,67.34462361,9.918550074,1.3665608830000002,0.900066358,120.0,11.51221831
617,86.49877546,1.439291717,5.195825,5.716423805,84.50534804,6.090656799,67.10652132,13.11436346,1.041701751,0.728584198,40.0,11.24884366
619,86.26208623,1.193185432,8.24492,4.368816114,80.39617122,9.58723662,60.19711903,12.93569748,0.4958204570000001,0.545173946,25.0,9.58723662
623,84.51650079999997,1.24502177,4.970339806,4.082999376,58.90691383,11.00473508,57.31346438,11.70591726,1.607594566,0.7220258890000001,103.0,11.00473508
624,80.67744504,0.927889717,8.969077236,4.089382968,71.50498574,4.19889491,55.51284771,9.557670652,0.061367127,0.600571868,492.0,8.148565599
625,88.04501701,1.088654299,3.915980159,3.61579155,49.58812436,11.40985015,81.23773333,10.04960132,0.179261411,0.448477047,252.0,11.40985015
628,90.01062314,-0.139725644,6.372153846000002,3.764238375,48.42463604,-1.848889555,63.515625,11.59457092,0.7605205340000001,0.699500551,13.0,-1.263797923
631,80.00445098,0.71887501,16.00087805,3.562458219,77.39499052,6.7647312820000005,56.69507836,10.80554224,0.164929973,1.291220737,41.0,6.7647312820000005
632,77.03512058,0.484841773,8.374509804,3.888180244,85.55086631,3.888599331,79.65219496,12.63927471,0.359225006,0.943182185,204.0,3.888599331
634,89.41920463,1.885347665,3.592973913,5.5091501260000015,80.16249105,7.962708237999999,62.91699605,9.942851476,0.6682123560000001,0.587545596,115.0,19.17061491
637,81.69433936,1.225769497,6.054333333,3.839811215,48.71992512,1.721807186,57.96366709,11.0682013,0.053483927,0.633755249,21.0,11.682675199999998
639,83.14503143,1.120698556,4.20915873,4.457799093999999,75.59705404,11.07890405,71.74842066,10.41718745,0.999898181,0.698375964,126.0,11.07890405
640,77.38567974,0.879946461,10.99570446,3.5558804630000003,77.60159497,6.120855274,68.45436949,8.685778329,0.182572743,0.589315342,785.0,9.950803768
642,75.43097998,1.331905106,5.392045455,5.202427222,81.71043203,13.14000164,67.67965678,10.1193773,0.964383562,0.92275997,22.0,13.14000164
643,78.36920718,0.011560192,3.706947368,4.128671511,73.70371422,0.152633015,104.0727903,7.958672418,2.910608814,0.835487069,19.0,0.152633015
646,85.37028734,1.083823191,3.419866667,4.658673381,80.31550938,6.738010115,68.60439317,10.48630337,0.566786229,0.504070582,60.0,10.58280904
647,85.51470481,0.926953566,3.8215,4.109546542,39.14257054,6.450078737999999,69.20923723,15.20439274,0.005815051999999999,0.321155762,18.0,6.450078737999999
649,61.64499813,1.206345171,8.416857143,4.117470535,50.6704233,10.65089291,61.18421053,12.37760821,0.0,0.665268165,7.0,10.65089291
651,77.0020305,1.323319547,8.372333333,3.865902263,77.28852968,11.7735214,67.58384384,10.76604789,1.455269339,0.919924752,75.0,12.19038862
653,88.16990362,1.164843239,4.565333333,4.3889293480000005,74.18041764,10.7615894,87.60229133,11.46512475,3.715500876,0.646446324,24.0,10.7615894
654,92.36254006,1.0983386590000002,5.844945946,3.277258744,31.19997411,10.55874859,59.93514151,8.838757396,0.369919959,0.377306619,37.0,14.41014398
655,88.21639767,0.8968871140000001,4.4982,4.153338651,70.21030634,2.280900031,65.68884233,10.89835401,0.17006802699999998,0.5130457629999999,20.0,8.445494709
657,83.63314191,1.579561704,13.977808,4.763015164,82.50770078,14.67768366,39.59495067,11.31641007,0.051166821,0.898808578,125.0,14.67768366
658,83.06864975,0.541667404,5.327342342,3.791489246,74.54606949,3.769335844,82.80916844,9.310511339,0.005073266,0.490100788,111.0,5.814597407999999
660,83.44329559,2.196661038,4.4428125,4.640015325,54.94032965,4.217750503,56.0134882,11.79306246,0.0,0.06086280700000001,48.0,19.49464209
661,79.19677506,0.8563069329999999,5.6480868420000006,3.740125254,79.66167398,6.217802438,75.64681247,11.65831199,0.355360199,0.5609443129999999,380.0,6.866523694
662,84.48536652,0.253375738,3.518107143,4.379710059,70.48433106,2.206281936,86.68032787,11.72962436,0.547169237,0.747206444,28.0,2.206281936
663,66.85831792,0.008845086,6.306861538,3.779730479,89.25248691,-1.118581543,99.6147785,11.98298577,0.507383899,0.987372775,65.0,0.071398822
664,85.35013737,1.194252969,5.921422951,3.66894101,55.00488917,6.7549107,68.82986243,10.34540972,0.09005921300000001,0.317866083,610.0,11.55302681
665,69.84515932,1.251337261,11.15443447,4.596684228,88.30509961,11.87003566,51.48975791,10.6125288,0.36515148,0.8347849390000001,412.0,11.87003566
666,77.55316615,0.918416051,5.063205882,3.970381006,68.04977084,5.788890612,68.13694268,11.58032886,0.0,0.641892432,68.0,8.403565685
670,84.31522781,1.4799716180000002,6.905348018,4.038957166,60.61993705,5.090518785,61.26459981,10.3144409,0.095948106,0.38919717,227.0,16.05555656
672,80.58821892,1.36864486,4.967755319,4.798546345,76.59973146,9.836268664,56.74428587,14.35536425,0.781850615,0.80470213,94.0,9.836268664
673,75.01771986,1.084066202,16.285543099999998,4.271189387,66.06758798,9.396754714,42.72232026,11.84570941,0.16526187,1.386535451,116.0,9.396754714
674,86.64010238,1.149631431,5.3721875,4.538348222,78.67895992,8.786397882000001,62.20366379,12.1100678,0.858007097,0.456872539,32.0,10.00814498
677,84.72880157,1.072015379,3.081402985,4.41418854,50.65438306,8.637265375,68.41552991,11.43949291,0.6727890959999999,0.332862673,67.0,8.637265375
678,82.20109288,0.576695827,3.58571875,4.956705792,68.98808642,5.293471582,80.68846816,10.88494949,0.108067595,0.500288628,32.0,5.512628048
679,76.11650771,1.087685088,6.297469136,3.876213268,61.17046825,5.537614528,65.92720109,11.51701245,0.363461708,0.465693467,486.0,9.779166636
680,90.61050178,1.356828004,7.532055556,4.393733352,67.61102547,8.418221094,65.05602241,10.04339509,0.0,0.29928782800000003,18.0,14.3529057
681,87.9106853,1.068371427,7.051222222000001,2.784906535,29.6292211,5.388585002999999,54.52054795,10.5657621,0.004727313,0.5198933720000001,9.0,8.856486242
682,80.21591576,1.279525332,6.736722125,3.93812663,71.58668161,9.623971593,52.65737047,10.67584602,0.388556299,0.431093179,1148.0,9.623971593
683,87.13938658,0.048026157,8.781333333,4.4002340460000005,66.15832827,-4.099344897,69.89966555,11.44297475,0.341633769,0.509806852,12.0,0.457437628
684,81.53858458,1.120675862,6.848510373,5.120096367,74.17641175,10.2645735,65.34979917,10.29232367,0.926209231,0.8310233229999999,241.0,10.2645735
686,76.35414357,0.615723931,5.050618947,4.76361007,69.5032688,4.171095529,73.70354386,10.06558028,1.209544302,0.517738777,950.0,4.681297277
687,89.63885956,1.378658283,4.2004032260000015,3.710470718,51.46472113,1.992239641,63.25158228,10.29217107,1.553614284,0.70563627,62.0,13.59410578
688,88.68661454,0.317626931,4.677576923,3.263820715,47.43086904,3.396830742,84.44148936,10.48027545,0.0,0.286095197,26.0,3.396830742
689,88.29866893,2.214198716,5.176477876,5.97991656,80.76176783,17.84288446,44.079327,11.21108765,1.283973454,0.501303753,226.0,20.30082466
690,84.06071016,1.725473613,9.639771331,4.655000169,78.93787753,9.056207908,48.34247206,11.62104882,0.621651343,0.82051997,1172.0,12.74734603
692,87.94531402,0.970295369,3.185285714,4.8770062460000005,82.19491411,5.952856065,71.75525340000002,10.98012368,0.535199055,0.3702229520000001,42.0,9.637957439
693,87.83383539,1.049667821,9.019089109,4.637520105,81.62346529999998,9.538570146,64.82155863,10.56200555,0.280702756,0.484165745,101.0,9.538570146
698,74.69122165,0.672467968,6.233535087999999,4.525579024,74.21684916,5.311285617,74.55785212,12.96938383,0.208408678,0.437879514,114.0,5.311285617
699,89.12717442,1.163197171,6.3444242420000005,4.598323865,62.38644288,13.10801553,61.96196196,9.682659046,0.383061242,0.674202645,33.0,13.10801553
700,84.48006863,1.33819303,5.32179798,3.625282513,58.90657445,6.901773781,56.82936833,16.06071595,0.158676531,0.072919968,99.0,8.659042765
701,89.20590064,1.172399548,4.536666667,4.538271958,74.77590007,11.49018524,76.98878804,10.45418646,0.016390663,0.475275527,39.0,11.49018524
702,76.54420221,0.914761127,10.232,4.040413375,77.81932842,9.904951199,64.54695116,9.554462557,0.398835655,0.7171456490000001,361.0,9.904951199
703,89.19034477,0.00810081,5.1454,3.794325366,57.45325922,-6.9876845,99.71098266,12.08227639,2.596493956,0.201546151,15.0,0.070582672
704,90.9482177,1.215319389,8.247757322,3.543208583,70.31854482,10.09878956,66.48521062,8.122647789,0.058035302,0.220367943,239.0,16.17000489
706,59.23648374,2.137626691,6.721533332999999,5.215165573999999,63.79199191,-1.915411869,47.23899914,17.87967609,0.0,0.744414227,15.0,12.20106289
708,80.69657087,0.393484444,6.980625,3.774919677,60.4691557,2.437740282,84.21052632,16.417562099999998,0.483481064,0.286901756,16.0,2.437740282
712,86.00414035,0.655516149,5.476453488,3.950280779,87.93460375,7.082293766,83.23168891,9.436581318,1.046446202,0.592611105,172.0,7.082293766
713,88.12055591,1.402355318,3.256842105,4.806124252,72.47333549,-4.862236629,73.32502337,10.21713668,0.319166128,0.187767439,38.0,13.87358185
714,90.19061887,1.148060174,4.613659341,4.993880131,79.92130392,8.860009349,66.73181771,8.889652113,0.136717773,0.533449849,91.0,13.22605288
716,85.74051306,1.26302402,6.71025,4.141777402,67.00425137,11.50968381,57.00759661,9.49549531,0.048226387,0.411138888,72.0,13.81619699
717,85.03386831,0.7304266559999999,4.09675,3.20559476,37.73723073,2.089552239,74.57627119,13.64744356,0.0,0.158222841,16.0,5.309168443
719,87.01377690000002,0.906309855,3.729352865,3.709850903,60.0234695,3.404135775,78.43946034,10.18332666,0.318245283,0.156783882,768.0,7.98451222
720,87.24915033,1.017664534,4.362949495,4.096586641,69.5104785,6.022119261,70.56779937,8.797927557000001,0.318568664,0.413786583,99.0,12.22672698
721,83.71444307,0.363399655,5.586923077000001,3.913380695,85.48891643,3.2909010430000003,93.03324617,11.39206405,0.558997659,0.999725739,65.0,3.2909010430000003
724,85.02860959,1.287552455,7.552956522000001,4.20764541,73.76552804,6.359202002999999,54.78528507,10.92879802,0.054686331,0.555704794,46.0,11.83059334
726,87.84008649,0.5785658370000001,3.9463,4.418460273,70.38660686,4.8708264,86.0268714,11.10569314,1.584606678,0.103963771,30.0,4.8708264
727,85.6196191,0.7390222909999999,3.194166667,5.186140421,82.72436734,3.0735663360000003,78.75101379,11.49504003,2.444560397,0.4949549070000001,48.0,6.521102721
728,82.86910404,1.032727505,7.6555191260000015,4.454885057,78.31344221,10.55054386,67.35256682,9.752304429,0.38680619,1.020136067,183.0,10.55054386
729,87.97701741,0.863331638,6.80225,3.412750778,25.4989158,5.314531701,69.60072595,11.75251022,0.013475933,0.74670356,12.0,6.981835764
730,82.12258774,0.713340938,5.799150794,4.273873073,76.82788805,5.378399595,75.62171871,10.69414435,0.3726599270000001,0.6361978629999999,126.0,6.438207987
731,86.54932733,1.727553107,4.506970297,4.176623726,71.90710099,12.75190718,50.65096094,12.39782401,1.173759457,0.250138454,101.0,14.56891713
732,85.54976070000002,0.803698919,5.669060241,4.890677264,78.67307643,7.417944587999999,70.78471746,10.44939771,0.653728121,0.887395705,83.0,8.361103468
733,89.66086231,0.8111822940000001,3.2252183910000003,5.028563706,76.01873169,6.153139242000001,73.6153378,9.897130715,0.734869598,0.484286597,87.0,8.254918253
734,79.03775066,0.19520942,5.657088235,4.22948098,75.83458545,2.153325123,88.98445253,9.12245193,1.415194888,0.913697922,34.0,2.153325123
736,84.03789967,1.290371835,6.9662085110000005,4.222957253,85.37199942,4.720481594,64.60433551,8.310354126,0.050639592,0.809027226,235.0,15.95972348
738,89.57821858,0.7858456890000001,2.802738095,4.097243087,64.07339761,8.153731136000001,81.63489736,7.907659985,0.446841949,0.3627189,42.0,10.56539809
739,89.04727240000003,0.7809269590000001,4.177232891,3.940124672,66.32369983,7.381356314,69.76076112,9.78066985,2.969328118,0.91973539,979.0,7.381356314
740,81.20703359999997,1.12820204,6.359944444,4.1205879560000005,74.64207409,10.06564551,60.40666478,11.66332736,0.110063855,0.952112987,36.0,10.06564551
743,88.11860755,1.085155346,4.143246377,4.434115818,74.45782205,6.256031413,65.25745257,11.08376722,2.5734213880000003,0.660882883,69.0,10.24924295
744,86.92508691,1.418594393,6.169740891,3.375463527,60.96516498,2.430219449,56.24891662,11.47522551,0.013911437,0.319693006,247.0,12.27181105
745,84.25287641,1.814775715,15.21811321,3.879424426,84.52477187,12.99803075,39.98134908,15.89431032,0.0,0.36265737,53.0,12.99803075
747,84.95142905,1.380582655,7.835960000000001,3.568410179,47.38053793,6.287732152999999,45.07472826,14.82775658,0.557430104,0.753331038,25.0,9.690338052000001
748,88.63502955,1.232343042,5.897,4.07822808,65.40287760000001,11.97035627,55.66801619,9.860012979,0.29871773100000004,0.448081179,26.0,13.25289444
750,79.49141592,1.822603724,12.98130819,4.465526198,82.01654929,6.68343004,40.93837661,11.84640955,0.35796623200000005,0.641337896,1246.0,13.374250699999996
751,88.55087143,0.8137323540000001,2.8631,4.553396901,64.98899794,7.449719052000001,78.53692202,9.413165504,0.941287416,0.566304825,20.0,8.790668482000001
752,90.87730466,0.561603564,4.437443299,4.05990221,67.59720467,6.170277692999999,80.61034115,8.316442648999999,0.187718385,0.486418903,97.0,7.470247177
753,88.46844171,0.747859475,3.682421875,4.708989718,79.03977936,7.279111297,76.88937568,8.453696739,0.406916304,0.422601641,64.0,8.42844466
754,79.3661798,1.524138946,5.861787234,4.249828316,75.32631105,5.88984593,60.0037679,12.5263653,0.663148266,0.593841837,47.0,12.56217397
755,90.03072721,0.992705604,6.749434783,3.437271145,43.91736506,4.609704823,63.05855162,9.009233677000001,0.074080277,0.237840888,23.0,12.68078942
756,81.8766672,0.849661605,3.190114341,3.94929937,45.85744843,6.22944209,73.60731426,11.42924695,1.231639166,0.4931034620000001,516.0,7.283136625
757,81.65303944,0.8177204840000001,6.707160000000001,4.784048917,84.40711121,2.807328605,74.40191388,11.65182987,0.007752909,1.033075424,25.0,6.698187549
758,84.78858846,0.960125739,4.296036585,3.637890355,57.20814704,6.64245938,67.54770097,15.29583959,0.054786743,0.293301953,82.0,6.64245938
760,82.57025083,0.994061559,6.034206897000001,3.954373241,72.07015178,3.893644373,68.09567617,11.39985172,0.444401268,0.59205958,87.0,8.744088729
762,83.63455875,1.766587642,4.47306422,5.308835012,84.63237647,7.011622836,56.19603860000001,11.06172199,0.713752451,0.7264857020000001,109.0,16.43882369
765,80.23277914,1.446592228,8.746376623,4.4290765510000005,75.78990038,4.2456943539999985,53.22050493,9.833914896,0.380343029,0.908769883,154.0,13.10224548
767,83.66535381,1.7067505,3.754071429,4.2923172539999985,58.04745324,9.296374874,56.58181818,12.60445943,1.118785319,0.574720381,14.0,13.89854065
