cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"6183","0","54441","1134694","American Bank & Trust Wisconsin","Cuba City","WI","53807","6/30/2018","8/15/2018","NM","100 North Main Street","ATBANCORP","5","0","0","2","0","Grant","","","10/3/1903","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","KANSAS CITY","Madison","Chicago","Central","Central","0","1","http://www.americanbankwi.com","36","167897","5940","2918","12012","3752","138641","1675","0","2037","0","2776","2739","167897","147320","135912","111469","135912","90.4153378110257","1858","0","7400","0","2150","20577","20577","0","200","7401","12976","0","916","436","726","157323","20944","162426.67","163253","132970","159509","701","701","0","0","8699","5525","7400","0","22297","17910","1662","22297","0"
"20537","16110","452159","0","American Bank and Trust Company","Tulsa","OK","74135","6/30/2018","8/15/2018","NM","6060 American Plaza","","2","0","0","4","0","Tulsa","46140","Tulsa, OK","11/5/1971","11/5/1971","3/23/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.americanbanktulsa.com","41","211924","4937","939","87391","307","101196","545","0","15594","419","0","2080","211924","187962","180319","111773","180319","58.2267330736885","0","0","7000","0","643","23962","23962","0","1124","2894","19944","0","0","0","807","189833","474","212859.67","212664.5","153124","216610","0","0","0","0","29735","1554","7000","0","40269","24745","545","40269","0"
"34955","0","2733263","1138610","American Bank and Trust Company, National Association","Davenport","IA","52807","6/30/2018","8/15/2018","N","4301 East 53rd Street","AMBANK HOLDINGS, INC.","9","0","1","4","1","Scott","19340","Davenport-Moline-Rock Island, IA-IL","1/5/1999","1/5/1999","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.ambankqc.com","104","350137","23665","15316","54448","0","253157","4058","0","12741","1066","454","4606","350137","313857","309879","245929","309879","72.17854965501","0","0","3000","0","978","36280","36280","0","1600","35873","-1193","0","2133","460","982","322921","128181","341812.67","344334.5","255416","347495","0","0","0","0","5884","6463","3000","2161","43749","38153","3203","43749","9189"
"22559","14001","971959","1133781","American Bank Center","Dickinson","ND","58601","6/30/2018","8/15/2018","NM","140 1st Avenue West","AMERICAN BANCOR, LTD.","18","0","1","2","0","Stark","","","12/1/1977","12/1/1977","9/19/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.weareamerican.com","315","1375636","25579","10404","435749","0","858514","15890","0","29577","112","5506","20599","1375636","1258043","1229006","972147","1229006","97.6522653962262","14180","0","10000","0","4857","117593","117593","0","400","44693","72500","0","23336","5371","8301","1304667","448821","1372108.33","1381543.5","1053510","1379222","505","505","0","0","72537","5118","10000","1640","185214","119234","13311","185214","4148"
"4624","9208","1002953","1065444","American Bank of Baxter Springs","Baxter Springs","KS","66713","6/30/2018","8/15/2018","SM","1201 Military Avenue","AMERICAN BANCSHARES, INC.","3","0","0","2","1","Cherokee","","","1/1/1917","1/1/1934","10/28/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","http://www.americanbankbaxter.com","30","104669","22499","20073","38677","2630","37643","1677","0","1303","43","0","1874","104669","93885","93801","75031","93801","65.5830659859523","0","0","0","0","84","10784","10784","0","500","11227","-943","0","489","0","331","99023","30659","103075.67","103901.5","40078","105073","951","951","0","0","9940","1147","0","0","1479","11606","516","1479","0"
"5283","0","510648","3009938","American Bank of Beaver Dam","Beaver Dam","WI","53916","6/30/2018","8/15/2018","NM","115 Front Street","AMERICAN NATIONAL BANK OF BEAVER DAM EMPLOYEE STOCK OWNERSHIP TRUST","4","0","0","4","0","Dodge","","","6/30/1891","1/1/1934","4/3/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","http://www.anbnet.com","37","118837","17813","15902","8820","2431","86082","997","0","1989","207","0","1495","118837","106648","106486","83294","106486","93.2233778912586","0","0","0","0","162","12189","12189","0","500","3989","7700","0","217","0","330","113235","4511","118651.33","118469","83931","116274","0","0","0","0","2442","623","0","0","9559","12222","997","9559","0"
"18609","0","215662","1107193","American Bank of Commerce","Wolfforth","TX","79382","6/30/2018","8/15/2018","NM","U.S. Hwy. 82 & Loop 193","AMERICO BANCSHARES, INC.","16","0","1","4","0","Lubbock","31180","Lubbock, TX","9/11/1962","10/11/1962","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.theabcbank.com","164","920798","36811","24959","268500","0","570527","7712","0","14943","2088","300","27629","920798","841987","828204","629090","828204","60.5222656377312","4209","0","0","0","9574","78811","78811","0","320","36641","41850","0","1043","579","3132","863986","194317","906362.33","908854.5","685731","913488","17683","17683","0","0","48579","10222","0","225","160707","83206","7712","160707","0"
"34232","0","2493697","3717260","American Bank of Commerce","Provo","UT","84604","6/30/2018","8/15/2018","NM","3670 N. University Avenue","AMBANCORP","4","0","0","4","0","Utah","39340","Provo-Orem, UT","8/26/1996","8/26/1996","8/4/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","http://www.myambank.com","26","94060","4809","1236","0","10621","73191","849","0","2065","0","0","3374","94060","81093","80026","45571","80026","63.0775959015369","0","0","0","0","1067","12967","12967","0","1523","4928","6516","0","319","0","265","85048","291","88924","91737","76988","87841","2621","2621","0","0","2123","451","0","5000","17250","12967","849","17250","0"
"15423","0","568359","3450521","American Bank of Missouri","Wellsville","MO","63384","6/30/2018","8/15/2018","NM","127 West Hudson","EVERGREEN BANCSHARES, INC.","7","0","0","4","0","Montgomery","","","3/15/1880","9/14/1936","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.americanbankofmissouri.com","74","285691","10846","7222","15173","0","244738","2353","0","5036","68","3395","6435","285690","255778","236665","209715","236665","86.6141998101066","0","0","18000","0","1113","29912","29912","0","155","22101","7656","0","199","0","785","267133","52341","274052.67","280343","232801","277269","3578","2069","0","1509","18524","2329","18000","10495","39253","26828","2353","39253","7059"
"34606","14577","2684552","3043008","American Bank of Oklahoma","Collinsville","OK","74021","6/30/2018","8/15/2018","NM","200 East Main Street","AMERIBANK HOLDING COMPANY","6","0","0","4","0","Tulsa","46140","Tulsa, OK","4/1/1998","4/1/1998","12/26/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.americanbankok.com","88","272058","16923","6524","3105","14004","221323","1730","0","5373","3107","111","8112","272058","246406","219130","187915","219130","87.3760942254093","0","0","26000","0","1276","25652","25652","0","0","18137","7515","0","2360","0","1494","244956","28007","269950.33","272824.5","231264","271086","4425","3176","0","1249","17958","667","26000","1853","34964","25541","1730","34964","0"
"5216","10623","716655","2217503","American Bank of the North","Nashwauk","MN","55769","6/30/2018","8/15/2018","NM","117 Central Avenue","MESABA BANCSHARES, INC.","13","0","0","4","0","Itasca","","","1/1/1920","1/1/1934","11/2/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","0","1","http://www.ambnk.com","154","542597","14228","11507","82251","0","422666","7600","0","5309","3996","32","14115","542597","490721","473377","427362","473377","77.3612401790994","16373","0","0","0","971","51876","51876","0","50","46250","5576","0","14575","536","1794","516424","149634","544183.33","541437","431016","542389","3487","3487","0","0","21052","7078","0","1267","90792","52223","5421","90792","14669"
"23886","10721","307361","1110045","American Bank, National Association","Waco","TX","76712","6/30/2018","8/15/2018","N","200 West State Highway 6","AMERICAN NATIONAL BANCSHARES, INC.","3","0","0","4","1","Mclennan","47380","Waco, TX","6/11/1982","6/11/1982","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.ambankwaco.com","90","439967","31491","25614","73781","200","326827","3965","0","3657","0","0","4011","439967","396484","382137","283189","382137","65.8971662926403","2095","0","11465","0","787","43483","43483","0","2075","6148","35260","0","590","0","1595","426422","177715","437549","439420","307685","434524","0","0","0","0","62391","254","11465","0","42639","44535","3847","42639","0"
"5800","0","345345","1201457","American Bank, National Association","Le Mars","IA","51031","6/30/2018","8/15/2018","N","234 Fifth Avenue S.W.","AMBANK COMPANY, INC.","2","0","0","2","1","Plymouth","43580","Sioux City, IA-NE-SD","1/1/1887","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.am-bank.com","43","286901","10661","9510","5280","1900","259513","4874","0","3148","0","1518","4881","286901","252306","226458","201207","226458","88.0007408583373","0","0","25000","0","848","34595","34595","0","300","4663","29632","0","976","0","3179","276203","70746","289066.33","286296","265797","282603","0","0","0","0","15104","6649","25000","138","43853","34039","3342","43853","2412"
"21567","0","494654","2344726","American Bank, National Association","Dallas","TX","75220","6/30/2018","8/15/2018","N","2707 West Northwest Highway","ABNA HOLDINGS, INC.","1","0","0","8","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","5/2/1974","5/2/1974","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://americanbankdallas.com","21","55387","5032","3569","24388","0","23304","987","0","1507","0","0","1156","55387","50382","50036","36542","50036","72.9743221117368","0","0","0","0","346","5005","5005","0","750","2750","1505","0","87","0","267","51261","23328","55966","56736.5","30335","58072","0","0","0","0","10045","0","0","0","375","5730","387","375","0"
"20241","11670","807955","1109964","American Bank, National Association","Corpus Christi","TX","78401","6/30/2018","8/15/2018","N","711 N. Carancahua St","AMERICAN BANK HOLDING CORPORATION","12","0","0","4","1","Nueces","18580","Corpus Christi, TX","8/24/1970","8/24/1970","12/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.americanbank.com","265","1404653","84512","54149","469945","0","819157","15146","0","18044","0","0","12995","1404653","1296629","1293783","851989","1293783","50.7109440635378","0","0","0","0","2846","108024","108024","0","3057","10390","94577","0","993","356","5654","1343251","402371","1390273.67","1392726.5","895686","1394593","121","121","0","0","20640","9133","0","624","232211","114290","11250","232211","0"
"34788","0","2734729","0","American Business Bank","Los Angeles","CA","90014","6/30/2018","8/15/2018","NM","523 W. 6th St., Suite 900","","5","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","9/28/1998","9/28/1998","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","http://WWW.AMERICANBUSINESSBANK.COM","184","2021252","96625","41709","769807","0","1078104","15431","0","1712","0","0","75004","2021252","1866595","1807908","902357","1807908","24.4281919233094","0","0","37000","0","21687","154657","154657","0","150999","2456","1202","0","2115","0","10214","1889620","594320","1942579.67","1977095","1248837","1971494","25492","22847","2645","0","95071","209","37000","0","553906","170673","15616","553906","2244"
"57686","0","3272956","3272947","American Commerce Bank, National Association","Bremen","GA","30110","6/30/2018","8/15/2018","N","400 U.S. Highway 27 Bypass","AMERICAN COMMERCE BANCSHARES, INC.","3","0","1","4","0","Haralson","12060","Atlanta-Sandy Springs-Roswell, GA","10/4/2004","10/4/2004","5/30/2015","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.americancommercebank.com","44","269100","22385","21364","0","0","240057","3603","0","2649","232","96","3681","269100","239745","221027","200023","221027","90.9650368566985","14834","0","2250","0","1634","29355","29355","0","20367","20663","-11675","0","345","0","691","261421","99425","266310.33","269160.5","223082","258728","0","0","0","0","40393","2220","2250","0","17229","29356","2799","17229","0"
"35033","0","2871558","4111584","American Community Bank","Glen Cove","NY","11542","6/30/2018","8/15/2018","NM","300 Glen Street","AMERICAN COMMUNITY BANCORP, INC.","5","0","0","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","1/10/2000","1/10/2000","7/1/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://ACBALWAYS.COM/","33","205532","11881","9395","29098","0","155364","1978","0","827","0","0","8362","205532","179392","166159","112591","166159","66.6674689660567","0","0","11000","0","2233","26140","26140","0","9014","9221","7905","0","75","0","588","193857","123951","200444.67","202434.5","168307","203898","5793","4315","0","1478","28074","0","11000","0","11051","26538","1981","11051","0"
"35412","0","2869162","3035049","American Community Bank & Trust","Woodstock","IL","60098","6/30/2018","8/15/2018","NM","1290 Lake Avenue","AMERICAN COMMUNITY FINANCIAL, INC.","4","0","0","4","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/13/2000","3/13/2000","3/20/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.amcombank.com","59","540188","61258","54150","102656","0","353201","4888","0","16549","2765","0","3759","540188","468789","467255","345582","467255","59.1590834988292","0","0","0","0","1534","71399","71399","0","955","41449","28995","0","319","0","1324","510007","30631","548189.67","543504","400206","540925","0","0","0","0","18127","16778","0","0","70132","72068","4888","70132","0"
"29878","4247","1010574","3848267","American Community Bank of Indiana","Saint John","IN","46373","6/30/2018","8/15/2018","NM","7880 Wicker Avenue","AMB FINANCIAL CORP.","5","0","0","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1910","7/27/1937","8/31/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.acbanker.com","42","213558","11897","9509","2707","0","181852","2005","0","9619","137","351","6995","213558","193944","181163","158329","181163","74.3215237885826","0","0","10487","0","2294","19614","19614","0","11","8725","10878","0","2844","0","634","194068","56385","211721","212606.5","174826","207232","4271","4271","0","0","13464","1923","10487","0","25669","19667","2005","25669","2166"
"57444","0","3216316","4842721","American Continental Bank","City Of Industry","CA","91748","6/30/2018","8/15/2018","NM","17700 Castleton St, # 100","AMERICAN CONTINENTAL BANCORP","4","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","10/6/2003","10/6/2003","2/23/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","http://www.americancontinentalbank.com","35","202006","20437","19500","17177","0","157423","2760","0","133","0","248","6588","202006","171011","170170","149095","170170","76.7565217902101","0","0","0","0","841","30995","30995","0","20567","420","10008","0","0","0","535","194100","43338","204564.67","202710","165663","200418","4002","4002","0","0","38991","0","0","0","14939","30793","2079","14939","0"
"57359","0","3116519","3116498","American Eagle Bank","South Elgin","IL","60177","6/30/2018","8/15/2018","NM","556 Randall Road","ORCHID FINANCIAL BANCORP, INC.","1","0","0","6","0","Kane","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/17/2002","10/17/2002","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.americaneaglebank.com","28","233044","25212","23194","3966","0","196192","1419","0","5630","594","27","1423","233044","212926","205593","199270","205593","90.4092586217764","0","0","2936","0","4397","20118","20118","0","10","12770","7338","0","154","0","645","223352","41374","229446.33","232789","198892","231890","0","0","0","0","18207","6254","2936","0","10381","20110","1419","10381","0"
"58514","0","3559714","3116498","American Eagle Bank of Chicago","Chicago","IL","60647","6/30/2018","8/15/2018","NM","2255 N. Western Avenue","ORCHID FINANCIAL BANCORP, INC.","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/16/2007","4/16/2007","7/2/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.americaneaglebank.com","7","102297","12207","10378","3966","0","78769","565","0","5597","0","0","1758","102297","92726","91864","84275","91864","85.9486123156982","0","0","0","0","862","9571","9571","0","10","8890","671","0","77","0","259","93113","10364","99195.33","100975","81154","100642","0","0","0","0","11729","1700","0","0","15965","9590","565","15965","0"
"34090","14359","2339535","2342085","American Enterprise Bank","Buffalo Grove","IL","60089","6/30/2018","8/15/2018","NM","600 N. Buffalo Grove Road","A. E. BANCORP, INC.","3","0","0","4","1","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/15/1995","11/15/1995","6/23/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.americanenterprisebank.com","39","199020","26554","20930","6268","3425","146901","3483","0","7633","5802","550","1887","199020","177091","158251","155780","158251","71.7148812531582","0","0","17500","0","1340","21929","21929","0","2625","57732","-38428","0","5240","1235","426","177524","18641","206809.67","204253.5","172826","199926","57","57","0","0","14010","8428","17500","0","29880","21933","2177","29880","0"
"10647","52808","1014451","1061950","American Exchange Bank","Elmwood","NE","68349","6/30/2018","8/15/2018","SM","151 North 4th Street","AMERICAN EXCHANGE COMPANY","2","0","0","2","1","Cass","36540","Omaha-Council Bluffs, NE-IA","7/13/1889","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.aebank.com","10","48384","4732","3250","11508","0","31295","610","0","91","0","0","758","48384","43048","40307","29718","40307","93.9790705748153","175","0","2443","0","123","5336","5336","0","100","4700","536","0","125","0","383","46053","4618","47602","49008","32942","48260","0","0","0","0","3182","0","943","0","6395","5390","414","6395","0"
"428","17415","811550","0","American Exchange Bank","Henryetta","OK","74437","6/30/2018","8/15/2018","NM","510-512 West Main Street","","2","0","0","8","1","Okmulgee","46140","Tulsa, OK","1/1/1933","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","americanexchange.bank","20","66739","7472","3568","8726","21","46054","246","0","685","124","0","3657","66739","59338","58418","47115","58418","89.8067384983752","0","0","0","0","920","7401","7401","0","1625","1944","3832","0","1551","0","416","58369","15448","66251","66468","43090","66221","2864","2864","0","0","2738","308","0","0","1301","7588","246","1301","0"
"2328","0","826451","2816858","American Exchange Bank, Lindsay, Oklahoma","Lindsay","OK","73052","6/30/2018","8/15/2018","NM","402 South Main Street","GRIFFITH FAMILY FINANCIAL HOLDINGS, L.L.C.","2","0","0","7","0","Garvin","","","1/1/1924","1/1/1934","1/25/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","15","67190","4149","2950","37386","3242","18258","874","0","820","50","0","3285","67190","60116","58872","34437","58872","78.1256898337607","0","0","0","0","1244","7074","7074","0","350","1500","5224","0","7","0","514","61836","15923","64870.67","66660.5","39529","67642","1927","1927","0","0","1400","59","0","0","330","7375","499","330","0"
"27471","0","1394676","1275216","American Express National  Bank","Salt Lake City","UT","84184","6/30/2018","8/15/2018","N","4315 S 2700 West, Mail Code:","AMERICAN EXPRESS COMPANY","2","1","0","3","0","Salt Lake","41620","Salt Lake City, UT","3/20/1989","3/20/1989","4/1/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.americanexpress.com","277","114176192","23880999","23878268","1462828","0","85094499","1955345","0","51","0","101623","3636192","114176192","102580791","75390806","74887833","67246131","78.0268119285807","0","0","21501337","800000","4888648","11595401","11595401","0","50","4410833","7184518","0","634777","0","504652","110435595","254182","113871372.67","113510574.5","90350964","111713736","148456","0","148456","0","13268627","5112","0","0","241879753","11493778","1939584","241879753","0"
"29140","2983","637170","0","American Federal Bank","Fargo","ND","58102","6/30/2018","8/15/2018","SA","215 North Fifth Street","","13","0","1","2","1","Cass","22020","Fargo, ND-MN","1/1/1891","3/16/1935","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.americanfederalbank.com","120","550722","12426","261","44716","0","471304","5288","0","8158","58","2970","11090","550722","496908","431769","363080","431769","84.9004856724322","0","0","62350","0","2789","53814","53814","0","1","10449","43364","0","55","0","5339","516281","111569","541916.67","540641.5","406887","535468","1507","1507","0","0","51057","4083","24950","525","134263","53356","5105","134263","13172"
"34656","0","2694681","3472176","American First National Bank","Houston","TX","77036","6/30/2018","8/15/2018","N","9999 Bellaire Boulevard","AFNB HOLDINGS, INC.","17","0","1","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","5/18/1998","5/18/1998","7/10/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","www.afnb.com","217","1579881","186683","153434","88305","17","1264933","13950","0","28126","0","0","11817","1579881","1400079","1391692","1129475","1391692","80.3648746392432","0","0","0","0","8387","179802","179802","0","15216","27825","136761","0","7867","0","3759","1506689","179188","1510987.33","1524106.5","1371780","1545868","0","0","0","0","287297","8261","0","0","180001","181321","14083","180001","0"
"57113","0","3025134","0","American Founders Bank, Inc.","Louisville","KY","40223","6/30/2018","8/15/2018","NM","1200 Forest Bridge Road","","2","0","0","4","0","Jefferson","31140","Louisville-Jefferson County, KY-IN","5/14/2001","5/14/2001","3/15/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","http://www.afbusa.com","18","105158","3580","2752","3340","156","91754","1270","0","4253","115","0","1960","105158","92915","78360","68820","78360","94.7354993430536","675","0","13000","0","880","12243","12243","0","44114","39268","-71139","0","1879","0","250","98002","31371","108243.67","105684.5","86603","104703","0","0","0","0","17426","1000","13000","0","16670","12797","1087","16670","0"
"4190","0","311050","1052220","American Heritage Bank","Sapulpa","OK","74066","6/30/2018","8/15/2018","SM","2 South Main Street","AMERICAN BANCORPORATION, INC.","23","0","0","9","1","Creek","46140","Tulsa, OK","6/15/1905","1/1/1934","3/11/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.ahb-ok.com","271","1106416","22989","12402","607708","207","433860","5966","0","17151","490","7169","16842","1106416","1001400","871120","663333","871120","91.0460859679453","116771","0","8222","0","5287","105016","105016","0","2000","45340","57676","0","1669","0","6647","1054177","541327","1105072.67","1111679","507784","1103886","4829","4829","0","0","192052","3110","8222","80","61983","108545","5966","61983","11057"
"57025","0","2960555","4665265","American Heritage Bank","Clovis","NM","88101","6/30/2018","8/15/2018","NM","3300 N Prince St","AHB BANCSHARES, INC.","2","0","0","2","0","Curry","","","12/5/2000","12/5/2000","10/22/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","www.ahbnm.com","21","89943","10440","8394","24382","0","49384","791","0","2077","268","0","3392","89944","79990","73478","53096","73478","82.7511184237364","0","0","6000","0","512","9954","9954","0","4593","2584","2777","0","902","0","1011","82160","25745","89161.67","89774","63014","88973","1617","1617","0","0","13876","5525","6000","0","16975","9959","787","16975","0"
"8843","0","61757","4520953","American Heritage National Bank","Long Prairie","MN","56347","6/30/2018","8/15/2018","N","24 2nd Street South","AMERICAN HERITAGE HOLDING COMPANY","6","0","0","4","0","Todd","","","9/1/1881","1/1/1934","8/11/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.logbank.com","65","349836","44099","41339","40343","0","246883","3591","0","6241","0","5687","6583","349836","308194","307813","217904","307813","76.4938000558612","0","0","0","0","381","41642","41642","0","540","15132","25970","0","472","0","740","328565","45301","352634.67","348531.5","266861","345953","3537","3537","0","0","4097","560","0","1435","35749","36878","3341","35749","0"
"1439","12419","547251","1210459","American Interstate Bank","Elkhorn","NE","68022","6/30/2018","8/15/2018","NM","3331 N 204th Street","AMERICAN INTERSTATE BANCORPORATION, INC.","3","0","0","4","1","Douglas","36540","Omaha-Council Bluffs, NE-IA","3/29/1915","1/1/1934","7/24/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","http://www.americaninterstatebank.com","16","109272","15811","13992","0","0","91324","1430","0","1507","0","0","630","109272","92155","92051","69172","92051","72.0592228896686","0","0","0","0","104","17117","17117","0","340","9660","7117","0","0","0","345","105316","2284","108621.67","108767","88929","102789","0","0","0","0","1709","1","0","0","22807","17117","1116","22807","0"
"57695","17958","3229642","0","American Investors Bank and Mortgage","Eden Prairie","MN","55344","6/30/2018","8/15/2018","SA","6385 Old Shady Oak Rd, # 110","","1","0","0","5","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/15/2004","1/15/2004","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.aibandm.com","11","68719","641","359","15739","0","50598","813","0","60","414","0","1267","68719","60418","48721","48237","48721","93.8425357873211","0","0","11623","0","74","8301","8301","0","100","6452","1749","0","72","0","332","66696","16757","68561.33","69185.5","50076","68591","0","0","0","0","12985","0","10518","1513","19977","8678","628","19977","0"
"34334","15967","2533043","3272367","American Metro Bank","Chicago","IL","60640","6/30/2018","8/15/2018","NM","4878 North Broadway","AMERICAN METRO BANCORP, INC.","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/29/1997","1/29/1997","10/15/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.americanmetrobank.com","17","71061","11137","10665","0","0","57692","797","0","438","1126","0","668","71061","62786","53178","46481","53178","83.7812998218137","0","0","9250","0","358","8275","8275","0","3491","20327","-15543","0","321","0","149","68357","4857","67876","68967.5","54255","69353","0","0","0","0","18356","0","9250","0","6074","8275","679","6074","0"
"58309","0","3447576","3447567","American Momentum Bank","College Station","TX","77845","6/30/2018","8/15/2018","NM","One Momentum Boulevard","ADAM BANK GROUP, INC.","17","0","1","4","0","Brazos","17780","College Station-Bryan, TX","10/25/2006","10/25/2006","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.americanmomentum.bank","169","1060697","22766","9056","185229","0","804435","9658","0","10793","16390","8030","13054","1060697","842314","828243","546222","828243","50.1062983428082","0","0","10000","0","4071","218383","218383","0","78561","81485","58337","0","3768","0","2347","998720","40470","1059250.67","1060208.5","938516","1068560","0","0","0","0","35958","11706","10000","4171","215038","211901","9992","215038","15114"
"24472","11910","256058","1131853","American Nation Bank","Ardmore","OK","73401","6/30/2018","8/15/2018","SM","1901 North Commerce","AMCORP FINANCIAL, INC.","8","0","1","4","1","Carter","","","5/2/1983","5/2/1983","6/27/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.bankanb.com","92","419915","16279","4244","128024","15155","246875","2684","0","5880","250","0","7452","419915","380111","365639","303851","365639","84.5131860533127","0","0","12175","0","2297","39804","39804","0","1500","7795","30509","0","491","0","2420","394298","89100","411004.33","416238","272016","412872","2884","2884","0","0","49279","3187","12175","0","19860","41873","2684","19860","0"
