cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"4829","0","746223","2706726","1880 Bank","Cambridge","MD","21613","6/30/2018","8/15/2018","SM","304 High Street","DELMARVA BANCSHARES, INC.","6","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","7/16/2015","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.1880bank.com","48","343830","26199","22763","35457","383","250939","1824","0","5248","649","2313","22642","343830","293711","288063","205200","288063","78.7791393796787","0","0","0","0","5648","50119","50119","0","13242","33764","3113","0","5335","0","690","309542","98947","349437","346860.5","247420","340697","14091","4244","0","9847","17400","5164","0","0","33579","45082","2082","33579","0"
"57899","0","3317192","4526496","1st Advantage Bank","Saint Peters","MO","63376","6/30/2018","8/15/2018","NM","240 Salt Lick Road","BANC INVESTORS, LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","18","100617","5372","4321","3197","0","85815","789","0","2024","3220","0","989","100617","90171","79002","62773","79002","82.7422659550249","0","0","11000","0","169","10446","10446","0","534","16797","-6885","0","27","0","209","93333","6923","101469","101429.5","86558","100970","0","0","0","0","11727","1836","11000","0","12494","10482","789","12494","0"
"22039","0","564856","1128415","1st Bank","Broadus","MT","59317","6/30/2018","8/15/2018","SM","201 North Wilbur Ave","1ST UNITED BANCORPORATION, INC.","1","0","0","2","1","Powder River","","","6/9/1975","6/9/1975","2/23/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.our1stbank.com","9","49045","23525","20429","0","0","23816","899","0","946","0","0","758","49044","42387","42255","30940","42255","88.9017669181825","0","0","0","0","132","6657","6657","0","657","4443","1557","0","0","0","487","44245","92","50383.67","50062.5","26678","49961","0","0","0","0","551","0","0","0","2543","6657","340","2543","0"
"16419","17301","419255","1055780","1st Bank & Trust","Broken Bow","OK","74728","6/30/2018","8/15/2018","SM","710 South Park Drive","SOUTHEASTERN BANCSHARES, INC.","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www/1stbankandtrust.com","42","154512","8608","2035","44866","7155","87454","1143","0","5052","0","0","1377","154512","139371","139033","87477","139033","80.9034169351127","0","0","0","0","338","15141","15141","0","500","752","13889","0","77","0","906","141510","40465","151457.67","153360.5","79885","153019","0","0","0","0","2562","469","0","0","2325","15601","1000","2325","0"
"4122","0","350657","0","1st Bank in Hominy","Hominy","OK","74035","6/30/2018","8/15/2018","SM","117 North Price","","1","0","0","8","1","Osage","46140","Tulsa, OK","4/12/1906","1/1/1934","12/22/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.1stbankhominy.com","15","40766","11502","9909","9609","0","18662","193","0","416","51","0","526","40766","37350","36472","29087","36472","90.93176212661","814","0","0","0","64","3416","3416","0","300","300","2816","0","339","0","186","38180","7620","40671.33","40846.5","17934","40325","0","0","0","0","2901","92","0","0","1407","3509","193","1407","0"
"30367","5236","148470","0","1st Bank of Sea Isle City","Sea Isle City","NJ","8243","6/30/2018","8/15/2018","SB","4301 Landis Avenue","","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","40","254205","43602","39513","22918","3000","168839","999","0","5158","619","0","10069","254205","228839","223056","180613","223056","71.7387990782832","0","0","0","0","5783","25366","25366","0","100","0","25266","0","1641","0","630","234270","127199","251504","253675.5","137903","248060","6073","4698","0","1375","12867","7870","0","0","17665","25403","999","17665","0"
"57298","0","3048487","3559844","1st Bank Yuma","Yuma","AZ","85364","6/30/2018","8/15/2018","NM","2799 South 4th Avenue","WESTERN ARIZONA BANCORP, INC.","5","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","67","331552","52503","40752","18201","12535","228751","2308","0","5757","66","3065","10674","331552","297510","295070","169702","295070","74.2742793626265","0","0","0","0","2440","34042","34042","0","5165","13820","15057","0","2033","0","927","300239","137533","320754.67","324831.5","262974","323434","7349","4339","0","3010","10177","6330","0","0","58111","31838","2323","58111","0"
"32487","8322","941653","1064791","1st Cameron State Bank","Cameron","MO","64429","6/30/2018","8/15/2018","NM","124 South Walnut","C & M BANCSHARES, INC.","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.1stcameron.com","15","58547","16865","15927","15243","0","25422","248","0","655","0","0","362","58547","53412","45937","36568","45937","80.5876591576885","7243","0","0","0","232","5135","5135","0","500","1337","3298","0","212","0","171","56592","8871","59837.67","60848","22346","58796","0","0","0","0","9514","62","0","0","3163","5135","248","3163","0"
"58485","0","3594797","0","1st Capital Bank","Salinas","CA","93901","6/30/2018","8/15/2018","NM","150 Main St, # 150, Salinas,","","6","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","5/1/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapital.bank","87","609640","51198","39318","71102","0","468667","6423","0","2239","0","83","16351","609640","554974","552881","305634","552881","50.5225176342919","0","0","0","0","2093","54666","54666","0","48166","2356","4144","0","198","0","1703","579087","174178","595555.67","603217.5","433475","590964","7759","0","0","7759","4651","11514","0","1000","73149","55234","5433","73149","0"
"35456","0","2920773","3118513","1st Colonial Community Bank","Collingswood","NJ","8108","6/30/2018","8/15/2018","NM","1040 Haddon Avenue","1ST COLONIAL BANCORP, INC.","3","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","11/1/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","62","553260","29612","29019","109775","296","398270","5247","0","885","238","0","14184","553260","513076","508417","444398","508417","49.0354816889001","3167","0","0","0","1492","40184","40184","0","1025","16200","22959","0","2235","0","1794","537360","190227","539917.67","539887","355983","539678","8554","7275","0","1279","61305","940","0","6554","63334","40700","4460","63334","0"
"11706","12404","338945","1204083","1st Community Bank","Sherrard","IL","61281","6/30/2018","8/15/2018","NM","407 Third Street","ILLINOIS HOLDING CO.","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","17","63562","6070","1922","10359","0","45672","457","0","697","0","0","764","63562","57495","54323","47204","54323","82.2086566395764","0","0","3000","0","172","6067","6067","0","200","1320","4547","0","537","0","581","57953","9543","64817","65104","49569","63252","0","0","0","0","10073","2833","3000","0","5564","6480","457","5564","0"
"27552","10064","1412619","2784920","1st Constitution Bank","Cranbury","NJ","8512","6/30/2018","8/15/2018","NM","2650 Route 130","1ST CONSTITUTION BANCORP","20","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","4/11/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.1stconstitution.com","191","1228954","30651","26344","225397","0","900705","8498","0","11874","1223","13178","45926","1228954","1090487","957178","740699","957178","82.9090146750524","0","0","118225","0","15084","138467","138467","0","6061","84125","48281","0","8913","0","3784","1152446","205362","1122693.67","1144403.5","1099571","1133640","28404","18472","0","9932","145640","5026","118225","9291","460159","127560","8498","460159","1924"
"34393","0","2531562","2531553","1st Equity Bank","Skokie","IL","60076","6/30/2018","8/15/2018","NM","3956 West Dempster Street","FIRST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","12","99084","14110","10854","264","0","83103","1042","0","798","0","0","809","99084","84394","76263","68468","76263","91.7866037488531","0","0","7938","0","193","14690","14690","0","2500","7750","4440","0","4567","0","188","94221","1784","100946.67","99022","79191","99203","366","366","0","0","8871","0","7938","0","3524","14690","991","3524","0"
"57611","0","3203996","3203987","1st Equity Bank Northwest","Buffalo Grove","IL","60089","6/30/2018","8/15/2018","NM","1330 Dundee Road","NORTHWEST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","4","42427","7952","5965","0","0","33820","394","0","150","0","0","505","42427","33852","33742","33634","33742","94.0695538835239","0","0","0","0","110","8575","8575","0","1","7951","623","0","2730","0","106","39785","0","42886","43093","31187","43002","278","278","0","0","4231","0","0","0","1958","8575","390","1958","0"
"31410","6903","535575","0","1st Federal Savings Bank of SC, Inc.","Walterboro","SC","29488","6/30/2018","8/15/2018","SB","300 Robertson Boulevard","","2","0","0","5","0","Colleton","","","1/1/1962","8/9/1963","4/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.1stfederalofsc.com","27","88279","11076","10119","8405","0","64618","1099","0","1956","37","384","1803","88279","81593","78843","66355","78843","89.9422918384171","0","0","1000","0","1750","6686","6686","0","1013","1111","4562","0","406","0","224","83142","14441","85568.67","86328.5","46955","85464","0","0","0","0","1840","998","1000","0","8906","8439","593","8906","0"
"1673","0","526452","0","1st Financial Bank USA","Dakota Dunes","SD","57049","6/30/2018","8/15/2018","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","365","663216","69499","59588","32885","0","482648","25373","0","51808","71","0","26305","663216","508724","467590","458376","467590","96.8968066422525","0","0","25619","0","15515","154492","154492","0","88","89912","64492","0","13037","0","6263","575121","1803","673488","663810.5","582014","660888","0","0","0","0","25549","139","0","0","2385118","154492","7499","2385118","0"
"6646","8805","480723","0","1st National Bank","Lebanon","OH","45036","6/30/2018","8/15/2018","N","730 East Main Street","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","68","170198","6804","4176","24607","369","124266","1137","0","3960","387","3249","6556","170198","154321","146259","111028","146259","80.5722161948237","0","0","6000","0","2062","15877","15877","0","850","830","14197","0","1602","427","1300","153418","65511","167302.33","166015.5","117744","164725","2243","1130","0","1113","15548","2546","6000","5539","24834","14547","1303","24834","22653"
"57633","0","1018927","4347208","1st Security Bank of Washington","Mountlake Terrac","WA","98043","6/30/2018","8/15/2018","SB","6920 220th St Sw, Suite 300","FS BANCORP, INC.","13","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","1/23/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","336","1131714","39512","36109","98465","50","936426","11571","0","15814","0","11828","29619","1131714","998404","883907","686099","883907","76.4836119637021","0","0","106526","0","7971","133310","133310","0","0","55508","77802","0","627","0","4071","1071050","504181","1052138.67","1087459.5","921239","1078925","13498","13498","0","0","145974","3569","106526","55191","229906","131961","11519","229906","147080"
"9087","10250","991340","1199602","1st Source Bank","South Bend","IN","46601","6/30/2018","8/15/2018","SM","100 North Michigan Street","1ST SOURCE CORPORATION","82","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","6/7/2008","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","1178","6317315","149845","78743","968349","0","4745051","103007","7355","53764","133","87728","305090","6317315","5598589","5108941","4002444","5108941","56.6920120286643","213443","7486","213605","0","55114","718726","718726","0","2818","273489","442419","0","36661","2205","19219","5792143","865323","6084962.67","6184164.5","5545552","6115169","66608","47600","0","19008","708068","15721","211786","8235","1022077","652032","69770","1022077","817345"
"57626","0","3223305","3223293","1st State Bank","Saginaw","MI","48604","6/30/2018","8/15/2018","NM","4800 Fashion Sq Blvd, # 100","1ST STATE FINANCIAL, LTD.","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststatebk.com","62","256286","46094","40821","6188","0","187844","2502","0","12701","358","871","2230","256286","231836","213489","125376","213489","61.1762832670685","0","0","17500","0","847","24450","24450","0","6040","14831","3579","0","2805","701","452","234853","5970","257352.33","255622.5","230576","256869","0","0","0","0","8004","9849","17500","1590","96849","24490","2502","96849","5848"
"22543","14261","170640","3070152","1st State Bank of Mason City","Mason City","IL","62664","6/30/2018","8/15/2018","NM","123 West Elm Street","FIRSTATE BANCORP, INC.","1","0","0","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.1ststatebankmc.com","5","27626","2162","1992","10347","4828","9960","124","0","100","17","0","212","27626","24125","24090","18809","24090","94.9087136929461","0","0","0","0","35","3501","3501","0","309","391","2801","0","184","0","125","27127","11329","27457","27783.5","12498","27629","0","0","0","0","265","20","0","0","559","3801","124","559","0"
"8426","10595","526519","1830240","1st Summit Bank","Johnstown","PA","15904","6/30/2018","8/15/2018","NM","125 Donald Lane","1ST SUMMIT BANCORP OF JOHNSTOWN, INC.","16","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.com","178","1031033","8457","279","482459","0","504123","5874","0","8817","464","339","26374","1031033","939399","903466","836900","903466","75.0403190594467","0","0","28812","2000","5121","91634","91634","0","771","9363","81500","0","2642","0","3472","986861","727808","1029584","1030732","561532","1040651","13109","8906","18","4185","80075","29783","28812","0","100202","98615","7874","100202","0"
"57869","0","3309393","0","1st Trust Bank, Inc.","Hazard","KY","41701","6/30/2018","8/15/2018","NM","24 Commerce Drive","","5","0","0","4","0","Perry","","","12/13/2004","12/13/2004","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","49","252030","28189","22547","10965","496","201577","1824","0","8690","474","0","1639","252030","231013","220275","177931","220275","66.8049397059958","50","0","10145","0","543","21017","21017","0","9231","6000","5786","0","3666","0","635","235585","68610","246297.67","248942.5","192624","246878","0","0","0","0","62459","11706","10145","712","12850","21088","1824","12850","0"
"31249","6607","350572","4498726","1st United Bank","Faribault","MN","55021","6/30/2018","8/15/2018","NM","430 4th St Nw","J & B FINANCIAL HOLDINGS, INC.","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.1stunited.com","31","145171","8360","7139","58646","0","68735","464","0","2691","379","5052","1308","145171","127717","127421","103937","127421","91.7784238331927","0","0","0","0","296","17454","17454","0","77","17303","74","0","317","0","553","134520","34882","147037","145980","84267","141249","0","0","0","0","1757","691","0","713","25765","14395","464","25765","912"
"9751","0","340256","3304343","21st Century Bank","Loretto","MN","55357","6/30/2018","8/15/2018","NM","699 North Medina Street","DOLPHIN FAMILY LIMITED PARTNERSHIP","8","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","63","455254","25529","23805","56379","0","347073","1982","0","8484","12657","0","5132","455254","401031","400113","321109","400113","79.3141573594559","0","0","0","0","918","54223","54223","0","341","35659","18223","0","2769","2306","1214","427257","74828","444900","449202.5","318899","444739","1027","1027","0","0","3719","1348","0","0","29209","55381","1982","29209","0"
"91005","0","455253","4754758","5Star Bank","Colorado Springs","CO","80914","6/30/2018","8/15/2018","NM","Peterson Air Force Base, 455","LITTLE LONDON BANCORP","5","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","36","216769","5027","12","17154","32100","157619","1807","0","2200","0","1095","1574","216769","180331","179631","139557","179631","78.5574354407836","0","0","0","0","700","36438","36438","0","385","30965","5088","0","158","0","488","206885","22709","202968","207893.5","169603","208415","0","0","0","0","9432","2873","0","0","30528","35694","1807","30528","0"
"27831","358","671370","0","A J Smith Federal Savings Bank","Midlothian","IL","60445","6/30/2018","8/15/2018","SA","14757 S Cicero Ave","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.ajsmithbank.com","37","191417","34017","29643","46918","0","98324","748","0","2971","222","2","8963","191417","162205","159644","131052","159644","91.684820713141","0","0","971","0","1590","29212","29212","0","6","15567","13639","0","1292","0","253","174885","105630","192648.33","192643.5","79091","188332","6337","6337","0","0","4612","981","0","0","4934","28514","748","4934","0"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","6/30/2018","8/15/2018","NM","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","36","178303","28449","21466","2097","0","140840","1943","0","2582","0","0","4335","178303","160954","146721","108736","146721","73.4507363815417","0","0","13941","0","292","17349","17349","0","3750","23696","-10097","0","60","0","374","164403","21349","178549.67","177878.5","135708","175883","0","0","0","0","21374","15354","0","0","38116","14383","1699","38116","0"
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","6/30/2018","8/15/2018","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","98","319977","24634","21092","9163","0","274074","2808","0","4410","0","2682","5014","319977","275808","274508","199800","274508","92.2768432785261","0","0","0","0","1300","44169","44169","0","2000","0","42169","0","279","0","1083","304329","108061","317968.33","325306","182977","320712","0","0","0","0","5985","0","0","380","5788","39062","2356","5788","0"
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","6/30/2018","8/15/2018","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","21","58386","9704","9381","2753","0","38914","513","0","1557","83","4496","879","58386","42617","41692","39323","41692","89.8045797865963","0","0","0","0","925","15769","15769","0","0","0","15769","0","544","0","183","51048","22924","61807","60027.5","36170","59432","0","0","0","0","1775","25","0","791","15487","14187","472","15487","3871"
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","6/30/2018","8/15/2018","SB","205 South Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","19","77961","5374","4606","22026","0","45628","680","0","467","428","0","4038","77961","68675","57270","55068","57270","96.6841857135374","0","0","11050","0","355","9286","9286","0","0","0","9286","0","112","0","356","72260","42668","77504.67","77412.5","39610","75931","2251","2251","0","0","5023","880","11050","0","2632","8757","497","2632","0"
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","6/30/2018","8/15/2018","NM","401 East Spruce Street","ABBY BANCORP, INC.","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","105","498022","21449","13574","70356","4623","377274","4255","0","12580","67","2675","8998","498022","456000","426264","362440","426264","88.2436575808042","5500","0","23000","0","1236","42022","42022","0","3000","10027","28995","0","3474","319","1231","465827","132170","478309.33","485233.5","410464","482770","6280","6280","0","0","46450","849","23000","14","56068","42942","4271","56068","2148"
"26549","0","117672","0","Abington Bank","Abington","MA","2351","6/30/2018","8/15/2018","SM","6 Harrison Avenue","","3","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/1/2017","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.theabingtonbank.com","53","313358","11700","9929","34736","4163","240864","1461","0","5859","0","2544","13492","313358","280949","268062","228390","268062","85.1023826488549","0","0","11900","0","987","32409","32409","0","0","0","32409","0","1566","0","1327","289692","144074","310631.33","310674.5","213883","308371","7978","7978","0","0","18856","2139","11900","0","36105","30474","1606","36105","0"
"19600","0","535753","2107707","Academy Bank, National Association","Kansas City","MO","64154","6/30/2018","8/15/2018","N","8551 N Boardwalk Avenue","DICKINSON FINANCIAL CORPORATION II","75","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","5/1/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","558","1299900","141286","106041","173488","0","942507","13340","0","12742","256","3382","26239","1299900","1086772","981600","751583","981600","81.7653680411511","4369","0","90073","0","10730","213128","213128","0","12400","186099","14629","0","9383","155","3653","1222036","452103","1293333.33","1303083","1038950","1284367","0","0","0","0","71890","13221","90073","3185","206295","213245","12995","206295","9644"
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","6/30/2018","8/15/2018","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","23","129827","2222","341","20143","0","100283","1288","0","1394","45","0","5740","129827","119553","101905","82988","101905","81.2735364601164","273","0","16684","0","691","10274","10274","0","300","2667","7307","0","2205","0","2236","120767","32809","124560.67","126504","112005","127025","2036","2036","0","0","5775","0","16684","0","8769","10816","1288","8769","0"
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","6/30/2018","8/15/2018","NM","8712 West Dodge Road","3MV BANCORP, INC.","8","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","WWW.ACCESSBANK.COM","112","511402","13267","5527","40322","0","428037","5329","0","8854","0","12162","8760","511402","445422","435173","290161","435173","58.2467513076317","0","0","7150","0","3099","65980","65980","0","789","55389","9802","0","485","0","1378","473886","102247","515934.67","510878","494292","494856","4867","4867","0","0","46794","19059","7150","1988","104984","54935","5329","104984","8337"
"35189","0","2859903","3109904","Access National Bank","Reston","VA","20191","6/30/2018","8/15/2018","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORPORATION","15","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","4/1/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.AccessNationalBank.com","391","2911865","124928","107582","437150","0","2019011","16543","0","28081","1904","179484","121307","2911865","2501895","2147140","1420470","2147140","59.7718674698515","54961","0","279973","0","19821","409970","409970","0","5850","303213","100907","0","1537","735","8081","2563743","1050460","2864006","2868000","2162492","2668311","52278","39613","7035","5630","436427","22943","279973","51365","542654","237689","16592","542654","130612"
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","6/30/2018","8/15/2018","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","5","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","62","360628","6835","3257","63743","36","268009","3368","0","6843","3354","535","11273","360628","327053","318500","237918","318500","70.3855413366982","0","0","8000","0","553","33575","33575","0","3311","32848","-2584","0","3080","1670","801","335045","80791","353592.67","354721","282543","360343","5907","5907","0","0","42765","1742","8000","1219","52791","34932","3368","52791","0"
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","6/30/2018","8/15/2018","NM","16 Lincoln Square","ACNB CORPORATION","29","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","7/1/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.acnb.com","323","1611403","63053","44650","193330","0","1234920","13143","0","25339","287","15250","79224","1611403","1462443","1345001","1277425","1345001","90.9484385074086","26418","0","80216","0","10808","148960","148960","0","4798","43353","100809","0","6164","0","4368","1472900","502137","1598040","1605146.5","1147238","1597151","45973","39895","0","6078","102360","5983","80216","1265","277383","145837","13224","277383","0"
