,Tot Dom Deposits to Tot Assets,Return On Assets,Net Op Inc to Assets,Pretax ROA,Assets per Emp,NonInterest Inc to Ave Asset,NonInterest Exp to Ave Asset,Yield on Earning Assets,Net Loans Lease to Tot Assets,RE to Ave Equity,Net Interest Margin,Efficiency Ratio,Core Capital Ratio,Equity to Assets,Noncurr Assets Other RE,Cost of Funding Earnings Assets,Noncurrent Loans to Loans,Number Employees,Return on Equity
1293,88.04720400000002,1.267174743,1.268369508,1.279243074,3.551652174,0.796509839,2.9651889,4.297106216,63.58094212,4.206629648,3.944754103,65.99780099,11.57291007,10.86818137,1.268852218,0.352352113,1.7604998530000002,46.0,11.77856302
1294,89.29767175,0.66579828,0.66579828,0.66579828,5.988871795,0.541495217,3.722099838,4.621798204,71.99421149,8.183989842999999,4.055027983,84.82648725,8.599571238,9.001738267,2.76795424,0.566770221,2.74251245,39.0,8.183989842999999
1295,86.18538713,0.929181187,0.929181187,0.967197815,4.448134328,0.767867387,3.039275287,4.2890354560000015,76.68366748,9.528555455,3.58826348,74.35274403,8.502512802,8.240583844,0.191426894,0.700771976,0.246166193,134.0,11.42331902
1296,86.51630218,0.787939675,0.787939675,1.034359025,3.426456522,1.412770818,4.1226308660000015,5.239009343999999,80.56542124,3.721472448,4.676813522,70.98510832,11.37099942,11.37719916,0.021951947000000003,0.5621958220000001,0.026802715,230.0,7.039411737999999
1298,87.50365521,1.078971329,1.078971329,1.31445875,2.249248322,1.062955812,3.559003835,4.463533417,64.33857098,6.4829123410000005,4.164851155,72.0879652,12.09903716,12.07651773,1.329303153,0.298682262,1.785722485,149.0,9.113151119
1300,76.06614727,0.967388134,0.965742916,0.968484946,5.266098592,0.726637912,2.871453668,4.140190137,78.01857751,4.876592879,3.317839184,73.13870652,9.177942514,8.626264733,0.07274808599999999,0.8223509529999999,0.092202765,71.0,10.8889998
1302,84.533178,1.393412199,1.374700499,1.701615105,13.03435185,0.07279019,2.21634573,5.18565515,74.50327127,8.071300681,4.0915564510000015,54.47639333,10.05202326,9.936421564,0.6107792089999999,1.0940987,0.7075955490000001,54.0,13.78751929
1303,66.82604508,0.834490423,0.834490423,1.118869841,7.170044843,0.388832469,2.352272641,4.042242032,75.74694169,6.004868722,3.2301002860000003,67.27810011,14.21716939,13.84709679,0.6087233879999999,0.8121417459999999,0.7753339570000001,223.0,6.004868722
1304,84.21789916,1.654816846,1.654816846,1.690479791,3.808496042,2.6881998410000003,4.552782202,3.889382522,64.03541589,13.95838205,3.753732245,72.92313228,9.629527377,9.446176442,0.750301368,0.135650277,1.15332147,379.0,17.71629235
1305,87.79503100000002,1.7431960969999998,1.7431960969999998,1.764681669,5.530128713,0.897022642,3.550490817,5.261651453,61.06548645,8.636480352000001,4.859878397,66.0648117,10.7507438,10.71931794,0.5720239979999999,0.401773056,0.894717455,101.0,16.37164578
1306,80.3850718,0.910842992,0.910842992,1.0296485990000002,4.6874375,0.718113895,2.66652586,3.587824205,50.62867505,3.140518894,3.298342057,72.14285714,16.53537073,16.70822278,0.001333351,0.289482149,0.002608038,16.0,5.556302659
1307,91.49397002,0.67199616,0.67199616,0.67199616,4.470090909,0.818869572,3.589344756,4.053447221,69.22474629,-9.019006021000001,3.788329863,83.52059925,7.095709571,8.401293445,0.009151736,0.265117359,0.01306772,22.0,7.885727777
1308,86.17937027,1.161599024,1.155810755,1.564579763,4.421641975,0.5760088320000001,2.9668400110000004,4.545071543,73.57888947,7.189112617999999,4.454713524,65.21308226,11.77764861,11.17985889,0.5927634279999999,0.090358019,0.404911426,81.0,10.42699585
1309,87.31806473,1.393534363,1.393534363,1.397416074,4.4698,0.624955522,3.061376325,5.003895442,80.60507661,9.942046593999999,4.436663774,65.40600667,9.491156568,10.00747876,1.35704378,0.567231668,1.629456952,35.0,14.23880875
1310,92.83710359,0.313364631,0.32848268,0.430577355,4.693166667,0.241601738,2.7604792660000004,3.403524997,45.52481741,4.910044978,3.131143041,85.22895126,6.462288384,6.40292624,0.40721143,0.27238195600000004,0.887078058,18.0,4.910044978
1312,76.82645577,0.19710078,0.19710078,0.186839568,9.428686275,0.156911033,2.2275381000000003,4.66644988,81.47726068,2.05699482,3.544419884,63.55208587,9.520247325,9.426801397,1.317007131,1.122029995,1.4664595230000002,51.0,2.05699482
1313,90.5860768,0.81723912,0.81723912,1.079372422,4.073473684,0.79410971,2.785808823,3.902452573,44.26714559,9.561508614,3.319167847,72.07446809,8.442896645,8.659362241,0.82691612,0.583284726,1.511100779,19.0,9.561508614
1315,90.3427918,1.283897102,1.283897102,1.350981758,4.37244186,0.763733003,3.005392574,4.16370036,79.94468526,3.494638906,3.832321775,68.65671642,9.351101967,9.410951254,0.185623487,0.331378585,0.184663105,43.0,14.11471039
1319,73.92648437,1.118781103,1.182851483,1.392071569,4.934220294,1.13654749,3.331949337,4.86278536,66.4260467,6.866605167,4.163775639,67.06904098,12.37124534,15.58141001,0.311142775,0.6990097209999999,0.396002293,749.0,7.625849435
1320,77.53085074,0.502285055,0.542775381,0.698329988,5.678261905,0.308802802,2.468713962,4.021330814,86.15081744,4.55009743,3.148747905,75.12736773,8.249166658,8.214284217000001,0.08637787400000001,0.872582909,0.0681571,84.0,6.1083499739999985
1323,85.75338294,1.312876944,1.312876944,1.764892604,2.781258824,0.5637498679999999,3.107396043,5.557552199,85.72461898,3.662834744,5.010069636,60.45244386,12.75057439,12.93489617,1.32314187,0.547482563,1.029872582,85.0,10.21772786
1324,83.68489678,0.5281833579999999,0.5281833579999999,0.719711529,5.309615385,0.236448438,3.306822725,4.703239465,75.4629965,4.528429651000001,4.227519622,82.12578154,11.63145063,11.49752505,0.675359169,0.475719843,0.8914456909999999,78.0,4.528429651000001
1325,76.93475716,0.801524358,0.798151885,0.801524358,3.894795699,0.862790946,3.184176358,4.811991885,68.41912008,2.024281879,3.929773217,70.51282051,11.56777483,11.47022771,0.771086865,0.8822186679999999,0.917813934,93.0,6.776117275
1327,79.28515979,0.48744279,0.461888859,0.471603065,10.70232628,0.203565217,2.4313978030000003,4.5178805010000005,65.70649857,4.522583159,3.220746985,74.74526236,10.01581923,9.794719504,0.457844385,1.297133516,0.6878782609999999,331.0,5.21805948
1328,85.72702340000002,1.246394785,1.243490207,1.6606341530000002,7.743904762,0.438750573,1.663085273,3.746205237,70.72105865,7.927834008,3.055461922,50.29651594,13.92163948,13.73430409,0.014758151,0.690743315,0.020672903,21.0,9.235517968
1329,88.68361548,1.209220249,1.209220249,1.4731563330000002,4.3370340910000005,0.7169290009999999,2.789650402,4.46262722,68.5567483,5.783585947000001,3.848815009,65.23034894,9.564827158,9.835743425,1.077401555,0.61381221,1.222820967,88.0,12.22769285
1333,85.6326188,1.183650881,1.199666398,1.591515658,16.87611475,0.15033992,1.56863348,3.948394114,77.22137117,12.81696421,3.207360113,48.86512849,9.292661818,9.166801852999999,0.29404250600000004,0.7410340009999999,0.25002439,61.0,12.81696421
1334,84.45051337,1.250773544,1.250773544,1.748981025,10.49784906,0.250227608,1.938398282,4.394607697,81.41329341,9.137873643999999,3.62762458,52.50876298,13.50544022,13.76268753,0.083904579,0.766983117,0.101662274,318.0,9.137873643999999
1335,68.06606837,1.353453855,1.353453855,1.719698743,6.128469387999999,0.430957331,2.430847182,4.969427833999999,77.28633509999997,9.343367077,4.071545982,58.20550882,14.79420065,14.32158378,0.574102133,0.897881853,0.352257007,49.0,9.343367077
1336,79.19896264,1.04072182,1.044255503,1.407509166,7.626222222000001,0.35187729100000004,1.912960021,3.932390581,48.59111836,9.035990558,3.10296273,57.53363229,11.6173696,11.41893467,0.261524564,0.8294278509999999,0.285128753,18.0,9.035990558
1338,89.68543343,0.518597165,0.518597165,0.618848004,3.555274074,1.162825128,3.896246727,4.145469435,70.02929399,4.383175067,3.69327814,85.33444506,10.24067033,9.908284406,1.2740591959999998,0.452191295,1.273911549,135.0,5.142366155
1339,81.73271318,1.626167917,1.626167917,2.27765303,4.742647058999999,0.19595450600000006,2.860426822,6.361852269,91.91193798,-9.453297225,5.468625265,54.06445406,9.502445948,9.591317829,0.429147287,0.8932270040000001,0.46115502,17.0,16.50452712
1340,84.91520629,1.398635851,1.398635851,1.456894754,6.060545455,0.459316573,2.063969416,4.523617365,70.93485221,10.57497981,3.732737438,51.67199148,13.20049706,13.66985098,0.490719193,0.790879927,0.441630655,77.0,10.57497981
1341,76.92807287,1.219807749,1.219807749,1.172362279,4.733185185,0.555571158,2.595726403,5.224308145,72.03120598,4.60866625,3.855957887,63.16573557,10.29283806,10.41973145,2.222291778,1.3683502580000002,3.0336694580000003,27.0,12.00361765
1342,66.67062251,0.994868898,0.994868898,1.290556783,13.49035645,0.710942617,1.997408407,4.108877913,81.83929351,5.786391887000001,2.759233729,59.91745458,9.822429137,9.358897719,0.289077365,1.349644184,0.333022183,822.0,10.15596074
1343,79.82935298,0.914360828,0.914360828,1.11368516,3.047225806,0.509384406,3.0046297560000004,4.80525611,67.51831386,9.002026235,3.828028559,72.34636872,10.35292999,10.4013169,0.504954268,0.977227551,0.739500488,62.0,9.002026235
1344,82.68348138,1.327423359,1.32181322,1.736712228,4.005819407,0.939302249,3.122449349,4.731355764,66.13700149,11.64519326,4.39984713,62.77078918,9.237199396,8.847976562000001,0.946399409,0.331508634,0.879628332,371.0,15.05203171
1345,85.81661173,1.160446139,1.160446139,1.504963953,4.903794355,0.746012937,2.849611841,4.634453896,82.30595794,8.558714554,3.990473428,64.0706476,11.15438672,11.25054578,1.154019147,0.643980468,1.3354766059999998,496.0,10.4205999
1346,85.33979491,0.780056104,0.804423571,0.952489559,4.784933962,0.283870041,2.098135867,3.2982558010000003,43.36587126,6.954409575,2.679168362,72.78098379,11.68119437,11.30691262,0.055007561,0.619087439,0.079587391,106.0,6.954409575
1347,89.29251905,1.006749661,1.006749661,1.006749661,3.068307692,0.4437813370000001,3.081110422,4.202129142,64.12705576,6.452914869,3.868327724,75.37220844,10.10410288,10.51318692,0.43246089,0.333801418,0.515294799,26.0,9.594783531000001
1349,79.24182799,1.877118864,1.878138483,1.877118864,5.302921053,0.233492786,2.276809573,4.99412557,75.59488068,1.846069067,4.540218357,51.76610979,10.34416006,10.72348408,0.058557597,0.453907213,0.07629885900000001,38.0,16.90852314
1350,88.26173542,1.376483491,1.376483491,1.4384252480000002,4.18452381,0.29823809,2.743790425,4.576577069,70.61052632,7.300661852,4.240911317,65.60614372,11.33478868,11.35704125,0.0,0.335665751,0.0,21.0,12.23574612
1351,78.19376151,2.037536483,2.037536483,2.044396876,6.584125,0.221819348,2.101566811,4.723887157,71.38116302,1.684028356,4.186046512,49.8643516,11.79831431,11.39065555,0.510318379,0.537840646,0.703513905,40.0,17.79212567
1352,82.04722205,0.275601332,0.275601332,0.13250064,3.810366667,0.25793458,3.112881712,4.592146716,56.33666051,1.632024634,3.668704954,85.99316740000002,11.56236347,11.38385632,1.148620868,0.923441762,0.958165268,30.0,2.401847575
1353,62.28470706,0.5662126510000001,0.560830346,0.715369657,12.9639403,0.254272548,1.837332069,3.553971619,67.734842,5.548688911,2.596933002,66.93870149,8.662335129,9.789496468,0.040986249,0.957038617,0.049555439000000014,67.0,5.548688911
1354,89.41007057,0.569204061,0.569204061,0.7301804409999999,3.77774,0.4429480770000001,2.879688569,3.735265445,64.98859106,1.285356547,3.42491698,77.95499858,9.45661512,9.384976202999999,1.889489483,0.310348464,2.846089857,50.0,6.153786655
1355,83.29844498,1.479262983,1.479262983,1.555362252,4.458666667,1.178871131,2.035989213,3.358885938,38.24013158,8.523557854,2.521606519,54.16356877,12.02847449,12.13367225,1.197531535,0.83727942,3.071272409,33.0,12.4592376
1357,88.62717963,0.9072208,0.91986442,1.0782654459999998,3.284545455,0.771753441,3.126696121,4.6807356780000005,59.29698312,4.154574866,4.504136493,71.60764651,12.48262924,10.13700526,3.841682812,0.176599185,1.324020861,44.0,9.090703419
1358,81.22866894,1.050484554,0.938883781,1.096984877,4.76125,0.230387961,2.390539298,3.724255278,30.05933316,-3.78318908,3.55671166,70.90909091,17.94651111,18.11079023,0.0,0.167543618,0.0,20.0,5.663388473
1359,86.42558765,0.77041876,0.768980882,0.953260078,4.51968,0.514795946,2.59350647,3.582515634,52.29396771,6.470045849,3.205112257,73.15973961,12.27728038,11.92031294,0.378787879,0.377403377,0.720199233,25.0,6.470045849
1360,85.24189794,0.482232971,0.473035813,0.595110218,4.485970588,0.89967841,3.558638878,3.782473848,73.2266609,5.611399691,3.465542655,85.90777169,8.916317306,8.468231021,0.205214951,0.316931192,0.277247543,68.0,5.611399691
1362,77.16653038,1.015872307,1.015872307,1.3789332,5.210695652,0.69644854,2.180110844,3.95935092,79.50870284,8.284697508999999,3.185905248,60.66051481,12.42928063,11.95117067,0.097625286,0.773445672,0.121692461,23.0,8.284697508999999
1363,82.12474645,0.8178467970000001,0.997339535,0.829671088,2.831589744,0.5518002479999999,3.941430345,5.462802332000001,71.02741959,6.974925402999999,4.887194554,79.58615201,8.508383302,6.924623297999999,0.845769342,0.575607778,1.182652738,39.0,10.80072404
1364,83.26528794,1.634340822,1.634340822,1.720856796,4.933681319,0.917429808,2.58646714,4.559169527,70.82311539,3.712635298,3.771650142,58.51768784,11.13765289,11.91696457,0.036973929,0.787519385,0.051137344,91.0,13.560652800000002
1365,84.82368847,0.717975496,0.6094808079999999,0.937904613,6.904721698,0.2910786,2.548144259,3.772958201,75.55460066,6.439087126,3.20792164,75.77186437,11.66870391,11.18615167,0.200095505,0.565036561,0.263186507,212.0,6.439087126
1366,81.88695779,0.7651836059999999,0.7651836059999999,0.909218167,4.279375,0.447107283,3.285788425,4.540673495,67.50401636,5.295019118,4.100522679,77.33050847,9.333854974,8.653424858,0.131444428,0.440150816,0.193386192,16.0,8.655319712
1367,87.49589193,1.276178133,1.276178133,1.967397161,4.2159156630000005,0.719107845,3.186738592,4.998301232,76.67016269,10.82120629,4.804779124,59.55479452,8.798559607,10.8558789,0.5542679629999999,0.193522108,0.365718274,166.0,10.94840771
1369,82.39690524,0.964492588,0.962712333,1.261952919,3.802125,0.736890365,3.556003048,5.097785008,77.01833405,10.00838003,4.603661893,71.43503848,8.808047464,8.319908822999999,0.530405146,0.494123115,0.6818053759999999,24.0,11.33223983
1370,87.44714459,0.475740863,0.475740863,0.5462510079999999,11.75714286,0.157229519,2.715856273,3.875206903,64.12393682,4.820102208,3.2272214860000004,89.36,8.297735051,9.987039287,2.384771162,0.647985417,1.7263152659999998,21.0,4.820102208
1371,89.85479068,1.617755924,1.617755924,1.617755924,4.071708333,0.764053491,3.117338241,4.762674958,73.84424365,1.974104346,4.279556746,64.44818871,8.063531259,8.077758788999999,0.336331665,0.4831182120000001,0.331522534,72.0,20.26860583
1373,77.89724799,0.7688748440000001,0.781948669,0.930328716,3.367330579,0.682733296,2.963761481,4.22797812,53.46732213,4.772835549,3.529601923,75.85989669,12.38654249,11.30134717,1.859628369,0.698376197,3.049837142,121.0,6.765126251
1374,89.69068254,0.8837113390000001,0.72088556,1.003730341,3.6245125,1.035163889,4.229955407,5.004322019,60.05911139999999,8.892029413,4.846808429,76.33105582,9.835323891,9.720272726000001,0.95219702,0.15751359,0.537604016,80.0,8.892029413
1375,87.35012142,0.875956025,0.8752815559999999,1.155134992,4.808606061,0.435416738,2.900643855,4.441481432,81.53668087,4.80464946,3.897059408,70.97346981,10.52087433,10.33059414,0.111962559,0.544422024,0.135232852,99.0,8.397905189
1376,83.73536616,0.742506619,0.650672672,0.883719535,6.846615385,0.261927182,1.918901309,4.133042996,68.27966654,5.486539344,2.861900492,65.41149068,8.851917119,9.194323978,0.258971305,1.271142503,0.057009293,26.0,7.96709054
1378,82.44896165,0.441398506,0.441398506,0.593339604,3.530982759,1.049162898,4.462067689,4.195343538,77.31851541,3.054332178,4.1574217839999985,88.26326802,14.64318051,14.78537283,0.587899237,0.037921754,0.7494600029999999,58.0,3.054332178
1381,88.25983529,0.48604409,0.48604409,0.500817466,2.8813125,1.704847658,4.728219177,4.628312545,73.28835962,5.389098215,4.037953972,88.66879069,8.088481111,8.919907739,0.6988279359999999,0.5903585729999999,0.7055519240000001,96.0,5.389098215
1383,86.25460592,1.614967159,1.587529565,1.70040879,3.411755102,1.819545712,3.315375949,4.165545333,71.52701345,11.61929783,3.3848234660000003,66.00383325,10.34704098,10.2173757,0.151337513,0.7807218659999999,0.208957936,49.0,16.02579412
1384,86.55391092,1.144064734,1.112399886,1.144064734,3.831908497,0.452945003,2.695642297,4.513925328,68.89704954,-1.303827757,3.662870337,69.2239703,9.992381942,9.583613346,0.569521152,0.85105499,0.7884128020000001,153.0,11.526392199999998
1385,84.50717064,0.8552798359999999,0.869273023,1.107688604,5.167999999999998,0.556374715,2.454817605,4.002476317,69.53870609,4.953308973,3.2926975410000003,67.27241109,9.365756275,9.09746565,0.8828966559999999,0.709778776,1.084941305,121.0,9.546505675
1387,74.70807441,0.78667595,0.390010754,0.950980155,5.20091875,0.5146907860000001,2.769457474,3.807567237,72.09243078,7.12118723,3.030955886,82.55721609,11.7825157,11.02653738,1.040321001,0.7766113509999999,0.858744458,160.0,7.12118723
1388,72.08899709,0.921161229,0.8868806999999999,1.227792963,15.49675682,0.12577978,1.329708135,3.626466093,86.20719968,7.649096932000001,2.554184432,52.03433285,9.938659058999999,10.70123854,0.102911151,1.072281661,0.118913038,403.0,8.870002275
1391,83.87030746,1.13465264,1.13465264,1.499483203,10.77022727,0.326783342,1.773845931,4.1031117130000005,82.81457722,7.427362635,3.07149486,54.19088209,11.94871784,11.83038258,0.0,1.031616853,0.0,44.0,9.705472889
1392,82.41986261,0.92043185,0.92043185,1.1045905809999998,6.7903592810000015,0.443572896,2.553619497,4.266776337,77.54989021,6.78967274,3.559170244,67.08468434,10.10181414,10.88201836,1.029109604,0.707606093,0.761521055,167.0,8.348442461
1393,84.14389042,0.809441746,0.895347016,0.864274897,4.111315789,1.271606872,3.162045015,3.40318334,33.83729117,0.0,3.09638551,76.79137603,8.46457944,7.654099725,0.0,0.30679783,0.0,19.0,10.07528841
1394,79.50832927,0.742678825,0.733003325,0.950885782,6.238980669,0.455663111,2.336568619,3.68718874,82.49298183,6.625120663,2.9915868110000003,69.59574074,11.60305834,11.40188399,0.259717385,0.6956019290000001,0.27447827,1345.0,6.625120663
1395,87.92063724,2.743858324,2.743858324,2.743858324,6.129862069,1.329681749,3.087396501,5.571723583,82.35489351,-6.831084225,4.979013195,52.94566254,11.98253649,11.89147531,0.33133445100000003,0.592710388,0.39152682,29.0,22.96882271
1397,86.87084186,1.305593886,1.306526453,1.588775835,3.104257485,1.043641106,3.50205468,4.637954324,53.74924529,8.538802033,4.5328610330000005,64.83682732,12.39592188,11.73316153,0.53644695,0.105093291,0.467742895,167.0,11.34991671
1399,80.13484416,1.379249158,1.483737731,1.379249158,4.88747619,0.6535285270000001,2.547621379,4.267022907,33.34275164,4.474804475,3.492986523,63.19509896,9.184229912000001,9.607646365,0.26208872,0.7740363840000001,0.68981375,21.0,14.37481437
1400,75.75661219,1.033916473,1.000239756,1.327175242,5.338462633,2.416441432,3.861759224,3.83361961,63.6328851,4.226167243,3.208117211,72.00848763,9.890809388,9.961282788,1.315971917,0.6255023989999999,2.047793961,281.0,10.28277635
1401,87.63022324,0.661298327,0.708430862,0.791554058,4.991428571,0.362712113,2.410732992,3.871352357,62.87254341,6.516587678,3.317356096,71.43705463,11.02177387,9.816828849,0.153596642,0.553996261,0.159197405,21.0,6.516587678
1402,85.15126947,1.881576233,1.881576233,1.881576233,3.727152174,0.727401338,3.435409237,5.26724564,62.18059015,3.921410742,4.997657148,64.61197339,15.35495538,14.54251702,0.622342504,0.269588492,0.8478533559999999,46.0,12.85127627
1406,90.45353355,1.198921913,1.198921913,1.570086928,4.2954375,0.718763997,2.683581972,4.404395651000001,60.14521222,13.58552791,4.066086999,60.01317523,9.802692913,8.960088466,0.753706695,0.338308651,1.23486221,16.0,13.58552791
1407,86.29054525,1.5150579080000002,1.5150579080000002,1.5150579080000002,4.225388889,0.71382536,2.70300104,3.946553476,64.91841645,1.035741465,3.766396969,63.4836703,13.25422576,13.35708745,0.034842289,0.180156507,0.05258406,36.0,11.28464987
1408,87.36143469,0.376788586,0.376788586,0.460519383,6.451393939,0.349343491,2.8207975110000003,3.749855245,67.61775703,3.259447821,3.174232824,85.96540970000002,12.15817589,11.68246468,0.17919547600000002,0.575622421,0.26145717,66.0,3.259447821
1411,82.17242439,0.363024914,0.363024914,0.443192916,4.17103125,1.288738445,3.981173225,4.026834507,82.30653391,2.358722359,3.438067517,89.98290598,15.45028128,15.34992096,0.528196714,0.588766989,0.593565355,32.0,2.358722359
1413,80.60798854,2.026451829,2.025051597,2.704620504,16.43126514,0.292062419,1.62882468,5.0556525180000005,83.99256929,13.94024049,4.353132125,36.46394542,13.7620423,14.74184354,0.155897103,0.7025203940000001,0.162887598,479.0,13.94024049
1415,91.17166867,0.476045489,0.491039904,0.5154329910000001,4.165,0.44956079,2.732677674,3.734712458,58.26376265,5.5693863310000005,3.2455125860000003,78.79381241,8.768331138999999,8.659235123,0.208197565,0.489199872,0.351951388,70.0,5.5693863310000005
1416,78.56755577,0.962679834,0.966984428,1.251800407,11.1462288,0.197226399,1.766348875,4.127994773,90.53316341,9.565040851000001,3.08633553,55.66745953,9.813907214,9.938812324,0.13988333,1.041659243,0.153032927,507.0,9.565040851000001
1417,84.6019931,0.614558359,0.614558359,0.79552327,6.83,0.328664214,2.527425902,3.829711886,79.19425684,6.324933119,3.188627223,75.92931488,10.572212400000002,9.773579559,0.034477873,0.641084663,0.031074207000000006,155.0,6.324933119
1419,72.44159774,0.160253351,0.156614946,0.17905859100000002,5.0897,0.218304309,2.6752498140000003,3.725907247,71.1075309,1.831461614,2.82337463,93.86115892,9.018681381,8.3435173,0.167003949,0.902532617,0.233655136,50.0,1.831461614
1420,79.31495977,0.610493428,0.610493428,0.792915913,5.841727272999999,0.130597915,2.686585682,4.435266852,58.55833424,3.635390683,3.5488725110000003,77.21179625,17.18848097,16.7592607,0.0,0.8863943409999999,0.0,33.0,3.635390683
1422,81.96181024,0.08834130800000001,0.08834130800000001,0.093794476,3.433148148,0.546407353,3.5292898060000004,4.32606686,82.96725821,1.044802013,3.50364796,94.28904429,8.151441289,8.386644371000001,2.657101246,0.8224189000000001,3.113986199,54.0,1.044802013
1423,82.16846945,0.796623685,0.796623685,1.131854467,3.899392857,0.068488009,2.840450064,4.553273298,74.38795417,4.612093703,3.984804025,71.50635209,17.634404699999994,17.75276371,0.0,0.5684692720000001,0.0,28.0,4.612093703
1424,89.92292900000002,0.818585152,0.818585152,1.059274523,4.076728395,0.589960412,2.39663877,3.462707053,52.56211862,6.188705177999999,3.324982041,65.20092227,10.05651254,9.829959269,0.368850597,0.13772501199999998,0.64388594,81.0,8.431800127
1425,80.05373273,-0.185350373,-0.185350373,-0.284143482,4.493412371000001,0.4341458620000001,3.757763558,4.501652694,85.02940158,-1.913151796,3.61031459,100.3266788,9.474164092,9.747144158,0.683474778,0.8913381029999999,0.607970758,97.0,-1.913151796
1427,79.50080505,0.93289938,0.8720523509999999,1.286125893,7.074515625,0.475835295,2.096267514,3.954772566,76.17202886,9.630611008999999,3.183739785,61.75012068,10.06392959,9.751551012,0.424940753,0.771032781,0.541573567,192.0,9.630611008999999
1429,84.97840281,0.786614314,0.792891337,0.997172691,8.295833333,0.115211187,2.538618922,4.360842591,81.21212121,6.34931833,3.577383228,71.63677129999998,12.871153199999998,12.71655784,1.02795915,0.783459363,1.211295638,18.0,6.34931833
1431,88.07906378,0.968588579,0.968588579,0.968588579,8.028097561000001,0.305574074,2.24900019,3.096363238,45.87211987,12.7064803,3.047318414,69.89706739,8.04763878,7.745053957,0.0,0.049044824,0.0,41.0,12.7064803
1432,79.02344418,1.90744047,1.90744047,1.90744047,3.609297872,0.7906386329999999,2.701249584,4.6803478080000005,74.68516106,8.092175159,4.1144724230000005,57.42691044,14.32379341,14.36950665,0.428169169,0.565875385,0.565981376,141.0,13.3840684
1435,89.17332792,0.886632805,0.886416997,1.185030227,7.634228374,0.417956719,1.571116608,2.546494335,25.98427588,7.62726595,2.427641544,56.37865521,10.23340795,10.35624478,0.208902539,0.118852791,0.797239327,289.0,8.686162404
1437,83.17136042,1.356991268,1.356991268,1.705265634,5.094415094,0.276814183,1.93694707,4.775183376,84.04727337,8.49382195,3.918424334,48.4751506,11.74616564,11.57353224,1.434793559,0.8567590420000001,1.677557366,53.0,11.75065552
1440,79.66015563,0.585542741,0.6464516889999999,0.841847927,6.2970000000000015,0.16670256,2.287992633,4.024328877,59.47594092,1.764192767,3.247973334,68.54580397,9.873120691,9.543168705,0.439362659,0.7763555440000001,0.727929698,15.0,6.1202242920000005
1441,86.5546703,1.019244403,1.019244403,1.158979523,7.804419999999999,0.415866101,1.708929691,3.597514357,51.03838594,8.767542681,2.556340037,58.79086431,11.84764385,11.79101073,0.271000279,1.04117432,0.390032234,100.0,8.767542681
1442,83.71015105,1.384517256,1.384517256,1.384517256,4.567896552,0.5662554129999999,2.64758563,4.100683335,39.8425292,8.186316609,3.802272953,64.78454681,13.34171222,12.12736565,0.339702119,0.298410383,0.8433283359999999,29.0,11.2778259
1443,83.35133004,0.823628886,0.823628886,1.029715625,4.364852713,0.837272259,2.747344479,4.202336215,79.93521186,2.534077811,3.362765167,72.27732124,8.646505631,10.16719177,0.805056601,0.839571049,0.96776323,129.0,8.062655337
1446,87.3358136,0.980584095,0.980584095,1.201516965,12.25303448,0.15500307900000002,1.954944728,3.721803791,86.09417888,9.272320687999999,3.210204549,60.15559545,7.995613494,7.691737632000001,0.148966149,0.5115992420000001,0.139530008,87.0,12.47026965
1447,83.39735847,1.686467173,1.686467173,1.686467173,3.607214286,1.913354176,4.932559178,6.159935124,72.68172907,12.82434452,5.44837781,74.52091768,13.58299123,15.00366329,0.54850399,0.711557315,0.0,28.0,12.82434452
1451,91.51857602,0.426231019,0.426231019,0.513521088,12.95002667,0.198212327,2.401967212,3.684882453,61.01629649,5.166718282,2.884921834,81.04302852,8.968634329,7.948400621,0.582032264,0.799960619,0.944314983,75.0,5.166718282
1452,79.44504175,0.363288109,0.363288109,0.565682362,6.172454545,0.3792498,2.5819632880000003,4.342449739,86.44181628,4.194000147,3.304413944,72.73381295,8.21162485,8.066630337000001,0.74554104,1.038035794,0.852136908,55.0,4.194000147
1453,90.10768942,1.618081392,1.456649709,1.689630751,4.09294964,1.037862577,2.877622254,4.120259413,74.71026975,15.12179695,3.798536498,62.76341354,8.364092418,9.387435842999999,0.218132602,0.321722915,0.278926412,417.0,18.33373343
1458,77.85396825,1.6110082330000002,1.6110082330000002,1.6110082330000002,3.801724138,0.620516549,3.136706665,4.962539509,70.21496599,6.507239304,4.493307839,65.9429866,9.833016581,9.507936508,0.49478458,0.46923167,0.6949797109999999,58.0,17.21827037
1459,75.23618546,0.8717173009999999,0.926083854,1.06677041,5.729637324,0.456779369,2.351687423,4.0966430780000005,64.26678187,7.769965722999999,3.409478257,64.59961786,9.054153016,10.44304478,0.450216535,0.68716482,0.4278884120000001,284.0,8.350364203
1460,88.94464482,0.973805431,0.973805431,1.244807512,9.1669375,0.226643684,2.043951755,4.174691152,84.44136878,8.403361345,3.243588719,60.25745811,9.487976156,9.139843596,0.026249224,0.931102433,0.030671548,32.0,10.68481691
1462,77.71526637,1.644966765,1.643990316,2.016344852,8.687022152,0.657465735,2.114026964,4.560999862,77.09701909,9.215089707,3.873398295,49.03730658,10.08144001,11.74303732,0.35927666,0.6876015659999999,0.450557135,632.0,13.94805823
1463,90.682466,1.045933836,1.045989039,1.343544218,5.708099222,0.523735576,2.806440052,4.365824319,77.18076199,10.62048241,3.967623733,65.52781857,8.859894029,8.591826141,0.377509873,0.398200586,0.4817218820000001,514.0,12.07224944
