,Fed RSSD,Bank Name,Yield on Earning Assets,Cost of Funding Earnings Assets,Net Interest Margin,NonInterest Inc to Ave Asset,NonInterest Exp to Ave Asset,Loan Lease Loss Prov to Assets,Net Op Inc to Assets,Return On Assets,Pretax ROA,Return on Equity,RE to Ave Equity,Net Chargeoffs to Loans,Credit Loss Prov to Chargeoffs,Efficiency Ratio,Assets per Emp,Cash Div to Net Inc,Earning Assets to Total Asst Ratio,Loss Allow to Loans,Loan Loss Allow to noncurr Loans,Noncurr Assets Other RE,Noncurrent Loans to Loans,Net Loans Lease to Tot Assets,Net Loans Lease to Deposits,Net Loans Lease to core deposits,Tot Dom Deposits to Tot Assets,Equity to Assets,Core Capital Ratio,Tier 1-based risk capital ,Total risk based  Capt ratio,Common Equity tier 1,Average Total Assets.1,Average earning assets,Average equity,Average Total Loans,Bank Size
813,382050,Central Savings Bank,4.261681975,0.470272886,3.791409089,0.923433936,2.8179834230000003,0.165296264,1.070452248,1.070452248,1.342237451,8.654865551,7.491888071,-0.034560451,-800.0,64.57835752,4.00015873,13.437268,89.75754930000002,1.336386427,29.62368728,3.09828975,4.511208933,59.50001984,69.65355779,77.9349165,85.42280068,12.46379112,12.92927774,19.15635809,20.28961717,19.15635809,251669.33,225826.33,31127.0,150461.0,Medium
814,607146,Central State Bank,4.3254027860000015,1.32419722,3.0012055660000003,0.11347246,1.403276094,-0.075648307,1.659209446,1.628708048,1.701330423,13.31821091,11.49337476,0.002127079,-5000.0,45.84775087,11.53647826,13.70181143,98.18006399,1.29858184,745.3416149,0.121354192,0.174226397,68.74865738,88.38803772,133.807435,77.78049966,12.36606756,13.04417432,13.19893085,14.12460321,13.19893085,264381.33,259629.0,32331.67,188051.33,Medium
815,152440,Central State Bank,5.862848245,0.8947125770000001,4.968135668,0.8917579940000001,2.457588951,0.0,3.061101937,3.061101937,3.0941300110000003,20.40564092,12.54961928,-0.02490274,0.0,44.26717144,4.359766667,38.49926435,94.56087099,1.116976075,39.47444412,4.281574702,2.8296182510000003,92.52559388,114.5126798,119.7761194,80.79943116,15.65068467,15.67589514,18.79374001,20.04371705,18.79374001,133220.0,124956.33,19984.67,120468.67,Medium
816,682545,Central State Bank,3.644494549,0.117464625,3.527029924,1.650840782,3.929779236,0.041687899,0.672564763,0.672564763,0.85043313,4.5621642,4.5621642,0.077940966,100.0,81.49855908,2.987,0.0,91.06126548,1.18465441,78.50953206,0.77268162,1.508930673,50.60060261,59.71333302,60.67700806,84.73920321,14.35152327,14.417334699999998,27.08322806,28.22780333,27.08322806,71963.33,64700.33,10609.0,38490.67,Medium
817,353238,Central State Bank,5.007596003,0.556055356,4.451540647,0.7210675129999999,2.877870043,0.128711262,1.6981353259999998,1.6981353259999998,1.80195767,15.47417358,7.22516899,-0.020272428,-905.0,59.84915705,4.116885714,53.30820771,91.89748145,1.428501156,2547.368421,0.051703437000000005,0.056077525,69.53453026,79.14420339,93.89895317,87.85802028,10.84592376,11.21583908,14.3129771,15.56373867,14.3129771,281249.67,258247.67,30864.33,197312.33,Medium
818,678744,Central State Bank,4.30336563,0.817379709,3.485985921,0.195485077,2.227747934,0.031277612,1.035640839,1.027469563,1.075949862,9.796100942999999,5.136616096,0.239540164,16.06425703,66.04303087,5.9794782610000015,47.56468798,90.42304113,1.11669639,1313.586957,0.07343959,0.085011227,77.81142749,99.9304304,103.4196996,77.86559828,9.806730266,10.22587499,11.60122872,12.6962912,11.60122872,255774.0,230982.0,26827.0,207898.33,Medium
819,703767,Central Valley Community Bank,4.331114413,0.082632476,4.248481937,0.537013049,2.755394245,0.006158406999999999,1.226699153,1.309893067,1.718318587,10.06631987,10.06631987,-0.020050839,-54.34782609,62.30255934,5.059726115,0.0,90.25865553,0.9541801,217.9863148,0.257560327,0.437724773,58.27925532,69.83239423,71.41444588,83.45590318,13.44947047,10.435280300000002,14.59079209,15.4289683,14.59079209,1623796.67,1466735.67,211298.67,917667.33,Medium
820,163343,CentreBank,5.035422959,0.429027068,4.60639589,0.84808066,3.2899228060000003,-0.3702147770000001,1.651525495,1.651525495,2.213411752,15.21100125,15.21100125,-0.445646617,117.5,64.09207161,3.21325,0.0,92.46868435,1.924458113,387.037037,0.744313909,0.497228412,69.05780752,78.28426112,81.89576958,88.21416531,11.15174149,11.35223613,18.49860185,19.75908798,18.49860185,76172.0,70858.0,8270.33,53854.33,Medium
821,876700,Centreville Bank,3.3427855560000004,0.64373541,2.6990501460000003,0.18523903100000005,3.769951075,0.101039471,-0.998386172,0.5185008870000001,0.585860535,2.208104964,2.208104964,0.001277249,15000.0,136.96543290000002,9.060458647,0.0,95.00913247,0.7655193490000001,598.6585366,0.068047477,0.127872452,52.80774679,71.70261816,75.06301894,73.64828251,22.78420402,20.79938622,26.6359667,31.51436823,26.6359667,1187654.67,1129656.67,278881.67,626346.33,Medium
822,411512,Centric Bank,4.891252284,0.8710357129999999,4.0202165710000015,0.647525296,2.6905960710000003,0.282946764,1.276837927,1.276837927,1.561736049,12.34164283,12.34164283,0.033798108,935.483871,59.32592327,6.420141509,0.0,96.78106196,1.100730462,491.519174,0.227615038,0.223944562,87.99576804,107.5662947,139.4186176,81.80607904,11.36914339,12.2869577,12.61251844,13.72680009,12.61251844,614956.67,594694.33,63622.0,550326.67,Medium
823,3377235,"CenTrust Bank, National Association",5.67404949,1.216016478,4.458033012,1.088665128,4.48580334,0.09341681,0.355702467,0.355702467,0.355702467,4.131886477,4.131886477,-0.146136959,-85.24590164,90.89916272,4.796880000000002,0.0,87.41682093,1.202463904,974.3362832,5.26592285,0.123413643,75.43319825,87.42051451,113.1738625,86.28775371,8.053568152999999,8.709737545,10.40317194,11.57038812,10.40317194,111329.0,96051.33,9584.0,83483.33,Medium
824,83375,Century Bank,4.4517174630000005,0.29576551,4.155951953,0.903027354,3.2032004780000003,0.07434708,1.444698934,1.427077711,1.427077711,15.80565461,5.862956794,0.025037466,531.0344828,67.20850585,4.914052326,62.90595399,91.73005276,1.487652484,237.4536881,0.833040509,0.62650216,55.23445458,66.9997632,67.98876881,82.43977582,8.798805514,8.844217699,11.4157663,12.51746307,11.4157663,828546.33,761414.0,74808.67,463305.67,Medium
825,305648,Century Bank,3.732164977,0.500068817,3.23209616,0.330920533,1.95308001,0.054071983,1.055376956,1.046833583,1.360451081,11.33312962,-2.7396201760000003,0.034777011000000004,277.7777778,57.81049936,5.6631875,124.1735537,94.52053283,1.404773978,143.0210325,0.577192615,0.98221496,57.93888159,74.09043439,75.88205536,78.20021852,9.131341669,10.04411913,13.15213077,14.25169418,13.15213077,92469.33,87188.0,8541.33,51758.33,Medium
826,58636,Century Bank,4.972289404,0.564136412,4.408152992,1.090626484,3.5228025730000003,0.08890976800000001,1.093557213,1.116970118,1.409384465,10.85463272,10.05461557,0.117376489,113.4453782,70.57659322,2.781774775,7.370283018999999,88.65491925,1.4630613,238.0952381,0.467327554,0.614485746,66.5260042,82.06241661,87.06914091,81.06756656,10.27440515,10.86121043,14.32842122,15.57892198,14.32842122,303678.67,268729.33,31249.33,202766.33,Medium
827,944337,Century Bank and Trust,4.296166922,0.466158017,3.830008905,0.811196963,2.901894419,0.0,1.189014726,1.189014726,1.469996845,13.00704577,3.438444677,0.25855700000000004,0.0,66.3761801,4.678132075,73.564753,94.09617611,1.181383557,157.3264781,0.485599397,0.7509120979999999,61.94013898,71.10710863,73.14871707,87.10822333,9.274787147,10.36165726,14.93899472,15.99019793,14.93899472,251973.33,234255.33,23033.67,151610.67,Medium
828,694847,Century Bank and Trust,4.18641347,0.201972913,3.984440557,1.6093715240000002,3.655126494,0.31881895600000004,1.071364535,1.071364535,1.291216774,8.846191709,4.902972962,0.041234349,1170.731707,69.42096632,2.643684211,44.57532548,91.37003119,1.29200231,83.22824716,1.159001924,1.552360351,66.9234853,77.17420002,78.27912753,86.71743314,12.13285553,12.55571771,15.21536461,16.2716815,15.21536461,301111.33,276274.67,36467.67,198863.33,Medium
829,377908,Century Bank and Trust Company,2.84037756,0.8091348209999999,2.031242739,0.316583007,1.458413763,0.0374753,0.712530373,0.720441825,0.760956788,11.85087446,10.30975393,0.001002323,8181.818181999999,64.86111111,11.56643839,13.00427696,95.07342395,1.221814961,1864.285714,0.029829727,0.065537967,44.95907325,56.75456054,63.43611507,79.21667056,6.156703995,6.628686101,11.82736681,12.8353766,11.82736681,4803163.67,4568336.33,291995.33,2194901.33,Medium
830,2939001,Century Bank of Florida,4.839347053,0.8936985140000001,3.945648539,0.351432863,3.2488015810000004,0.0,0.481593183,0.481593183,0.481593183,5.641103827,1.982009453,-0.033595801,0.0,87.09002094,4.6914375,64.86486486,83.43791215,1.277921861,104.9828179,1.6825866269999998,1.217267632,62.88184592,80.31068688,90.78686696,78.29822949,8.761973276,8.972452189,13.17880411,14.36000541,13.17880411,76828.33,65794.0,6559.0,47625.0,Medium
831,2921211,Century Bank of Georgia,4.153627941,0.31158001,3.842047931,0.716990948,2.655717578,0.0,1.175273823,1.175273823,1.56386391,11.35424637,6.294312675,-2.031536455,0.0,62.93793794,5.683647059,44.56424079,90.77125292,2.639012267,2185.123967,0.6370184839999999,0.120771741,50.47763449,56.33359514,58.00484043,89.60485190000001,10.20523276,10.79423829,20.00097694,21.26709652,20.00097694,189402.67,172668.33,19605.0,95297.33,Medium
832,2920287,"Century Bank of Kentucky, Inc.",4.388589667,0.687102423,3.701487244,0.404528036,2.3177585,0.0,1.692971426,1.692971426,1.692971426,16.74458738,12.45877037,-0.106120228,0.0,57.78894472,5.714083333,25.595238100000003,97.49959894,1.189490816,105.4410552,1.067537809,1.128109742,77.47378553,93.8030283,104.737776,82.59198763,10.48651723,10.67839828,15.00216955,16.25243443,15.00216955,138927.33,135351.0,14046.33,105540.67,Medium
833,904359,Century Bank of the Ozarks,5.320023927,0.350181945,4.969841982,0.748502698,3.159968405,0.055319204,2.035520912,2.035520912,2.035520912,22.31252007,1.769656334,0.307320664,22.79069767,60.18060632,3.451058824,92.06877427,90.11272471,1.7868853619999998,304.9338147,0.521010886,0.585991214,79.13286062,88.76008514,90.70701939,89.1536556,9.410581578,9.289911375,11.25545027,12.51152441,11.25545027,177153.67,160488.0,16161.33,139919.0,Medium
834,401072,Century Savings and Loan Association,3.02419366,0.642641153,2.381552508,0.185129966,2.150835784,0.0,0.237132765,0.237132765,0.262094109,1.7919837019999998,1.7919837019999998,0.0,47.6072566992661,89.13793103,5.9616875,0.0,93.36177886,3.0341692910000004,101.3315579,0.787319027,2.994298473,25.49613679,29.70381679,38.86722496,85.83454768,13.29321606,13.82867644,49.87572494,51.14483694,49.87572494,96148.67,89941.33,12723.33,24794.0,Medium
835,392778,Century Savings Bank,3.365752693,0.369034882,2.9967178110000003,0.262051138,2.1607025280000003,0.223918485,0.596066573,0.590169313,0.622094325,4.573935817,4.573935817,0.274657998,176.57342659999995,71.71449595,5.874947368,0.0,91.28054899,1.415760212,109.1966173,0.7030298140000001,1.296523872,48.33055615,59.68167047,60.93087344,80.98056869,12.97324052,14.63999427,24.29848951,25.44889618,24.29848951,451057.0,414053.0,58199.33,208259.0,Medium
837,767974,"Cf Bank, National Association",4.345262162,0.977852377,3.367409785,0.454985229,2.568810632,0.0,0.913031755,0.913031755,1.138419728,9.910557838999999,9.910557838999999,-0.0048643440000000005,0.0,69.29190751,6.344011364,0.0,96.70035986,1.385198752,1799.226804,0.069500047,0.076988557,89.0227541,101.4830712,126.4325709,87.7217777,9.160571978,9.568537581000001,10.71645672,11.96958056,10.71645672,522654.33,504779.67,48150.67,452270.67,Medium
838,2471239,CFG Community Bank,5.829651235,0.841929347,4.987721888,3.424735984,4.2544937030000005,0.279872075,3.510724078,3.510724078,3.510724078,20.24104048,17.10699482,0.105279342,332.8990228,52.88310981,6.580268293,15.48361934,93.09873198,2.453448414,88.18604083,2.037997314,2.782127864,70.87980449,91.97409831,107.505575,77.06496263,16.367113800000002,15.46371065,17.66698973,18.96742817,17.66698973,730333.67,676541.33,126673.33,583210.33,Medium
839,100777,CFSBANK,3.4220749880000003,0.73412013,2.6879548580000003,0.305661113,2.212252234,0.055864955,0.364055953,0.286507414,0.37349713,1.951528967,1.951528967,0.004821075,2000.0,80.74570347,6.478337662,0.0,90.48256728,0.495301767,66.75824176,0.437822754,0.7419335109999999,58.71876704,69.43564044,77.36690298,84.56574558,14.76388844,14.80068396,28.26526486,28.82146045,28.26526486,501208.67,453876.67,73583.33,290391.67,Medium
840,3597211,"Chain Bridge Bank, National Association",2.819323172,0.318756724,2.5005664480000003,0.088234754,1.578893048,-0.010180933,0.7835924870000001,0.79298157,0.960118556,11.85231024,10.36865799,0.0,47.6072566992661,62.71624354,16.62246,12.51783167,97.23663044,1.398175248,1089.849550892263,0.0,0.0,27.64452434,29.42800092,30.12815217,93.9395252,5.888659079,7.000606966,20.11152235,21.33324334,20.11152235,707204.33,687044.33,47315.67,234805.67,Medium
841,517049,Chambers Bank,4.975985512,0.84470495,4.131280562,0.29223957100000003,2.496445136,0.138269329,1.479684412,1.479684412,1.479684412,12.31795156,3.885330264,-0.01415549,-1161.702128,60.67581707,5.13578125,68.45798391,92.90796799,1.30164747,275.8961681,1.4557181540000002,0.471788891,82.38425264,103.1656555,114.5226475,79.85627795,11.72679424,11.56480459,12.53334678,13.74977178,12.53334678,789763.0,730669.33,94869.67,664053.33,Medium
842,416357,Chambers State Bank,4.143790191,0.292147283,3.851642909,0.3022588,1.638047688,0.0,2.265315949,2.265315949,2.392069639,8.375556592999999,8.375556592999999,0.0,47.6072566992661,40.64516129,6.1649,0.0,96.25298058,0.972775943,391.7431193,0.17680741,0.248319854,70.50884848,101.2555615,112.0800351,69.63454395,27.55275836,28.15748031,35.48804947,36.38016045,35.48804947,61536.67,59559.0,16643.67,42988.67,Medium
843,2901558,Champion Bank,4.911493393,0.5443364079999999,4.367156985,5.506696347,6.174506441,0.0,3.1675364010000004,3.1675364010000004,3.1675364010000004,16.43161382,16.43161382,-1.534907985,0.0,66.09375,2.263083333,0.0,85.85447583,3.408031491,100.4069176,4.2825054310000015,3.3942198130000003,51.50421622,64.93651199,67.34394184,79.31472549,20.36675627,20.91747977,36.7142383,37.98871557,36.7142383,54806.0,48132.0,10565.0,30881.33,Medium
844,126012,Champlain National Bank,4.379108663,0.289019864,4.090088799,0.629837984,2.966083612,0.322076242,0.824622538,0.823680167,1.071201723,10.89603518,9.183913791,0.423856171,105.8823529,68.02079059,4.648630137,15.71325127,91.37616031,1.440294894,1519.313305,0.097834095,0.094799071,71.38441137,79.66659103,90.71990053,89.60394873,7.493148667000001,8.388156928999999,11.97901389,13.23197868,11.97901389,335324.33,305861.33,25348.67,240647.67,Medium
846,947776,Charles River Bank,3.912718777,0.6727364240000001,3.2399823530000003,0.525584297,3.179269719,0.013740766,0.218263479,0.204393893,0.240463404,2.519362305,2.519362305,0.007969503000000001,228.5714286,92.15832711,5.335883721,0.0,90.34226366,0.638339066,231.1340206,0.211381476,0.276177027,76.04982501,93.82295851,103.0405924,81.05673304,8.215983926,8.343418706,12.74313856,13.49688443,12.74313856,232883.67,210186.33,18893.67,175669.67,Medium
848,1893049,Charles Schwab Signature Bank,2.01052667,0.155348729,1.855177942,0.0,0.209031389,0.0,1.24434763,1.24434763,1.6419863069999998,21.05449472,21.05449472,0.10805572558951174,47.6072566992661,11.29278177,196.5342653,0.0,99.7887682,1.2956304557079985,1089.849550892263,0.0,0.9863349770086414,0.0,0.0,0.0,94.34548413,5.539762033,7.105326767999999,24.00699722,24.00699722,24.00699722,5385794.0,5373716.33,318307.33,666556.7231203537,Medium
849,2232757,Charlevoix State Bank,3.930295245,0.138984354,3.791310892,1.043020211,2.822475906,0.0,1.726777906,1.719403015,1.719403015,19.76944131,7.268176952999999,-0.014606403,0.0,62.04261232,4.992131579,63.23529412,92.22566038,1.126920575,169.8895028,0.406429065,0.663325607,56.88794471,62.70489184,63.18658477,90.72329613,8.793838725,9.756785766,15.37743829,16.44997864,15.37743829,189833.33,175559.33,16510.33,109541.0,Medium
850,1158878,Charlotte State Bank & Trust,3.712029059,0.059979932,3.652049127,1.867280833,3.068137433,0.0,2.309049524,2.309049524,2.309049524,27.67482405,13.01736941,-0.028919047000000007,0.0,57.05841098,4.488595238,52.96313579,96.13730035,1.777904351,6992.0,0.255939657,0.025427694,51.22506246,56.02759317,56.18879715,91.42827589,8.288201314,9.348830995,17.19168423,18.44710761,17.19168423,371235.0,356786.0,30974.0,193644.0,Medium
851,2705112,Charter Bank,3.885027793,0.596667492,3.288360302,0.341885385,2.183001497,0.067110835,0.950947868,0.950947868,1.204196301,8.954334088,2.396566114,0.0,47.6072566992661,63.19648094,7.297136364,73.23568575,94.41624049,0.660636439,365.9574468,0.11710696,0.180522748,64.44246498,72.22625597,76.49320497,89.22304515,10.49228527,11.07324185,15.35916698,15.96938278,15.35916698,157947.67,149497.0,16774.0,102316.33,Medium
852,3715800,Charter Bank,4.744398988,1.014876074,3.729522914,0.258568102,3.264588031,0.0,0.290391868,0.290391868,0.365973313,3.156074362,3.156074362,0.485411974,0.0,89.91964938,3.788463415,0.0,90.64682895,0.940208747,45.30612245,2.250091742,2.075235523,67.7628487,84.59232469,103.5017159,80.10519742,8.882551005,9.412509598,12.5235253,13.41883099,12.5235253,150830.67,136371.33,13878.0,103829.33,Medium
853,160650,Charter Bank,4.472567433,0.8367543609999999,3.635813072,0.30155052,1.749361882,0.0,2.000423439,2.036618723,2.039385241,16.25505682,8.913232424,0.001547865,0.0,46.61792714,9.391247312,45.16640254,95.10033364,1.288435697,302.60621210000005,0.32070585100000004,0.425779659,74.35154674,91.44955865,110.7732408,81.30334125,12.55618936,12.40067948,15.319164,16.51935657,15.319164,867516.33,823419.67,108692.33,646051.0,Medium
854,814458,Charter Bank,6.3492020789999986,0.246056305,6.103145774,0.689129434,2.88071249,0.506623727,3.143490417,3.143490417,3.143490417,29.602773,5.60534319,0.015437332,6081.818182,44.10946197,5.227942308,81.06480366,95.84003119,1.913498118,98.45201238,1.133333088,1.943584566,53.96556227,61.14626054,68.11447514,88.25652099,10.40893424,9.74802267,15.33413515,16.58940436,15.33413515,264101.33,252787.67,28044.67,142511.67,Medium
855,582953,CHARTER WEST BANK,4.764861824,0.7791540229999999,3.985707801,2.228335941,4.891775852,0.083835062,0.8593093829999999,0.8593093829999999,0.8936817579999999,8.958744762,5.593752827,0.057633055,192.3076923,83.34523639,2.714033333,37.56097561,91.77853379,1.274280429,29275.0,0.003275158,0.004352794,74.28386616,86.53484801,99.79320662,85.84271871,9.454972714,9.479798985,11.83385093,13.0615942,11.83385093,238563.67,217928.67,22882.67,180452.0,Medium
856,551070,CharterBank,4.5572858510000005,0.517058183,4.040227668,1.218145999,2.876502243,-0.04255001,1.463112485,1.463112485,2.012980184,11.24031008,11.24031008,-0.12568533199999998,47.74897681,58.446412,4.737319767,0.0,89.99421958,0.985810908,714.5431945,0.112724421,0.137963795,70.85935649999998,86.02522461,91.52037421,82.37044055,13.47372852,11.29467123,14.76068548,15.70059565,14.76068548,1645123.0,1477590.0,214140.0,1166405.0,Medium
858,2915126,Cheaha Bank,5.024670207,0.596759226,4.427910981,0.517170634,2.709459916,0.0,1.576549684,1.636553344,2.004407026,12.80513753,2.553290263,0.06245733,0.0,58.38482847,4.607454545,80.06042296,92.86285072,1.519682248,608.0,0.13564973800000002,0.249947738,53.44648988,62.3222667,74.36020616,85.75825737,12.5261434,13.43083589,20.97386695,22.22471945,20.97386695,202254.33,188350.67,25849.0,108874.33,Medium
859,345309,Chelsea Groton Bank,3.68976844,0.198632567,3.491135873,0.744322797,2.938367548,0.047736539,0.8088552529999999,0.904607405,1.1084057040000002,6.077713941,6.077713941,0.048859894,132.6530612,73.87029772,5.0475,0.0,92.5441938,0.866495975,83.66365662,0.867215994,1.03568982,73.50011257,91.17874758,95.0797863,80.61101355,14.74375253,14.49654638,18.27360198,19.11528619,18.27360198,1089312.33,1008898.0,162133.33,802294.0,Medium
860,771748,Chelsea Savings Bank,3.917245034,0.49923924,3.418005794,0.275855836,2.030840513,0.0,1.410503355,1.4249730930000002,1.504514347,8.405152297999999,4.212558515,0.0,47.6072566992661,57.69230769,5.008043478,49.88123515,95.12176065,0.8352551309999999,238.121547,0.79263793,0.35076839600000004,44.42418718,52.29432805,55.07598915,84.95029735,13.36892825,13.60619469,25.15922086,25.82709621,25.15922086,118177.67,112170.67,20035.33,50866.0,Medium
861,711548,Chelsea State Bank,3.927000073,0.166490326,3.760509747,0.43298112,2.342871066,0.0,1.632372914,1.632372914,1.632372914,14.75834141,9.653952648999999,-0.126190337,0.0,58.93653516,5.992714286,34.58646617,94.42656559,2.137728836,788.0851064,0.3640475,0.271256089,57.7449488,65.41013455,65.79311897,88.28134844,11.21600038,11.52803142,18.50231672,19.76177227,18.50231672,293315.33,276292.33,32442.67,171170.0,Medium
862,542649,Chemical Bank,4.203489174,0.654219488,3.549269686,0.781067993,2.010907065,0.160392644,1.4657601530000002,1.465726105,1.75419574,10.65882397,7.711181109,0.107231574,205.5584416,50.48672761,6.353676812000001,27.65448487,88.7031803,0.6837911520000001,94.67083156,0.58756982,0.72228282,71.7388833,99.7357846,119.4093586,71.92893061,13.61990774,8.659917375,10.69104537,11.40368126,10.69104537,19736566.0,17485569.0,2714033.0,14361441.67,Medium
863,884303,Chemung Canal Trust Company,3.971942802,0.204758805,3.767183997,1.251959065,3.415245629,0.36084151,0.796356415,0.797117813,0.989699784,9.495615416,6.014542961,0.6936695890000001,66.95007629999999,70.74866838,4.660125683,36.65978774,92.99592051,1.4713945030000002,153.5365377,0.8021195990000001,0.958335081,77.12701527,88.70441997,105.0298407,86.94833391,8.377667527,7.941269387,10.19287807,11.4459975,10.19287807,1702132.33,1587233.33,142887.0,1322531.67,Medium
864,205542,Cherokee State Bank,4.176453283,0.677086009,3.499367275,0.393539315,1.87541839,0.11760945,1.4384540469999998,1.4384540469999998,1.79037771,13.47019846,8.031288136,0.048585357,371.4285714,49.56958393,7.496866667000001,40.37735849,97.12146408,1.294237008,206.2765957,0.417952389,0.6274279460000001,65.7514695,81.49444227,94.07479977,80.68215165,10.54529448,11.42912967,14.94737843,16.10737059,14.94737843,221070.67,214153.0,23607.67,144076.33,Medium
865,214722,Chesapeake Bank,4.800089675,0.535591256,4.26449842,2.740463462,4.799848573,0.103461328,1.549416657,1.552929295,1.777263735,14.03356745,11.29709021,-0.033254995,-471.2643678,71.89129942,3.957729064,19.49951251,92.07997321,1.260061144,129.61373390000003,0.975207208,0.97216638,64.80205223,75.27314840000003,85.44139271,86.08920128,11.11898026,11.02881216,14.16575279,15.2564995,14.16575279,792566.67,731528.0,87704.0,523229.67,Medium
866,204077,Chesapeake Bank of Maryland,4.217147224,0.521999824,3.6951474,0.328710723,2.94843558,0.166015517,0.523502263,0.523502263,0.6928380909999999,4.337261015,4.337261015,0.10194979,208.3333333,77.44186047,4.185840909,0.0,94.39995222,0.7931487859999999,165.8246657,0.835066268,0.478305675,75.79067962,86.50405597,92.42284799,87.61517453,11.95480435,12.20665868,17.09216554,17.98586847,17.09216554,180706.0,170115.0,21811.0,141246.0,Medium
867,86554,Chester County Bank,4.313242384,0.398473027,3.914769357,0.504910395,2.832011375,0.03666947,1.030101827,1.032386617,1.269327808,9.904379441,7.198264839,-0.015986781999999998,-650.0,68.48567531,2.83512,27.32240437,92.40949237,0.91684605,47.22792608,0.7153136379999999,1.941321853,35.06870961,39.26760296,43.06082497,89.30697819,10.41225768,11.24716617,26.87959866,27.64882943,26.87959866,70903.67,65751.0,7390.67,25020.67,Medium
868,231279,Chester National Bank,3.178258867,0.266134398,2.912124469,0.29264032,2.194802401,0.0,0.587640643,0.587640643,0.7835208570000001,6.002169459,1.301675304,0.0,47.6072566992661,73.69255151,5.1986875,78.31325301,92.0857428,0.957117388,1133.333333,0.043280155,0.08445153400000001,50.75800382,56.41594398,58.27386786,89.97102634,9.926784405,10.22260357,21.03496295,22.04953499,21.03496295,84745.67,78156.0,8297.0,41877.67,Medium
872,504142,Chillicothe State Bank,3.63990071,0.231809395,3.408091315,0.35990278,2.18901907,0.02337031,1.385080394,1.385080394,1.37729029,16.21474228,9.648592427,0.002881194,1500.0,60.98090278,4.652703703999999,40.49493813,95.15375369,1.604047489,128.86836029999998,0.6893642090000001,1.244717854,54.49479793,61.9338846,62.21644612,87.9886645,8.803324232000001,9.155286971,18.42986248,19.68565815,18.42986248,128368.0,121651.67,10965.33,69415.67,Medium
873,562076,Chinatown Federal Savings Bank,5.025168139,0.528132838,4.497035301,0.209350481,3.720112866,0.0,0.456353926,0.456353926,0.7726388259999999,2.389684136,2.389684136,0.0,47.6072566992661,82.80254777,4.538275862,0.0,95.52769546,0.86659989,30.1369863,1.941341843,2.875535998,66.92728516,88.30552994,88.78708156,75.79059342,19.39290327,19.18950415,29.21722606,30.09982142,29.21722606,132791.67,126483.33,25359.0,87462.67,Medium
874,2925620,"Chino Commercial Bank, N.A.",4.394015508,0.329467964,4.064547544,0.6917443609999999,2.664534363,0.123743126,1.156288228,1.156288228,1.6198178069999998,10.58348419,8.912407743,-0.022214407,-871.4285714,60.44638748,4.463311111,15.78947368,91.54937291,1.722899661,1089.849550892263,0.0,0.0,63.36103242,74.49642036,77.18293800000002,85.05245234,10.95250661,11.63195085,16.03402191,17.28841628,16.03402191,197182.67,180290.67,21543.0,126044.33,Medium
875,779650,Chippewa Valley Bank,4.512000748,0.55060768,3.961393068,0.436356824,2.592136366,0.026004578,1.5384308530000002,1.5384308530000002,1.548832684,17.07343047,6.868621452999999,0.012574787,263.1578947,61.220669,4.545735632,59.77011494,93.8752753,0.982405257,49.13350449,1.650403688,1.999460993,78.03751906,97.41487065,102.7616473,80.10842548,8.930436256,8.769781026,11.64814283,12.69463697,11.64814283,384547.67,362145.33,34650.33,302192.0,Medium
876,372855,Chisholm Trail State Bank,3.235620665,0.13265468,3.102965986,0.296414981,2.956138594,0.0,0.192269177,0.192269177,0.213632419,2.312261247,-1.926884372,0.0,47.6072566992661,93.26032013,4.137888889,183.3333333,92.68682366,1.7976254,108.45070420000002,0.667275315,1.657550694,39.53304154,43.04572832,43.04572832,91.83963911,8.103971429,9.323166206,18.91359106,20.16756106,18.91359106,74895.0,69353.0,6227.67,29443.33,Medium
877,3455236,Choice bank,4.521844268,1.4243782930000002,3.097465975,0.29261581,1.604651265,0.149548114,1.0568066740000002,1.0568066740000002,1.450118214,11.02042938,8.421271508,0.0,47.6072566992661,50.07778469,10.22310256,23.58490566,93.2460666,1.259882113,914.1891892,0.399798345,0.137814156,79.78761026,125.9044656,171.2684398,63.37154911,9.848984577000001,9.872494719,13.18657527,14.43798256,13.18657527,401208.67,377147.0,38474.0,333096.67,Medium
878,826956,Choice Financial Group,4.874713959,0.629694305,4.245019654,1.144663747,2.782423129,0.0,1.7651040130000002,1.764979319,2.382138068,16.00564878,5.758426494,-0.001698399,0.0,52.65120259,5.425260684,64.02253622,95.43469887,1.030402815,135.0155465,0.773998807,0.7631734579999999,85.4185588,96.72426665,102.4987665,88.31140494,11.24984344,10.59851761,12.45088922,13.50499697,12.45088922,1267097.0,1199947.33,139725.67,1059821.33,Medium
879,324340,ChoiceOne Bank,4.168425247,0.33174808100000003,3.836677166,1.047328861,3.1737527,0.011118141000000002,1.104317274,1.108319805,1.313211256,9.793226506,5.599738286,-0.023380254,-74.46808511,70.63273241,3.993859873,42.82029235,89.84236949999998,1.148889579,408.6842105,0.210354748,0.28111915,63.92982221,75.76418512,85.01631979999998,84.3800037,11.39184991,9.80297729,12.16495851,13.11077865,12.16495851,629601.67,565489.33,71253.33,402048.67,Medium
