,Fed RSSD,Bank Name,Yield on Earning Assets,Cost of Funding Earnings Assets,Net Interest Margin,NonInterest Inc to Ave Asset,NonInterest Exp to Ave Asset,Loan Lease Loss Prov to Assets,Net Op Inc to Assets,Return On Assets,Pretax ROA,Return on Equity,RE to Ave Equity,Net Chargeoffs to Loans,Credit Loss Prov to Chargeoffs,Efficiency Ratio,Assets per Emp,Cash Div to Net Inc,Earning Assets to Total Asst Ratio,Loss Allow to Loans,Loan Loss Allow to noncurr Loans,Noncurr Assets Other RE,Noncurrent Loans to Loans,Net Loans Lease to Tot Assets,Net Loans Lease to Deposits,Net Loans Lease to core deposits,Tot Dom Deposits to Tot Assets,Equity to Assets,Core Capital Ratio,Tier 1-based risk capital ,Total risk based  Capt ratio,Common Equity tier 1,Average Total Assets.1,Average earning assets,Average equity,Average Total Loans,Bank Size
0,746223,1880 Bank,4.1471037389999985,0.276009347,3.871094393,0.529423043,2.628800041,0.042353843,1.029656276,1.029656276,1.358184737,7.2697633810000015,7.2697633810000015,0.07686713,77.08333333,63.30965909,7.163125,0.0,90.02762993,0.721624605,34.18931584,1.7403949630000002,2.110672844,72.98345112,87.11254135,92.71270916,83.78064741,14.57668034,13.23228558,18.22083906,19.06232318,18.22083906,349437.0,315931.33,49492.67,249781.67,Medium
1,3317192,1st Advantage Bank,4.588861641,0.990295003,3.5985666380000003,0.179365126,2.984162651,0.118262721,0.421803704,0.421803704,0.421803704,4.134866197,4.134866197,-0.045891205,-300.0,84.67561521,5.589833333,0.0,92.76066669,0.91104337,2922.222222,3.227088862,0.031176389,85.2887683,108.6238323,123.8865871,78.51754674,10.38194341,10.38130138,12.10979921,13.02132674,12.10979921,101469.0,94315.33,10351.0,87162.67,Medium
3,419255,1st Bank & Trust,4.760829832,0.352438305,4.408391527,0.8636076340000001,2.259377158,0.07923005799999999,2.522156851,2.5393233630000003,2.5393233630000003,26.00171857,13.49439165,0.035823969,375.0,46.48193426,3.678857143,48.10192408,91.5851196,1.290111403,1484.415584,0.049834317,0.08691039199999999,56.60013462,62.90161329,64.08247906,89.98200787,9.799238894,10.19546592,19.5293234,20.78112286,19.5293234,151457.67,137329.0,14791.33,89325.67,Medium
5,148470,1st Bank of Sea Isle City,3.809204503,0.201163136,3.608041367,0.182899676,2.95979388,0.027832559,0.418283606,0.418283606,0.532794707,4.192960689,4.192960689,0.0,47.6072566992661,84.07499435,6.355125,0.0,92.15790405,0.588207586,60.87751371,0.889046242,0.966214864,66.41844181,75.69354781,80.3272293,87.74650381,9.978560611,10.24066758,18.42091905,19.14534129,18.42091905,251504.0,232647.0,25089.67,166249.0,Medium
6,3048487,1st Bank Yuma,5.052531651000001,0.106564486,4.945967165,0.915341311,3.478047568,0.143411786,1.363659023,1.363659023,1.7795532019999998,13.00225057,1.950040324,0.049776779000000014,389.8305085,63.71507735,4.948537313,85.00228624,90.55562928,0.998879074,113.5268077,0.633083197,0.879861853,68.99400396,77.52431626,81.5244198,88.99659782,10.26746936,9.843739372,12.1069003,12.99025759,12.1069003,320754.67,290903.67,33640.33,237058.33,Medium
7,941653,1st Cameron State Bank,3.03946475,0.228479127,2.810985623,0.173803559,2.543548236,0.0,0.270732467,0.270732467,0.344264742,3.180418048,3.180418048,0.00758572,0.0,88.0787037,3.903133333,0.0,96.66080243,0.966108298,116.9811321,0.362102243,0.8258667709999999,43.42152459,55.34101051,58.21920945,78.46174868,8.770731207,8.733587319,22.97950416,24.08932247,22.97950416,59837.67,57773.33,5093.67,26365.33,Medium
8,3594797,1st Capital Bank,3.910675883,0.116916384,3.793759499,0.328432773,2.648954715,0.006716417,0.923171464,0.923171464,1.268731099,10.33788993,10.33788993,-0.011057698,-80.0,67.49957214,7.007356322000001,0.0,94.98835378,1.3519543669999998,3243.939394,0.032478184,0.041676314,76.8760252,84.76815083,85.48729548,90.68975133,8.966931304,9.346423809,12.74214199,13.99550147,12.74214199,595555.67,564506.0,53183.0,452173.67,Medium
9,2920773,1st Colonial Community Bank,4.113325805,0.67939073,3.433935075,0.597128077,2.491861398,0.218181413,0.924214983,0.924214983,1.223519875,12.76192965,12.76192965,0.102157307,294.5,63.34871457,8.923548387,0.0,97.12612515,1.300316963,234.7651007,0.44698695,0.55388001,71.98604634,78.33530350000002,94.05316305,91.89476919,7.263131258,7.541534026,11.43313023,12.68599905,11.43313023,539917.67,524587.67,39100.67,391553.0,Medium
10,338945,1st Community Bank,3.933828683,0.570168994,3.363659689,0.114167579,2.709165805,0.018513662,0.456670318,0.456670318,0.462841538,4.866820125,4.866820125,0.0,47.6072566992661,84.91295938,3.738941176,0.0,91.17554514,0.990699993,85.10242086,0.844844404,1.164126688,71.85425254,84.07488541,96.66031746,85.46458576,9.54501117,10.24473534,13.07268656,13.99463374,13.07268656,64817.0,59280.67,6082.0,46034.33,Medium
11,1412619,1st Constitution Bank,4.540404799,0.552944518,3.987460281,0.697607924,3.188046834,0.080164343,0.885463263,0.887152058,1.17627812,7.590190669,5.58442944,-0.008461109,-1285.714286,70.54577535,6.434314136,26.42570281,93.77454323,0.934664756,95.34387973,0.8374601490000001,0.980309128,73.29037539,94.10005245,96.87468742,77.885584,11.26706126,11.25224939,11.60088798,12.37373485,11.60088798,1122693.67,1054355.33,131222.0,827314.67,Medium
12,2531562,1st Equity Bank,4.035559576,0.80917614,3.2263834360000003,0.158499532,2.032756504,0.0,1.204596447,1.204596447,1.222427644,8.280180611,0.108949745,-0.002358036,0.0,62.44674376,8.257,98.68421053,95.09204311,1.238338582,22.81585286,4.609220458999999,5.427535801,83.87126075,108.9689627,117.89833590000002,76.96802713,14.82580437,14.80801992,18.55008776,19.80149259,18.55008776,100946.67,96888.67,14685.67,84816.33,Medium
14,535575,"1st Federal Savings Bank of SC, Inc.",4.2361891589999985,0.214897059,4.021292099,1.0354257,4.382445117,-0.058432602,1.867505946,1.902565507,0.551603759,25.94972321,25.94972321,-0.265080295,29.06976744,90.53597296,3.269592593,0.0,94.18094904,1.67232223,270.68965519999995,0.501818099,0.617800569,73.19747618,81.9578149,82.84040357,89.31116120000002,7.573715152999999,9.874333052999999,17.97252689,19.23543819,17.97252689,85568.67,80969.0,6273.67,64886.0,Medium
15,526452,1st Financial Bank USA,21.13563918,2.494129546,18.64150963,2.69641033,14.33819162,2.575250042,1.349986934,1.349986934,1.927873993,5.969652602999999,5.969652602999999,4.775715391,70.21862348,76.09973679,1.817030137,0.0,86.71699718,4.994478575,194.6229961,1.976430002,2.566232498,72.77387759,103.2203426,390.4161004,70.50342573,23.29437167,23.37642687,26.54437866,27.83283564,26.54437866,673488.0,583289.67,152303.67,517200.0,Medium
16,480723,1st National Bank,4.053847025,0.716716957,3.337130068,2.212760575,4.745899235,0.07889908,0.382540996,0.382540996,0.382540996,4.042106114,1.73052668,0.005003266,2200.0,91.13865932,2.502911765,57.1875,90.14089472,0.906676874,70.97378277,1.168638879,1.2774814,73.01260884,84.96297664,92.24636444,85.93461733,9.328546751000001,8.831082107,12.35476967,13.461407800000002,12.35476967,167302.33,150129.0,15833.33,119921.67,Medium
17,1018927,1st Security Bank of Washington,5.280380394,0.648837349,4.631543045,1.884352373,4.148692681,0.152071209,1.673344066,1.691602116,1.993273377,13.72053223,12.98200712,-0.003406674,-5333.333333,65.67670768,3.368196429,5.3826272610000006,94.6396351,1.220573483,1845.454545,0.05540269,0.06613945,82.74405018,105.9416884,125.2130729,78.10339008,11.77947785,12.23078527,14.32429587,15.57467715,14.32429587,1052138.67,996860.0,129718.0,880624.33,Medium
18,991340,1st Source Bank,4.41691716,0.607661138,3.809256023,1.625745389,3.018391566,0.282762622,1.4206019769999998,1.411643829,1.802739079,12.07911937,5.898234917000001,0.020399498,1796.033403,58.96806528,5.36274618,51.16999232,91.68678465,2.124706429,280.9716047,0.582430985,0.7561996990000001,75.11183153,92.87738888,108.9238053,80.87203187,11.37708029,10.66253443,11.75774747,13.015872900000002,11.75774747,6084962.67,5574159.33,711128.0,4696194.0,Medium
19,3223305,1st State Bank,4.485369555,0.32813573100000004,4.157233824,0.476389703,2.925949806,0.097143088,0.997076654,0.997076654,1.263637287,10.8854873,9.952203123,0.6077025389999999,21.96836555,68.25598259999998,4.1336451610000005,8.573655495,91.63707733,1.314448425,89.19786096,1.234168078,1.473632228,73.2946786,87.98767149999998,90.97222559,83.3010777,9.540123143999999,9.534042644,10.62122684,11.70633544,10.62122684,257352.33,235878.0,23572.67,187262.67,Medium
21,526519,1st Summit Bank,3.791254639,0.909803808,2.8814508310000004,0.493403161,1.982159785,0.025252918,1.090514227,1.120258279,1.281294193,12.56591276,8.622042097000001,0.016152596,317.0731707,60.90485854,5.792320225,31.38546905,95.71575304,1.151771481,222.331567,0.301251269,0.518042263,48.89494323,55.79877937,59.53953157,87.62726314,8.887591377,9.476279752,17.56177742,18.96401274,17.56177742,1029584.0,986586.33,91788.0,507658.33,Medium
22,3309393,"1st Trust Bank, Inc.",4.218762321,0.893694199,3.325068122,0.353231113,2.540015908,0.101503193,0.623635619,0.623635619,0.793348959,7.448356125,7.448356125,0.039959307,312.5,73.94799054,5.143469388,0.0,93.47498314,0.896750753,49.75450082,1.6426615880000002,1.802351021,79.98135143,91.51151969,132.9120017,87.40030949,8.339086617000001,8.541870884,10.94775314,11.89467564,10.94775314,246297.67,228266.0,20622.0,200203.67,Medium
23,350572,1st United Bank,3.679303159,0.242848638,3.4364545210000004,0.956221903,2.95707883,0.163224222,1.028312602,1.028312602,1.031033005,8.530483219,1.794109566,0.0,47.6072566992661,64.97378768,4.682935484,78.96825397,92.6631352,0.670529921,146.3722397,0.479434598,0.458099105,47.34761075,53.94322757,54.69744716,87.77304007,12.02306246,10.19122259,17.08260648,17.63323721,17.08260648,147037.0,136710.67,17724.67,70707.33,Medium
24,340256,21st Century Bank,4.057031019,0.6637730860000001,3.393257932,0.25084288600000004,2.172623061,0.157338728,0.7795010109999999,0.7795010109999999,1.099123399,6.483293647999999,6.483293647999999,0.137492413,148.30508469999995,63.35867855,7.226253967999999,0.0,93.85024624,0.567818825,71.57818707,3.388438103,0.793284726,76.23722142,86.74374489,128.013588,87.88786040000002,11.91049392,12.45247212,17.36631347,17.98782687,17.36631347,444900.0,416708.67,53491.33,343291.67,Medium
25,455253,5Star Bank,4.914571726,0.503609718,4.410962008,0.365574869,2.624058965,0.060107997,1.42485515,1.42485515,1.90177762,8.092906114,8.092906114,0.0,47.6072566992661,55.88740868,6.021361111,0.0,95.44030742,1.13344122,1143.670886,0.072888651,0.099105541,72.71288791,87.74599039,92.60865222,82.86747644,16.80959916,17.12640645,21.0456183,22.11104756,21.0456183,202968.0,194198.0,35735.0,153629.67,Medium
26,671370,A J Smith Federal Savings Bank,2.880895477,0.34552619799999995,2.535369279,0.233586245,2.138611843,-0.051908054,0.356089253,0.356089253,0.470286973,2.348993289,2.348993289,-0.037298538,263.1578947,83.63784003,5.173432432,0.0,91.36335853,0.75500646,57.89473684,0.790943333,1.304102067,51.36638857,61.58953672,63.42174519,83.40116082,15.26092249,15.14028418,36.05214247,36.99788851,36.05214247,192648.33,176542.33,29204.0,101880.67,Medium
27,2775151,AB&T,4.242134197,0.6528248170000001,3.58930938,0.552227288,2.784659305,0.0,0.812098953,0.812098953,1.043967205,8.460073994,2.625540205,-0.124756928,0.0,72.73259216,4.952861111,68.96551724,92.20428148,1.3608062580000002,3238.333333,0.033650584,0.042021809000000014,78.98913647,95.99171216,101.1142381,82.28745450000002,9.730066236,8.177595333,10.59849088,11.8504436,10.59849088,178549.67,162984.0,17139.33,141074.33,Medium
28,762773,Abacus Federal Savings Bank,4.087247481,0.714442936,3.372804545,1.020856385,3.260073102,0.128314666,0.62899346,0.62899346,0.84536721,4.584001834,4.584001834,0.0,47.6072566992661,77.00193136,3.265071429,0.0,95.10964851,1.014150432,1006.451613,0.08719376699999999,0.100764947,85.6542814,99.84189896,122.6155698,85.78991615,13.80380465,12.179775,21.34803828,22.6356318,21.34803828,317968.33,302893.33,43630.0,268775.67,Medium
29,114774,Abbeville Building & Loan (A State-Chartered Savings Bank),4.239180043,0.557883434,3.681296609,2.064491077,4.614364069,0.0,0.527448347,0.527448347,0.695714078,2.074494724,2.074494724,0.266605249,0.0,86.89823278,2.780285714,0.0,87.43191861,1.301138814,94.30147059,1.073887576,1.3797651359999998,66.64953927,93.33685119,97.48728612,71.4075292,27.00818689,23.8709786,39.22311308,40.52806193,39.22311308,61807.0,54491.67,15714.67,40509.33,Medium
30,416272,"Abbeville First Bank, SSB",4.16693748,0.662479038,3.504458442,0.327722188,2.970143606,0.023224407,0.580610175,0.580610175,0.583190665,4.855065506,4.855065506,0.102902714,37.5,83.04473304,4.103210526,0.0,92.68736933,1.4684287809999998,607.1428571,0.692654019,0.241858858,58.52669925,79.6717304,83.41956597,73.45980683,11.91108375,11.53283902,22.10805352,23.36278717,22.10805352,77504.67,71851.33,9268.67,46646.0,Medium
31,198149,AbbyBank,4.481541224,0.901147825,3.580393398,0.382597596,2.412664624,0.025088367,0.96464771,0.96464771,1.285778808,11.0973937,7.249142742,0.024192356,133.3333333,64.43571028,4.743066667,34.67706979,93.53542615,1.1152494309999998,122.4812896,0.711012767,0.910546774,75.75448474,88.50712235,102.9897194,85.59139958,8.437779857,8.894918905,10.46181882,11.50234856,10.46181882,478309.33,446319.67,41577.33,372018.33,Medium
32,117672,Abington Bank,4.124819665,0.6075907220000001,3.517228942,0.232429871,2.852899609,0.067604256,0.519458227,0.518299297,0.5756019520000001,4.9783549780000005,4.9783549780000005,-0.001668574,-5250.0,79.84167894,5.912415094,0.0,92.44761583,0.602909316,93.29501916,0.499747892,0.646239554,76.86543825,89.85383978,95.69259374,85.54496774,10.34248368,9.882252222,14.2479767,14.99885451,14.2479767,310631.33,288352.0,32340.0,239725.67,Medium
33,535753,"Academy Bank, National Association",4.46125564,0.74508044,3.7161752,4.875773208,5.556185581,0.711340208,1.559072169,1.559072169,2.095979387,9.651064065,9.651064065,0.650277302,151.91545569999997,66.20442275,2.329569892,0.0,94.01000077,1.3956208469999998,142.1720132,0.741518578,0.98164246,72.50611586,96.01742054,101.4453023,75.51350104,16.39572275,16.60312045,20.52504933,21.77583137,20.52504933,1293333.33,1213828.67,208930.33,931295.0,Medium
34,266253,ACB Bank,5.301239703,0.8820986129999999,4.41914109,0.521834059,2.249506204,0.722539466,1.652206913,1.6281222640000002,1.6281222640000002,19.94231675,8.555135884,2.158894865,42.37288136,48.54166667,5.644652174,57.10059172,93.02148243,1.268078487,58.41269841,1.733075554,2.170895236,77.24356259,98.40832148,106.0668239,78.4929175,7.913608109,8.51485928,9.656711754,10.80666042,9.656711754,124560.67,115633.33,10169.33,98383.67,Medium
35,3614837,Access Bank,4.7854813080000005,0.459981601,4.325499707,0.6907851340000001,3.198466969,0.197699449,1.04393062,1.04393062,1.304428718,8.308224325,7.361092922,0.005199319,4636.363636,67.05426357,4.566089286,11.39992573,92.66408813,1.229676532,1098.762887,0.09483733,0.11191464,83.69873407,98.36019238,109.4595009,85.09411383,12.90178763,11.10120924,11.11387601,12.19198369,11.11387601,515934.67,478280.0,64827.33,423132.33,Medium
36,2859903,Access National Bank,4.272991662,0.589356261,3.683635401,0.8851238440000001,2.601880024,0.097904823,1.162846726,1.162846726,1.4256953369999998,8.19805561,6.317406293,0.066384721,211.14457830000003,60.50070247,7.447225063999999,22.94018736,88.04470674,0.8127025859999999,1076.317502,0.118171687,0.0755077,69.33738343,94.03257356,102.866647,73.73762176,14.07929282,8.907844699999998,10.99143951,11.75870246,10.99143951,2864006.0,2519359.0,406242.67,2000460.33,Medium
37,3535848,AccessBank Texas,4.519308284,0.76736109,3.751947194,0.441751239,2.832072282,0.424216939,0.548653907,0.548653907,0.6866658179999999,5.790699063,5.790699063,-0.002331177,-25000.0,70.99411849,5.816580645,0.0,92.90598622,1.24107791,109.3506494,1.784109942,1.134952483,74.31730204,84.14725275,94.45750436,88.31815611,9.310147853,9.694097013,12.36342787,13.55545882,12.36342787,353592.67,329962.0,33502.0,257380.67,Medium
38,5210,ACNB Bank,4.251040239,0.437118636,3.813921604,0.642662261,2.469775475,0.071337388,1.279091888,1.277189557,1.591324372,13.98334728,9.841097517,0.225550794,40.62722737,59.06531872,4.988863777,29.62273395,91.40481928,1.05307184,213.2219338,0.400334367,0.493885325,76.63632251,91.81554512,95.50376278,83.46769865,9.244118324,9.131071514,12.71200919,13.86469067,12.71200919,1598040.0,1463218.33,145959.33,1244065.67,Medium
39,463650,Adams Bank & Trust,5.403862843,0.7090054020000001,4.694857442,0.826309037,3.406482441,0.281239705,1.325576474,1.325576474,1.574406651,11.88710921,10.68614849,0.064811729,475.1131222,64.73582409,4.218770492,10.10305112,94.42745471,1.54497128,479.6632698,0.292344259,0.322094973,89.36110409999998,109.3080737,115.6374821,81.75160453,11.07475697,11.54097945,12.15855134,13.41207622,9.31447903,746694.0,705495.33,83266.67,681975.33,Medium
40,343903,Adams Community Bank,4.0284984260000005,0.733525639,3.294972787,0.371384503,2.8543658360000004,0.073083697,0.376944085,0.403824716,0.500399602,4.03316881,4.03316881,0.055236806,158.0645161,83.88620387,5.326805825,0.0,91.7393436,0.762294018,195.0747095,0.369444885,0.390770295,83.63907768,103.2219825,110.9970249,81.02835813,9.878413082,8.871769806,13.42371952,14.55649755,13.42371952,536371.33,492143.67,53704.67,448976.0,Medium
41,9553,Adams County Bank,3.849011882,1.2726047390000002,2.576407143,0.145965274,1.392751985,0.243275456,0.890290858,0.729826368,0.75537029,8.379888268,-1.675977654,-0.004161551,-10000.0,54.47193149,10.19725,120.0,93.85679963,1.248346561,84.89107519,0.8721714190000001,1.4705274469999998,58.56971242,91.03466672,95.56477824,64.33781166,8.762779181,9.466111557,13.41689306,14.48241188,13.41689306,164422.67,153857.67,14320.0,96118.0,Medium
43,101671,Adirondack Bank,3.730887675,0.378017109,3.3528705660000004,0.63091087,3.037653965,0.085292126,0.591024258,0.591024258,0.665278579,7.8363115589999985,6.964871139,0.061044517,228.1879195,80.1867426,4.2833404260000005,11.12054329,94.11351252,0.660425034,36.03144724,1.157006115,1.832912872,60.78212471,70.64215417,82.86673506,86.04228654,7.452549959,7.763241739,14.72493259,15.50280229,14.72493259,797260.0,750759.67,60130.33,488168.33,Medium
44,541307,Admirals Bank,5.867763275,1.410898681,4.456864594,0.545499451,6.2095304910000015,0.122415231,-1.57350104,-1.57350104,-1.57350104,-16.13704299,-16.13704299,0.454655732,32.20338983,127.2754626,4.1807272730000005,0.0,94.83198516,0.880073442,33.60296596,2.150561016,2.619035009,81.39007277,118.9086442,176.4163394,68.44756603,9.497042707,9.271023104,11.93615676,12.97016433,11.93615676,279377.0,264087.0,27241.67,233583.33,Medium
45,94858,Adrian Bank,4.400680816,0.442411986,3.95826883,0.510483905,1.836617025,0.5836110760000001,1.890056111,1.895681278,1.895681278,18.38224014,10.88206797,0.35373714799999995,250.0,42.61011419,4.655766667,40.80118694,95.84243197,1.280915934,149.8150432,0.5806419279999999,0.8549982079999999,67.04159,75.32458129999998,77.58252138,89.00360127,10.62982824,10.7555056,15.43152017,16.65608402,15.43152017,142218.0,136524.33,14666.33,93855.0,Medium
47,438050,Advantage Bank,5.217987189,0.609847742,4.608139447,0.7651151409999999,4.537465443,0.0,0.475702022,0.475702022,0.475702022,3.789248868,2.305347213,0.033790757000000005,0.0,90.51094891,2.217111111,39.16083916,91.78443754,1.160776161,31.04247104,3.713541145,3.739316239,57.18151749,65.44307428,66.40284002,87.37596472,12.54886238,13.40841045,17.17997341,18.05619129,17.17997341,60121.67,55423.67,7547.67,35512.67,Medium
48,2927615,Advantage Bank,5.750728326,0.7422740179999999,5.008454308,0.069878388,2.430723007,0.099266496,2.061608379,2.0545552330000003,2.277904849,19.19463087,19.19463087,0.0,47.6072566992661,49.70165446,8.001948718,0.0,93.9085351,0.8396046709999999,687.2204472999998,0.332931722,0.122173995,81.40356836,100.8843829,105.3701046,80.68996014,11.07807073,10.91317146,13.75877044,14.64083753,13.75877044,306246.33,290189.33,32780.0,252924.67,Medium
49,189549,Advantage Community Bank,3.847331894,0.389962573,3.4573693210000003,0.506855287,2.095464735,0.0,1.259500673,1.259500673,1.624714208,10.41073028,8.115089648,0.0,47.6072566992661,56.32698768,5.331037037,22.05071665,93.82928761,1.192972456,1195.918367,0.06808487,0.09975367,67.43875835,78.26269239,79.86079688,86.16973975,12.29140324,12.31398784,16.13933609,17.21199696,16.13933609,144025.33,133859.0,17424.33,98567.67,Medium
50,965789,"Affiliated Bank, National Association",5.70006487,1.229757183,4.470307687,1.305876247,4.340629027,0.0,0.971254982,0.971254982,1.23700156,9.750153465,9.750153465,0.13369912,0.0,77.82209595,3.107,0.0,95.29133682,1.266852268,907.4418605,0.8229419809999999,0.13960699,89.79590329999998,114.2484944,131.2162634,78.59701237,9.890510626000001,10.13123987,11.46850872,12.71960009,11.46850872,656264.33,627115.67,65373.33,595366.67,Medium
51,3118447,AFFINITY BANK,4.291185334,0.825590156,3.465595178,0.112481255,2.35990083,0.0,0.746934344,0.746934344,0.999098202,6.954219537999999,6.954219537999999,-0.007347651,0.0,70.25607354,9.857896552,0.0,93.9901147,1.25401532,1105.836576,0.6884031359999999,0.113399696,78.28137079,108.4632236,111.2691112,72.17319215,10.37711759,9.631883372,10.45029142,11.55531535,10.45029142,272045.33,254848.0,29219.67,217756.67,Medium
53,1006951,AIMBank,4.635842617,0.702411357,3.93343126,0.752939551,2.977309988,0.023757389,1.335844071,1.335844071,1.442752323,13.673352599999998,13.673352599999998,0.033474469,100.7194245,65.40268072,5.447221311,0.0,93.53949449,1.180041801,4414.901961,0.251218474,0.026728607,70.93223948,80.03130706,91.95984409,88.63061479999998,10.40649391,9.595692778,12.14059472,13.23913124,12.14059472,1178580.67,1105904.67,115143.67,830483.67,Medium
55,869953,Alamosa State Bank,3.927688591,0.15491646,3.772772131,0.190613839,1.717978808,0.07444574799999999,2.004308609,2.004308609,2.004308609,22.02907568,8.838604651,0.0124023,1137.5,45.24886878,7.066742857,59.87755102,95.8788854,1.599163397,5662.162162,0.014959407,0.028242981,52.11978847,57.46463931,60.13313057,90.69888734,9.113513601000001,9.484390541,16.76069515,18.01377824,16.76069515,244473.33,233674.33,22243.33,129008.33,Medium
56,2732,Albany Bank and Trust Company National Association,3.863781682,0.414137511,3.449644171,0.162458742,2.062053646,0.08374162,0.935561376,0.935561376,1.35091981,6.13684303,4.818509403999999,0.00772392,1470.588235,58.97116582,9.189092308,21.48227712,96.854632,1.120232498,302.984127,0.287966837,0.369733064,70.52023218,83.82742192,100.5480825,84.12549327,15.43435277,15.4415939,19.52086395,20.54013875,19.52086395,597074.67,577103.0,91024.0,440191.0,Medium
57,388744,Alden State Bank,4.823928692,0.248360685,4.575568007,0.619765129,2.772360735,0.124367584,1.316223601,1.316223601,1.6945083369999998,10.66674282,6.4084447010000005,-0.07843083299999999,-210.5263158,60.38374718,5.0611842110000005,39.92125984,89.80683738,1.7216771359999998,236.4583333,0.565709086,0.728110154,74.11204992,85.70346275,86.86611371,86.47497725,12.49707526,12.96627425,16.47114431,17.72568225,16.47114431,192976.33,167498.33,23812.33,145351.0,Medium
58,414102,Alden State Bank,4.3458437210000005,0.334495131,4.01134859,0.478915749,2.237168621,0.274100258,1.354699499,1.354699499,1.728472578,11.41808345,7.837446242,0.031058856,1218.918919,52.76662844,5.481983607,31.35935397,94.10049611,1.434254135,50.43215212,2.096285597,2.843928078,71.94894752,83.05762299999998,86.7898665,86.62533904,11.91204572,12.04725267,17.42397732,18.67717045,17.42397732,329076.67,308524.67,39043.33,238257.33,Medium
59,933256,"Alerus Financial, National Association",4.356387000000002,0.35512288200000003,4.001264118,4.697691019,6.077742692,0.520579541,1.3644877519999998,1.369452486,1.74755269,12.40738704,5.1541645460000005,0.269615638,247.21603560000003,70.18783039,2.766772265,58.45890411,91.03129054,1.140849462,430.53087760000005,0.221457564,0.26498667600000003,79.17144706,95.6032759,97.26359151,82.81248347,10.90347421,9.124144577000001,10.5913743,11.69605209,10.5913743,2132239.0,1940736.67,235343.67,1665333.67,Medium
60,585235,Algonquin State Bank,3.2046709210000004,0.119082315,3.085588605,0.669191658,3.0368883280000003,0.0,0.456706059,0.456706059,0.456706059,4.814079802,2.632472641,-0.128445424,0.0,86.92733017,5.756769231,45.31722054,91.66065368,0.7984209859999999,415.2317881,1.531307624,0.192283204,52.04775649,62.16623841,62.56465033,83.72350945,9.05288757,10.18236662,15.53137828,16.19302892,15.53137828,144951.0,132681.33,13751.33,70068.67,Medium
61,25357,All America Bank,5.559917725,0.98476333,4.575154395,0.651871978,3.038015301,0.33226012,1.57130335,1.57130335,1.57130335,14.97114578,1.413684044,0.347742939,118.3708839,58.30872219,3.634982456,90.55727554,93.48123015,0.913355752,129.52060559999998,1.326534552,0.705181811,80.63409172,96.74335381,105.464198,83.34845604,10.44480053,9.614473158,11.08270915,11.95458328,11.08270915,411123.67,385473.33,43149.67,331854.33,Medium
62,3579589,Allegiance Bank,5.050073595,0.875935659,4.174137936,0.236729593,2.624401203,0.088317554,1.092852289,1.092852289,1.31244153,10.03868745,10.03868745,0.095434252,116.5304269,64.53124466,7.786740157,0.0,90.44711583,1.010145967,196.3661833,0.466706306,0.514419515,78.71693181,100.6293717,127.4859908,78.22460822,10.86957841,9.842707984,11.02745542,13.47990958,11.02745542,2905424.67,2636951.67,316296.33,2307347.67,Medium
63,166652,Alliance Bank,4.632676567,0.42521125,4.207465317,0.46390068,2.959483169,0.203168181,1.32194763,1.32194763,1.32194763,12.0820733,-4.6483796360000005,-0.083204346,-294.11764710000006,65.99214739,4.764154472,138.47336069999997,95.51580144,1.499424008,466.2205226,0.860764073,0.321612614,82.00450178,98.38924993,113.9395707,83.34701386,10.87695886,10.9035863,11.70983789,12.96092981,11.70983789,590643.67,564425.33,64624.67,490359.0,Medium
64,493741,Alliance Bank,3.86053014,0.192375612,3.668154528,0.596148726,2.628929095,0.0,1.353184174,1.350513854,1.350513854,11.54944051,5.697647865,-0.015314808,0.0,66.01844091,4.644875,50.66732575,92.47927824,2.258781424,548.0392157000001,0.240184074,0.412156897,56.9586103,68.51812884,70.50500508,83.12925536,11.7131785,12.13900514,15.90947337,17.17295299,15.90947337,299589.67,276542.33,35032.0,169770.33,Medium
65,21658,Alliance Bank,4.49125791,0.6688566420000001,3.822401268,0.5714171020000001,2.777521102,0.108496918,1.309196145,1.309196145,1.309196145,13.37712721,-1.5150889930000002,0.022893024,642.8571429,66.20689655,3.365530612,111.3259669,95.06157867,1.527606965,107.2727273,1.1278811000000002,1.424040391,73.79980717,82.94361791,86.55737705,88.97587183,9.665819745,9.98510409,13.47464414,14.72813741,13.47464414,165903.33,157283.33,16236.67,122308.0,Medium
66,2694944,Alliance Bank,4.81491424,0.36937519,4.44553905,0.382664794,2.776877674,0.206679915,1.113206673,1.113206673,1.585910241,9.597462318,5.186863826000001,0.120221631,219.5652174,60.77026422,4.598095238,45.95588235,94.73487987,1.35297313,287.9032258,0.385252693,0.469940247,80.86992543,92.31787766,94.58447898,87.59942005,11.94076222,11.95958257,14.70805429,15.96088717,14.70805429,97735.67,92047.33,11336.33,76525.33,Medium
67,176464,Alliance Bank,3.740641502,0.424616506,3.3160249960000003,1.370268271,3.137228535,0.094130303,1.203254219,1.203254219,1.203254219,13.44021216,8.399381582,0.01266933,1346.1538460000004,70.74413245,3.930174603,37.50558784,91.9395856,1.351761481,13361.90476,0.09221826,0.010116533,55.13574932,62.44330093,63.40293646,88.29730090000002,8.935478182,9.626723,14.53976734,15.67375442,14.53976734,743650.0,687208.33,66576.33,410440.0,Medium
