,Tot Dom Deposits to Tot Assets,Pretax ROA,Return On Assets,Net Op Inc to Assets,NonInterest Inc to Ave Asset,NonInterest Exp to Ave Asset,Net Interest Margin,RE to Ave Equity,Efficiency Ratio,Net Loans Lease to Tot Assets,Return on Equity
77,88.4339423,1.919335363,1.547679517,1.520804068,0.93168598,3.0886819030000003,4.362219202,11.94068206,62.07382809999999,65.32861859,17.14291087
78,84.05246164,2.078871308,1.635253785,1.640716412,1.07792758,1.642475823,2.986779595,13.69952949,38.67617360000001,59.17128122,13.69952949
79,81.98584101,1.776628726,1.63331737,1.63331737,0.223969004,1.809755975,3.256267369,4.715523367,52.49634427,33.6131751,9.92097124
80,88.72206311,1.428317902,1.428317902,1.428317902,0.89346364,3.795384587,4.804960197,1.019175793,71.8156554,67.08043073,13.21531278
81,78.20610325,1.734600317,1.231817617,1.075561291,0.196369847,3.134328383,5.103910638,-4.978524936,63.46228616,74.94249738,8.602281609
82,79.35259665,2.145308393,2.145308393,2.145308393,0.54078411,2.656379091,4.68757428,11.04837986,53.66146459,64.2834674,16.41343674
83,85.13996115,1.033735964,0.7561924170000001,0.7561924170000001,0.689763962,2.9173921660000004,3.841022008,5.554565922999999,67.90934124,71.01418946,5.554565922999999
84,82.73307908,1.5059666619999998,1.5059666619999998,1.576751199,0.156957016,1.470574394,3.973801789,11.60099912,36.34963419,80.01809477,11.60099912
85,86.00025554,1.201720202,0.900121345,0.904257985,0.622085629,2.754970679,3.42856495,10.53455205,71.14467505,67.26226363,10.53455205
86,88.86825559,0.761639585,0.570999447,0.5684529739999999,2.261203858,4.3412074889999985,3.272522224,4.426566619,81.26212337,47.65462787,6.5344554860000015
87,84.51441009999998,1.986216685,1.986216685,1.984674167,1.167935417,2.378414493,3.722397789,8.391235984,50.40016871,76.97774267,15.51642038
88,82.93886815,1.019763735,0.7993975040000001,0.7993975040000001,0.094225561,1.873366266,3.031898095,6.624407036,63.49534643,64.35151129,6.624407036
89,83.29783155,1.877001178,1.877001178,1.879102706,0.5421102870000001,1.881204235,3.5138705160000003,7.017517568,50.02794358,74.24107693,12.57981292
90,86.42056567,3.062558681,2.219359815,2.219359815,0.135900184,1.737188709,4.835613428,19.98866577,36.19333619,91.4570141,19.98866577
92,74.72964644,1.325908597,1.0471514709999998,1.0471514709999998,0.135754061,1.5845662130000002,3.044932596,4.745083997,52.5,74.24170262,10.37844249
93,88.26911476,1.614109321,1.614109321,1.614109321,0.307263005,2.419940801,4.09806596,-3.876237085,59.98787144,67.03515492,15.57576875
94,83.13465082,1.462410288,1.3888579330000002,1.3888579330000002,0.808240093,2.852104043,3.923913374,4.996832612,63.2780083,76.34718877,12.54872069
95,87.04866094,1.507875891,1.507875891,1.507875891,0.559407234,2.638257051,3.895774219,10.30394716,62.96110414,63.72823526,13.82213305
96,88.20618976,0.42228925,0.34526794,0.34526794,1.221717327,4.418101681,4.2490540710000015,3.714020427,89.79757085,67.15286544,3.714020427
97,84.74214143,1.28680802,1.055779958,1.055779958,0.501678352,2.751611276,3.957855069,9.06163142,65.47722657,83.52416151,11.54025413
98,90.62357408,1.4554668919999998,1.360332526,1.360332526,0.730845318,2.92604859,4.051931172,0.8035892309999999,64.80897991,80.7228397,15.36864405
99,80.94962983,1.637662091,1.23871283,1.23871283,0.446970932,2.428172664,3.922602762,6.971806646,59.07729179,82.57503112,9.934330716
100,85.08663483,1.550317164,1.154751391,1.154751391,0.63609983,2.30010692,3.693137121,8.509076702,58.31348261,47.75108058,10.4159913
101,88.50221485,0.920387182,0.920387182,0.920387182,1.71672981,4.282462672,3.765920424,8.792867324,82.30994152,72.30227025,8.792867324
102,89.3409303,1.913843056,1.554979263,1.557812859,1.5153322480000002,2.9783362660000003,3.617800979,4.075818001,59.2441809,62.40851504,18.05682161
103,89.61679198,1.127327137,1.127327137,1.127327137,0.679112733,2.706749323,2.7437150210000003,10.78855819,83.7334934,35.96384794,10.78855819
104,89.6067723,0.578164611,0.456800611,0.454137345,0.726498388,3.743742274,3.834911909,3.997787117,85.48883757,72.43703559999999,4.495436966000001
105,89.94415713,1.278958714,1.028948324,1.046424778,0.398295459,2.575791075,3.851640514,10.79136644,64.2538669,61.96006073,12.00958036
106,85.07973634,2.885610184,2.114164905,2.114164905,3.0565426660000004,5.229184472,5.706464142000001,12.60026848,63.90874107,77.81309802,15.03077712
107,82.83950142,1.274207619,0.983022716,0.983022716,1.058190749,3.093565919,3.881552309,9.517080581,65.87412587,85.66528172,9.517080581
108,80.54532489,1.072789946,0.828300525,0.828300525,1.29431218,4.443780454,4.791465791,4.598514326,79.06670182,81.35140301,8.788271822999999
109,87.242834,1.240390807,0.928363609,0.928363609,0.848978597,3.112921522,3.689875039,9.895404865,71.34655973,77.89685531,9.895404865
110,86.85583237,1.0417119,1.0417119,1.041254808,0.230374198,2.663016028,3.64702972,8.056971305,70.66957787,74.28443497,10.60764737
